0,0,0,0,0,0
1,785,0,63401,53,382
2,1809,0,63402,25,409
3,1829,0,63408,18,363
4,869,366,63701,20,245
5,447,137,63702,4,70
6,131,0,63404,4,72
7,653,0,63405,53,382
8,260,0,63406,23,257
9,516,178,63703,7,83
10,1665,619,63704,5,77
11,386,0,63407,18,172
12,660,0,63403,53,380
13,2155,0,63418,23,257
14,1504,543,63705,22,253
15,875,393,63706,21,248
16,1838,0,63410,23,320
17,361,0,63411,17,167
18,67,0,63414,5,77
19,2350,691,63707,5,76
20,865,347,63708,20,243
21,162,0,63413,5,77
22,353,0,63412,17,168
23,1851,0,63415,25,410
24,1518,572,63709,18,172
25,1435,0,63710,53,393
26,784,0,63416,53,380
27,25,0,63417,7,86
28,351,0,63409,17,167
29,852,257,63711,16,164
30,2355,508,63712,53,393
31,106,0,63419,30,175
32,1854,0,63420,18,173
33,8,0,63421,6,82
34,1438,0,63713,53,393
35,513,144,63714,5,74
36,1313,0,63422,17,167
37,658,0,63423,53,381
38,164,0,63433,5,77
39,873,385,63715,21,249
40,2357,599,63716,30,238
41,271,0,63425,22,253
42,1835,0,63434,30,238
43,222,0,63427,5,76
44,1357,245,63717,16,166
45,859,290,63718,18,170
46,1822,0,63428,17,169
47,238,0,63429,4,71
48,243,0,63430,23,255
49,1670,597,63719,30,238
50,1439,500,63720,53,393
51,58,0,63431,5,76
52,324,0,63432,23,257
53,795,0,63424,53,380
54,1519,322,63721,19,177
55,1329,209,63722,4,71
56,130,0,63426,4,71
57,384,0,63435,18,172
58,1844,0,63439,53,393
59,856,265,63723,16,165
60,1430,479,63724,53,383
61,1849,0,63437,53,381
62,249,0,63438,23,255
63,270,0,63436,30,176
64,1669,634,63725,7,86
65,1506,430,63726,23,255
66,1611,0,63440,53,383
67,643,0,63441,19,177
68,236,0,63442,4,71
69,1527,594,63727,30,175
70,343,575,63728,18,172
71,559,0,63443,18,172
72,1820,0,63444,20,246
73,253,0,63445,23,255
