0,,,0,0,0,0,0,0,0,0,0,0
1,"\xe3\x83\x80\xe3\x83\xb3\xe3\x82\xb8\xe3\x83\xa7\xe3\x83\xb3\xef\xbc\x9a\xe3\x82\xb3\xe3\x83\xb3\xe3\x83\x86\xe3\x83\xb3\xe3\x83\x84\xe3\x83\xab\xe3\x83\xbc\xe3\x83\xac\xe3\x83\x83\xe3\x83\x88","\xe3\x82\xb3\xe3\x83\xb3\xe3\x83\x86\xe3\x83\xb3\xe3\x83\x84\xe3\x83\xab\xe3\x83\xbc\xe3\x83\xac\xe3\x83\x83\xe3\x83\x88\xe3\x81\xa7\xe3\x80\x81\xe3\x83\x80\xe3\x83\xb3\xe3\x82\xb8\xe3\x83\xa7\xe3\x83\xb3\xe3\x82\x923\xe5\x9b\x9e\xe6\x94\xbb\xe7\x95\xa5\xe3\x81\x99\xe3\x82\x8",3,15,1000,84300,0,57,1,1,5,3
2,"\xe3\x83\x80\xe3\x83\xb3\xe3\x82\xb8\xe3\x83\xa7\xe3\x83\xb3\xef\xbc\x9a\xe6\x94\xbb\xe7\x95\xa5\xe5\x9b\x9e\xe6\x95\xb0","\xe3\x83\x80\xe3\x83\xb3\xe3\x82\xb8\xe3\x83\xa7\xe3\x83\xb3\xe3\x82\x925\xe5\x9b\x9e\xe6\x94\xbb\xe7\x95\xa5\xe3\x81\x99\xe3\x82\x8",5,10,2000,56200,0,57,1,2,5,3
3,"\xe3\x82\xae\xe3\x83\xab\xe3\x83\x89\xe3\x82\xaa\xe3\x83\xbc\xe3\x83\x80\xe3\x83\xbc\xef\xbc\x9a\xe6\x94\xbb\xe7\x95\xa5\xe5\x9b\x9e\xe6\x95\xb01","\xe3\x82\xae\xe3\x83\xab\xe3\x83\x89\xe3\x82\xaa\xe3\x83\xbc\xe3\x83\x80\xe3\x83\xbc\xe3\x82\x923\xe5\x9b\x9e\xe6\x94\xbb\xe7\x95\xa5\xe3\x81\x99\xe3\x82\x8",3,5,1000,28100,0,71,2,1,5,3
4,"\xe3\x82\xae\xe3\x83\xab\xe3\x83\x89\xe3\x82\xaa\xe3\x83\xbc\xe3\x83\x80\xe3\x83\xbc\xef\xbc\x9a\xe6\x94\xbb\xe7\x95\xa5\xe5\x9b\x9e\xe6\x95\xb02","\xe3\x82\xae\xe3\x83\xab\xe3\x83\x89\xe3\x82\xaa\xe3\x83\xbc\xe3\x83\x80\xe3\x83\xbc\xe3\x82\x9210\xe5\x9b\x9e\xe6\x94\xbb\xe7\x95\xa5\xe3\x81\x99\xe3\x82\x8",10,10,2000,56200,0,71,2,2,5,3
5,,,0,0,0,0,0,0,0,0,0,0
6,,,0,0,0,0,0,0,0,0,0,0
7,"\xe3\x82\xa6\xe3\x83\xab\xe3\x83\xb4\xe3\x82\xba\xe3\x82\xb8\xe3\x82\xa7\xe3\x82\xa4\xe3\x83\xab\xef\xbc\x9a\xe5\x8f\x82\xe5\x8a\xa0\xe5\x9b\x9e\xe6\x95\xb0","\xe3\x82\xa6\xe3\x83\xab\xe3\x83\xb4\xe3\x82\xba\xe3\x82\xb8\xe3\x82\xa7\xe3\x82\xa4\xe3\x83\xab\xe3\x81\xab10\xe5\x9b\x9e\xe5\x8f\x82\xe5\x8a\xa0\xe3\x81\x99\xe3\x82\x8",10,0,10,0,0,130,3,1,0,4
8,"\xe3\x82\xa6\xe3\x83\xab\xe3\x83\xb4\xe3\x82\xba\xe3\x82\xb8\xe3\x82\xa7\xe3\x82\xa4\xe3\x83\xab\xef\xbc\x9a\xe5\x8b\x9d\xe5\x88\xa9\xe5\x9b\x9e\xe6\x95\xb0","\xe3\x82\xa6\xe3\x83\xab\xe3\x83\xb4\xe3\x82\xba\xe3\x82\xb8\xe3\x82\xa7\xe3\x82\xa4\xe3\x83\xab\xe3\x81\xa73\xe5\x9b\x9e\xe5\x8b\x9d\xe5\x88\xa9\xe3\x81\x99\xe3\x82\x8",3,0,15,0,0,130,3,2,0,4
9,"F.A.T.E.\xef\xbc\x9a\xe5\x9c\xb0\xe5\x9f\x9f\xe5\x88\xb6\xe8\xa6\x87","5\xe5\x9c\xb0\xe5\x9f\x9f\xe3\x81\xaeF.A.T.E.\xe3\x81\xa7\xe6\x9c\x80\xe9\xab\x98\xe8\xa9\x95\xe4\xbe\xa1\xe3\x82\x92\xe7\x8d\xb2\xe5\xbe\x97\xe3\x81\x99\xe3\x82\x8",5,15,1000,84300,0,0,4,1,5,3
10,"F.A.T.E.\xef\xbc\x9a\xe6\x94\xbb\xe7\x95\xa5\xe7\xa8\xae\xe9\xa1\x9e\xe6\x95\xb0","10\xe7\xa8\xae\xe9\xa1\x9e\xe3\x81\xaeF.A.T.E.\xe3\x82\x92\xe9\x81\x94\xe6\x88\x90\xe3\x81\x99\xe3\x82\x8",10,15,2000,84300,0,0,4,2,5,3
11,"\xe3\x83\xaa\xe3\x83\xbc\xe3\x83\xb4\xef\xbc\x9a\xe7\xb5\xb5\xe6\x9f\x84\xe5\x88\xb6\xe8\xa6\x87","\xe3\x83\x97\xe3\x83\xac\xe3\x83\xbc\xe3\x83\x88\xe3\x81\xae\xe7\xb5\xb5\xe6\x9f\x84\xe3\x81\x8c\xe7\x95\xb0\xe3\x81\xaa\xe3\x82\x8b\xe3\x83\xaa\xe3\x83\xbc\xe3\x83\xb4\xe3\x82\x92\xe3\x80\x815\xe7\xa8\xae\xe9\xa1\x9e\xe9\x81\x94\xe6\x88\x90\xe3\x81\x99\xe3\x82\x8",5,15,1000,84300,0,0,5,1,5,3
12,"\xe3\x83\xaa\xe3\x83\xbc\xe3\x83\xb4\xef\xbc\x9a\xe9\x81\x94\xe6\x88\x90\xe5\x9b\x9e\xe6\x95\xb0","\xe3\x83\xaa\xe3\x83\xbc\xe3\x83\xb4\xe3\x82\x9220\xe5\x9b\x9e\xe9\x81\x94\xe6\x88\x90\xe3\x81\x99\xe3\x82\x8",20,15,2000,84300,0,0,5,2,5,3
13,"\xe8\xbb\x8d\xe9\x9c\x80\xe5\x93\x81\xe3\x83\xbb\xe8\xa3\x9c\xe7\xb5\xa6\xe5\x93\x81\xe8\xaa\xbf\xe9\x81\x94\xef\xbc\x9a\xe7\xb4\x8d\xe5\x93\x81\xe5\x9b\x9e\xe6\x95\xb0","\xe8\xbb\x8d\xe9\x9c\x80\xe5\x93\x81\xe3\x83\xbb\xe8\xa3\x9c\xe7\xb5\xa6\xe5\x93\x81\xe8\xaa\xbf\xe9\x81\x94\xe3\x82\x9210\xe5\x9b\x9e\xe7\xb4\x8d\xe5\x93\x81\xe3\x81\x99\xe3\x82\x8",10,0,1000,0,0,89,6,1,0,6
14,"\xe8\xbb\x8d\xe9\x9c\x80\xe5\x93\x81\xe3\x83\xbb\xe8\xa3\x9c\xe7\xb5\xa6\xe5\x93\x81\xe8\xaa\xbf\xe9\x81\x94\xef\xbc\x9aHQ\xe7\xb4\x8d\xe5\x93\x81\xe5\x9b\x9e\xe6\x95\xb0","\xe8\xbb\x8d\xe9\x9c\x80\xe5\x93\x81\xe3\x83\xbb\xe8\xa3\x9c\xe7\xb5\xa6\xe5\x93\x81\xe8\xaa\xbf\xe9\x81\x94\xe3\x81\xa7\xe3\x80\x81HQ\xe3\x82\xa2\xe3\x82\xa4\xe3\x83\x86\xe3\x83\xa0\xe3\x82\x925\xe5\x9b\x9e\xe7\xb4\x8d\xe5\x93\x81\xe3\x81\x99\xe3\x82\x8",5,0,1000,0,0,89,6,2,0,6
15,"\xe3\x83\x88\xe3\x83\xac\xe3\x82\xb8\xe3\x83\xa3\xe3\x83\xbc\xe3\x83\x8f\xe3\x83\xb3\xe3\x83\x88\xef\xbc\x9a\xe5\x9c\xb0\xe5\x9b\xb3\xe6\x8e\xa1\xe9\x9b\x86\xe5\x9b\x9e\xe6\x95\xb0","\xe5\x8f\xa4\xe3\x81\xbc\xe3\x81\x91\xe3\x81\x9f\xe5\x9c\xb0\xe5\x9b\xb3\xe3\x82\x923\xe5\x9b\x9e\xe6\x8e\xa1\xe9\x9b\x86\xe3\x81\x99\xe3\x82\x8",3,0,1000,0,0,149,7,1,0,3
16,"\xe3\x83\x88\xe3\x83\xac\xe3\x82\xb8\xe3\x83\xa3\xe3\x83\xbc\xe3\x83\x8f\xe3\x83\xb3\xe3\x83\x88\xef\xbc\x9a\xe5\xae\x9d\xe7\x8d\xb2\xe5\xbe\x97\xe5\x9b\x9e\xe6\x95\xb0","\xe3\x83\x88\xe3\x83\xac\xe3\x82\xb8\xe3\x83\xa3\xe3\x83\xbc\xe3\x83\x8f\xe3\x83\xb3\xe3\x83\x88\xe3\x81\xa7\xe5\xae\x9d\xe7\xae\xb1\xe3\x82\x92\xe9\x96\x8b\xe3\x81\x91\xe3\x80\x81\xe5\xae\x9d\xe3\x82\x925\xe5\x9b\x9e\xe7\x8d\xb2\xe5\xbe\x97\xe3\x81\x99\xe3\x82\x8",5,0,2000,0,0,149,7,2,0,3
