1,"default","ffxiv/_trial/default/level/default",0,-1,-1,0,-1,1,0,2,1,1003,0,1,0,1,0,0,0,0,0,0,-1,-1,True
2,"collision_test","ffxiv/_trial/collision_test/level/collision_test",0,-1,-1,0,-1,1,0,3,1,1001,0,1,0,1,0,0,0,0,0,0,-1,-1,True
3,"battle_test","ffxiv/_trial/battle_test/level/battle_test",0,-1,-1,0,-1,1,0,4,1,1001,0,1,0,1,0,0,0,0,0,0,-1,-1,True
4,"pvp_test","ffxiv/sea_s1/pvp/s1p2/level/s1p2",0,-1,-1,0,-1,1,0,5,1,1001,0,5,0,1,0,0,0,0,0,0,-1,-1,True
5,"event_test","ffxiv/_trial/event_test/level/event_test",0,-1,-1,0,-1,1,0,6,1,1003,0,1,0,1,0,0,0,0,0,0,-1,-1,True
6,"w1f2_client_benchmark","ffxiv/wil_w1/fld/w1f2/level/w1f2",0,122002,123105,0,-1,24,0,43,21,1001,0,1,0,1,0,0,0,0,0,0,-1,-1,True
7,"f1f1_client_benchmark","ffxiv/fst_f1/fld/f1f1/level/f1f1",0,122003,123204,0,-1,23,0,54,4,1004,0,1,0,1,0,0,0,0,0,0,-1,-1,True
8,"f1t1_intel","ffxiv/fst_f1/twn/f1t1/level/f1t1",0,122003,123201,0,-1,23,0,52,2,1003,0,1,0,0,0,0,0,0,0,0,-1,-1,True
9,"f1f1_intel","ffxiv/fst_f1/fld/f1f1/level/f1f1",0,122003,123204,0,-1,23,0,54,4,1004,0,1,0,1,0,0,0,0,0,0,-1,-1,True
10,"s1f2_client_benchmark","ffxiv/sea_s1/fld/s1f2/level/s1f2",0,122001,123005,0,-1,22,0,31,16,1001,0,1,0,1,0,0,0,0,0,0,-1,-1,True
11,"f1d1_client_benchmark","ffxiv/fst_f1/dun/f1d1/level/f1d1",0,122003,124201,0,-1,23,0,58,8,1002,0,1,2,3,0,0,0,0,0,0,-1,-1,True
13,"zoo","ffxiv/_trial/zoo/level/zoo",0,-1,-1,0,-1,1,0,10,1,1001,0,1,0,1,0,0,0,0,0,0,-1,-1,True
14,"npc_pop_test",,0,-1,-1,0,-1,1,0,11,1,1001,0,1,0,1,0,0,0,0,0,0,-1,-1,True
15,"retainer_test","ffxiv/_trial/retainer_test/level/retainer_test",0,-1,-1,0,-1,1,0,12,1,1001,0,1,0,1,0,0,0,0,0,0,-1,-1,True
