0,,,0,0,0,1,0,0
1,,,0,0,0,0,0,0
2,"\xe3\x83\xab\xe3\x83\xbc\xe3\x82\xa4\xe3\x83\xb3\xe3\x83\xa9\xe3\x83\xb3\xe3\x83\x8a\xe3\x83\xbc",,0,0,0,1,0,0
3,"\xe3\x82\xa2\xe3\x83\xb3\xe3\x83\x86\xe3\x83\xad\xe3\x83\xbc\xe3\x83\x97\xe3\x83\xbb\xe3\x83\x89\xe3\x82\xa5",,0,0,0,1,0,0
4,"\xe3\x82\xa2\xe3\x83\xb3\xe3\x83\x86\xe3\x83\xad\xe3\x83\xbc\xe3\x83\x97\xe3\x83\xbb\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\x83\xe3\x82\xb0",,0,0,0,1,0,0
5,"\xe3\x82\xaa\xe3\x83\x9d\xe3\x82\xaa\xe3\x83\x9d",,0,0,0,1,0,0
6,"\xe3\x83\xac\xe3\x83\x9f\xe3\x83\xa5\xe3\x83\xbc",,0,0,0,1,0,0
7,"\xe3\x83\x8a\xe3\x83\x83\xe3\x83\x88",,0,0,0,1,0,0
8,"\xe3\x82\xb1\xe3\x83\x83\xe3\x83\x89",,0,0,0,1,0,0
9,"\xe3\x83\x9e\xe3\x82\xa4\xe3\x83\x88\xe3\x83\xaa\xe3\x83\xb3\xe3\x82\xb0",,0,0,0,1,0,0
10,"\xe3\x83\x80\xe3\x82\xa4\xe3\x82\xa2\xe3\x83\x9e\xe3\x82\xa4\xe3\x83\x88",,0,0,0,1,0,0
11,"\xe3\x83\x99\xe3\x83\xbc\xe3\x83\xb3\xe3\x83\x9e\xe3\x82\xa4\xe3\x83\x88",,0,0,0,1,0,0
12,"\xe3\x83\xb4\xe3\x82\xa1\xe3\x83\xab\xe3\x83\x81\xe3\x83\xa3\xe3\x83\xbc",,0,0,0,1,0,0
13,"\xe3\x83\x90\xe3\x82\xb6\xe3\x83\xbc\xe3\x83\x89",,0,0,0,1,0,0
14,"\xe3\x83\xaf\xe3\x82\xa4\xe3\x83\xab\xe3\x83\x89\xe3\x83\x9b\xe3\x82\xb0\xe3\x83\xac\xe3\x83\x83\xe3\x83\x88",,0,0,0,1,0,0
15,"\xe3\x83\xaf\xe3\x82\xa4\xe3\x83\xab\xe3\x83\x89\xe3\x83\x9b\xe3\x83\x83\xe3\x82\xb0",,0,0,0,1,0,0
16,"\xe3\x83\xaf\xe3\x82\xa4\xe3\x83\xab\xe3\x83\x89\xe3\x83\x9c\xe3\x82\xa2",,0,0,0,1,0,0
17,"\xe3\x83\x90\xe3\x83\xab\xe3\x83\xbc\xe3\x83\xb3",,0,0,0,1,0,0
