0,"\xe3\x83\x9b\xe3\x83\x83\xe3\x83\x88\xe3\x83\x90\xe3\x83\xbc 1","Hotbar1","hot1"
1,"\xe3\x83\x9b\xe3\x83\x83\xe3\x83\x88\xe3\x83\x90\xe3\x83\xbc 2","Hotbar2","hot2"
2,"\xe3\x83\x9b\xe3\x83\x83\xe3\x83\x88\xe3\x83\x90\xe3\x83\xbc 3","Hotbar3","hot3"
3,"\xe3\x83\x9b\xe3\x83\x83\xe3\x83\x88\xe3\x83\x90\xe3\x83\xbc 4","Hotbar4","hot4"
4,"\xe3\x83\x9b\xe3\x83\x83\xe3\x83\x88\xe3\x83\x90\xe3\x83\xbc 5","Hotbar5","hot5"
5,"\xe3\x83\x9b\xe3\x83\x83\xe3\x83\x88\xe3\x83\x90\xe3\x83\xbc 6","Hotbar6","hot6"
6,"\xe3\x83\x9b\xe3\x83\x83\xe3\x83\x88\xe3\x83\x90\xe3\x83\xbc 7","Hotbar7","hot7"
7,"\xe3\x83\x9b\xe3\x83\x83\xe3\x83\x88\xe3\x83\x90\xe3\x83\xbc 8","Hotbar8","hot8"
8,"\xe3\x83\x9b\xe3\x83\x83\xe3\x83\x88\xe3\x83\x90\xe3\x83\xbc 9","Hotbar9","hot9"
9,"\xe3\x83\x9b\xe3\x83\x83\xe3\x83\x88\xe3\x83\x90\xe3\x83\xbc 10","Hotbar10","hot10"
10,"EX\xe3\x83\x9b\xe3\x83\x83\xe3\x83\x88\xe3\x83\x90\xe3\x83\xbc","HotbarEx","hotex"
11,"\xe3\x82\xaf\xe3\x83\xad\xe3\x82\xb9\xe3\x83\x9b\xe3\x83\x83\xe3\x83\x88\xe3\x83\x90\xe3\x83\xbc","CrossHotbar","cross"
12,"\xe3\x82\xad\xe3\x83\xa3\xe3\x82\xb9\xe3\x83\x88\xe3\x83\x90\xe3\x83\xbc","CastBar","cast"
13,"\xe3\x82\xbf\xe3\x83\xbc\xe3\x82\xb2\xe3\x83\x83\xe3\x83\x88\xe6\x83\x85\xe5\xa0\xb1","TargetInfo","target"
14,"\xe3\x83\x95\xe3\x82\xa9\xe3\x83\xbc\xe3\x82\xab\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xbc\xe3\x82\xb2\xe3\x83\x83\xe3\x83\x88\xe6\x83\x85\xe5\xa0\xb1","FocusTarget","focus"
15,"\xe3\x83\x91\xe3\x83\xbc\xe3\x83\x86\xe3\x82\xa3\xe3\x83\xaa\xe3\x82\xb9\xe3\x83\x88","PartyList","party"
16,"\xe6\x95\xb5\xe5\xaf\xbe\xe3\x83\xaa\xe3\x82\xb9\xe3\x83\x88","EnemyList","enemy"
17,"\xe3\x82\xad\xe3\x83\xa3\xe3\x83\xa9\xe3\x82\xaf\xe3\x82\xbf\xe3\x83\xbc\xe3\x83\x91\xe3\x83\xa9\xe3\x83\xa1\xe3\x83\xbc\xe3\x82\xbf","MyParam","param"
18,"\xe9\x80\x9a\xe7\x9f\xa5","Notification","Notices"
19,"\xe3\x83\x8a\xe3\x83\x93\xe3\x83\x9e\xe3\x83\x83\xe3\x83\x97","NaviMap","navi"
20,"\xe3\x83\xa1\xe3\x82\xa4\xe3\x83\xb3\xe3\x82\xb3\xe3\x83\x9e\xe3\x83\xb3\xe3\x83\x89","MainCommand","main"
21,"\xe5\x9f\xba\xe6\x9c\xac\xe6\x83\x85\xe5\xa0\xb1","GeneralInfo","dtr"
22,"\xe6\x89\x80\xe6\x8c\x81\xe9\x87\x91","CurrencyStatus","gil"
23,"\xe8\xa3\x85\xe5\x82\x99\xe3\x83\xbb\xe6\x89\x80\xe6\x8c\x81\xe5\x93\x81\xe3\x82\xb5\xe3\x82\xa4\xe3\x83\xb3","ItemSign","bag"
24,"\xe7\x9b\xae\xe7\x9a\x84\xe3\x83\xaa\xe3\x82\xb9\xe3\x83\x88/\xe3\x82\xb3\xe3\x83\xb3\xe3\x83\x86\xe3\x83\xb3\xe3\x83\x84\xe6\x83\x85\xe5\xa0\xb1","ToDoList","todo"
25,"\xe3\x82\xa2\xe3\x82\xa4\xe3\x83\x86\xe3\x83\xa0\xe8\xa9\xb3\xe7\xb4\xb0","ItemHelp","item"
26,"\xe3\x82\xa2\xe3\x82\xaf\xe3\x82\xb7\xe3\x83\xa7\xe3\x83\xb3\xe8\xa9\xb3\xe7\xb4\xb0","ActionHelp","action"
27,"\xe3\x83\xaa\xe3\x83\x9f\xe3\x83\x83\xe3\x83\x88\xe3\x83\x96\xe3\x83\xac\xe3\x82\xa4\xe3\x82\xaf\xe3\x82\xb2\xe3\x83\xbc\xe3\x82\xb8","LimitBreak","limit"
28,"\xe7\xb5\x8c\xe9\xa8\x93\xe5\x80\xa4\xe3\x83\x90\xe3\x83\xbc","ExpBar","exp"
29,"\xe3\x83\x90\xe3\x83\x95\xe3\x83\xbb\xe3\x83\x87\xe3\x83\x90\xe3\x83\x95\xe3\x82\xb9\xe3\x83\x86\xe3\x83\xbc\xe3\x82\xbf\xe3\x82\xb9\xe6\x83\x85\xe5\xa0\xb1","BuffDebuffStatus","buff"
30,"\xe3\x82\xa2\xe3\x83\xa9\xe3\x82\xa4\xe3\x82\xa2\xe3\x83\xb3\xe3\x82\xb9\xe3\x83\xaa\xe3\x82\xb9\xe3\x83\x881","AllianceList1","alist1"
31,"\xe3\x82\xa2\xe3\x83\xa9\xe3\x82\xa4\xe3\x82\xa2\xe3\x83\xb3\xe3\x82\xb9\xe3\x83\xaa\xe3\x82\xb9\xe3\x83\x882","AllianceList2","alist2"
32,"\xe7\x9b\xae\xe7\x9a\x84\xe3\x83\xaa\xe3\x82\xb9\xe3\x83\x88","DutyList","dlist"
