0,,,0,0,0,1,0,0
1,"Lagerst\xc3\xa4tte","Lagerst\xc3\xa4tten",3,1,0,1,1,0
2,"Steinbruch","Steinbr\xc3\xbcche",4,2,0,1,0,0
3,"Nutzbaum","Nutzb\xc3\xa4ume",4,2,0,1,0,0
4,"\xc3\xbcppig[a] Vegetation","\xc3\xbcppig[a] Vegetationen",3,1,0,1,1,0
5,"unbekannt[a] Lagerst\xc3\xa4tte","unbekannt[a] Lagerst\xc3\xa4tten",3,1,0,1,1,0
6,"unbekannt[a] Steinbruch","unbekannt[a] Steinbr\xc3\xbcche",4,2,0,1,0,0
7,"unbekannt[a] Nutzbaum","unbekannt[a] Nutzb\xc3\xa4ume",4,2,0,1,0,0
8,"unbekannt[a] Vegetation","unbekannt[a] Vegetationen",3,1,0,1,1,0
9,"verg\xc3\xa4nglich[a] Lagerst\xc3\xa4tte","verg\xc3\xa4nglich[a] Lagerst\xc3\xa4tten",3,1,0,1,1,0
10,"verg\xc3\xa4nglich[a] Steinbruch","verg\xc3\xa4nglich[a] Steinbr\xc3\xbcche",4,2,0,1,0,0
11,"verg\xc3\xa4nglich[a] Nutzbaum","verg\xc3\xa4nglich[a] Nutzb\xc3\xa4ume",4,2,0,1,0,0
12,"verg\xc3\xa4nglich[a] Vegetation","verg\xc3\xa4nglich[a] Vegetationen",3,1,0,1,1,0
13,"legend\xc3\xa4r[a] Lagerst\xc3\xa4tte","legend\xc3\xa4r[a] Lagerst\xc3\xa4tten",3,1,0,1,1,0
14,"legend\xc3\xa4r[a] Steinbruch","legend\xc3\xa4r[a] Steinbr\xc3\xbcche",4,2,0,1,0,0
15,"legend\xc3\xa4r[a] Nutzbaum","legend\xc3\xa4r[a] Nutzb\xc3\xa4ume",4,2,0,1,0,0
16,"legend\xc3\xa4r[a] Vegetation","legend\xc3\xa4r[a] Vegetationen",3,1,0,1,1,0
17,"verborgen[a] Lagerst\xc3\xa4tte","verborgen[a] Lagerst\xc3\xa4tten",3,1,0,1,1,0
18,"verborgen[a] Steinbruch","verborgen[a] Steinbr\xc3\xbcche",4,2,0,1,0,0
19,"verborgen[a] Nutzbaum","verborgen[a] Nutzb\xc3\xa4ume",4,2,0,1,0,0
20,"verborgen[a] Vegetation","verborgen[a] Vegetationen",3,1,0,1,1,0
21,,,0,0,0,1,0,0
