0,,,False
1,"L'Insatiable","L'Insatiable",False
2,"Chevalier intr\xc3\xa9pide","Chevali\xc3\xa8re intr\xc3\xa9pide",False
3,"Ma\xc3\xaetre des chakras","Ma\xc3\xaetresse des chakras",False
4,"Ex\xc3\xa9cuteur bestial","Ex\xc3\xa9cutrice bestiale",False
5,"Empaleur c\xc3\xa9leste","Empaleuse c\xc3\xa9leste",False
6,"Virtuose des fl\xc3\xa8ches","Virtuose des fl\xc3\xa8ches",False
7,"Pr\xc3\xaatre de la nature","Pr\xc3\xaatresse de la nature",False
8,"Chasseur d'\xc3\xa9toiles","Chasseuse d'\xc3\xa9toiles",False
9,"Le Sanguinaire","La Sanguinaire",False
10,"Chasseur c\xc3\xa9l\xc3\xa8bre","Chasseuse c\xc3\xa9l\xc3\xa8bre",False
11,"Journalier nanti","Journali\xc3\xa8re nantie",False
12,"Le D\xc3\xa9trousseur","La D\xc3\xa9trousseuse",False
13,"Le Va-t-en-guerre","La Va-t-en-guerre",False
14,"L'Archimage","L'Archimage",False
15,"Ma\xc3\xaetre ouvrier","Ma\xc3\xaetresse ouvri\xc3\xa8re",False
16,"As des ressources","As des ressources",False
17,"L'\xc3\x89b\xc3\xa9niste","L'\xc3\x89b\xc3\xa9niste",False
18,"Le Forgeur","La Forgeuse",False
19,"Le Marteleur","La Marteleuse",False
20,"Le Joaillier","La Joailli\xc3\xa8re",False
21,"Le M\xc3\xa9gissier","La M\xc3\xa9gissi\xc3\xa8re",False
22,"Le Tailleur","La Tailleuse",False
23,"L'Apothicaire","L'Apothicaire",False
24,"Le Cordon-bleu","Le Cordon-bleu",False
25,"Mineur de la prairie","Mineuse de la prairie",False
26,"Mineur de la for\xc3\xaat","Mineuse de la for\xc3\xaat",False
27,"Mineur du d\xc3\xa9sert","Mineuse du d\xc3\xa9sert",False
28,"Extracteur de la prairie","Extractrice de la prairie",False
29,"Extracteur de la for\xc3\xaat","Extractrice de la for\xc3\xaat",False
30,"Extracteur du d\xc3\xa9sert","Extractrice du d\xc3\xa9sert",False
31,"B\xc3\xbbcheron de la prairie","B\xc3\xbbcheronne de la prairie",False
32,"B\xc3\xbbcheron de la for\xc3\xaat","B\xc3\xbbcheronne de la for\xc3\xaat",False
33,"B\xc3\xbbcheron du d\xc3\xa9sert","B\xc3\xbbcheronne du d\xc3\xa9sert",False
34,"Faucheur de la prairie","Faucheuse de la prairie",False
