0,,,0,0,0,1,0,0
1,"mineral deposit","mineral deposits",0,0,0,0,0,0
2,"rocky outcrop","rocky outcrops",0,0,0,0,0,0
3,"mature tree","mature trees",0,0,0,0,0,0
4,"lush vegetation patch","lush vegetation patch",0,0,0,0,0,0
5,"unspoiled mineral deposit","unspoiled mineral deposits",0,0,1,0,0,0
6,"unspoiled rocky outcrop","unspoiled rocky outcrops",0,0,1,0,0,0
7,"unspoiled mature tree","unspoiled mature trees",0,0,1,0,0,0
8,"unspoiled lush vegetation patch","unspoiled lush vegetation patches",0,0,1,0,0,0
9,"ephemeral mineral deposit","ephemeral mineral deposits",0,0,1,0,0,0
10,"ephemeral rocky outcrop","ephemeral rocky outcrops",0,0,1,0,0,0
11,"ephemeral mature tree","ephemeral mature trees",0,0,1,0,0,0
12,"ephemeral lush vegetation patch","ephemeral lush vegetation patches",0,0,1,0,0,0
13,"legendary mineral deposit","legendary mineral deposits",0,0,0,0,0,0
14,"legendary rocky outcrop","legendary rocky outcrops",0,0,0,0,0,0
15,"legendary mature tree","legendary mature trees",0,0,0,0,0,0
16,"legendary lush vegetation patch","legendary lush vegetation patches",0,0,0,0,0,0
17,"concealed mineral deposit","concealed mineral deposits",0,0,0,0,0,0
18,"concealed rocky outcrop","concealed rocky outcrops",0,0,0,0,0,0
19,"concealed mature tree","concealed mature trees",0,0,0,0,0,0
20,"concealed lush vegetation patch","concealed lush vegetation patches",0,0,0,0,0,0
21,,,0,0,0,1,0,0
