1179648,"Reginald Eventman I",1,0,0,0,0,0,0,0
1179649,"Reginald Eventman II",0,0,0,0,0,0,0,0
1179650,"Gridania",16,2,4,18,8,12,0,0
1179651,"The Hawthorne Hut",6,0,0,0,0,0,0,0
1179652,"Buscarron's Druthers",21,24,0,0,0,0,0,0
1179653,"Quarrymill",10,25,23,0,0,0,0,0
1179654,"Camp Tranquil",14,20,22,108,0,0,0,0
1179655,"Hyrstmill",17,27,0,0,0,0,0,0
1179656,"Fallgourd Float",19,26,94,0,0,0,0,0
1179657,"Bentbranch Meadows",3,0,0,0,0,0,0,0
1179658,"Ul'dah",42,32,44,30,48,52,38,28
1179659,"Horizon",33,36,34,0,0,0,0,0
1179660,"Vesper Bay",31,37,0,0,0,0,0,0
1179661,"The Silver Bazaar",29,35,0,0,0,0,0,0
1179662,"Black Brush Station",43,0,0,0,0,0,0,0
1179663,"Camp Drybone",46,56,110,0,0,0,0,0
1179664,"Little Ala Mhigo",50,58,0,0,0,0,0,0
1179665,"Forgotten Springs",54,59,0,0,0,0,0,0
1179666,"Camp Bluefog",40,60,0,0,0,0,0,0
1179667,"The Golden Bazaar",57,0,0,0,0,0,0,0
1179668,"Ceruleum Processing Plant",61,0,0,0,0,0,0,0
1179669,"Limsa Lominsa",62,88,64,86,68,72,76,0
1179670,"Summerford Farms",63,0,0,0,0,0,0,0
1179671,"Swiftperch",66,93,0,0,0,0,0,0
1179672,"Aleport",70,0,0,0,0,0,0,0
1179673,"Wineport",74,0,0,0,0,0,0,0
1179674,"Camp Bronze Lake",79,0,0,0,0,0,0,0
1179675,"Moraby Drydocks",87,90,0,0,0,0,0,0
1179676,"Red Rooster Stead",89,91,0,0,0,0,0,0
1179677,"Costa del Sol",84,0,0,0,0,0,0,0
1179678,"\xef\xbc\x88\xe7\xa9\xba\xe3\x81\x8d\xef\xbc\x89",0,0,0,0,0,0,0,0
1179679,"The Observatorium",98,0,0,0,0,0,0,0
1179680,"Camp Dragonhead",99,101,102,96,0,0,0,0
1179681,"Whitebrim",100,0,0,0,0,0,0,0
1179682,"Revenant's Toll",104,106,0,0,0,0,0,0
1179683,"Saint Coinach's Find",107,0,0,0,0,0,0,0
1179684,"Foundation",140,0,0,0,0,0,0,0
1179685,"Falcon's Nest",141,112,114,0,0,0,0,0
1179686,"The Convictory",113,118,0,0,0,0,0,0
1179687,"Tailfeather",116,120,122,124,0,0,0,0
1179688,"Anyx Trine",123,128,0,0,0,0,0,0
1179689,"Bigwest Shortstop",126,130,0,0,0,0,0,0
1179690,"Moghome",132,134,0,0,0,0,0,0
1179691,"Asah",135,136,0,0,0,0,0,0
1179692,"Zenith",137,133,0,0,0,0,0,0
1179693,"Ok' Zundu",138,0,0,0,0,0,0,0
1179694,"Camp Cloudtop",139,0,0,0,0,0,0,0
