0,"1-5",0,0,True,True,True,True,True,True,True,True
1,"6-10",3,6,True,True,True,True,True,True,True,True
2,"11-15",8,11,True,True,True,True,True,True,True,True
3,"16-20",13,16,True,True,True,True,True,True,True,True
4,"21-25",18,21,True,True,True,True,True,True,True,True
5,"26-30",23,26,True,True,True,True,True,True,True,True
6,"31-35",28,31,True,True,True,True,True,True,True,True
7,"36-40",33,36,True,True,True,True,True,True,True,True
8,"41-45",38,41,True,True,True,True,True,True,True,True
9,"46-50",43,46,True,True,True,True,True,True,True,True
10,"51-55",48,51,True,True,True,True,True,True,True,True
11,"56-60",53,56,True,True,True,True,True,True,True,True
12,"61-65",61,61,True,True,True,True,True,True,True,True
13,"66-70",63,66,True,True,True,True,True,True,True,True
14,"71-75",68,71,True,True,True,True,True,True,True,True
15,"76-80",73,76,True,True,True,True,True,True,True,True
16,"81-85",78,81,True,True,True,True,True,True,True,True
17,"86-90",83,86,True,True,True,True,True,True,True,True
18,"91-95",88,91,True,True,True,True,True,True,True,True
19,"96-100",93,96,True,True,True,True,True,True,True,True
20,"101-105",98,101,True,True,True,True,True,True,True,True
21,"106-110",103,106,True,True,True,True,True,True,True,True
22,"111-115",108,111,True,True,True,True,True,True,True,True
23,"116-120",113,116,True,True,True,True,True,True,True,True
24,"121-125",118,121,True,True,True,True,True,True,True,True
25,"126-130",123,126,True,True,True,True,True,True,True,True
26,"131-135",128,131,True,True,True,True,True,True,True,True
27,"136-140",133,136,True,True,True,True,True,True,True,True
28,"141-145",138,141,True,True,True,True,True,True,True,True
29,"146-150",143,146,True,True,True,True,True,True,True,True
30,"151-155",148,151,True,True,True,True,True,True,True,True
31,"156-160",153,156,True,True,True,True,True,True,True,True
32,"161-175",158,161,True,True,True,True,True,True,True,True
33,"166-170",163,166,True,True,True,True,True,True,True,True
34,"171-175",168,171,True,True,True,True,True,True,True,True
35,"176-180",173,176,True,True,True,True,True,True,True,True
36,"181-185",178,181,True,True,True,True,True,True,True,True
37,"186-190",183,186,True,True,True,True,True,True,True,True
38,"191-195",188,191,True,True,True,True,True,True,True,True
39,"196-200",193,196,True,True,True,True,True,True,True,True
40,"[\xe7\xbf\xbb\xe8\xa8\xb3\xe4\xb8\x8d\xe8\xa6\x81] \xe3\x83\xac\xe3\x83\x99\xe3\x83\xab\xe5\x8c\xba\xe5\x88\x86\xe7\xb5\x82\xe7\xab\xaf",255,255,True,True,True,True,True,True,True,True
2000,"Regional Folklore",255,50,True,True,True,True,True,True,True,True
2001,,255,255,True,True,True,True,True,True,True,True
1000,"Housing",12,255,True,True,True,True,True,True,True,True
1001,"Dyes",30,255,True,True,True,True,True,True,True,True
1002,"PvP",50,255,True,True,True,True,True,True,True,True
1003,"Master",50,255,True,True,True,True,True,True,True,True
1004,"Beast Tribe",1,255,True,True,True,True,True,True,True,True
1005,,255,255,True,True,True,True,True,True,True,True
