0,,1,0,0,0,0
1,"Interaction",61103,80,81,82,2
2,"Interaction",61103,80,81,82,2
3,"Interaction",61103,80,81,82,5
4,"Interaction",61103,80,81,82,10
5,"Interaction",61103,80,81,82,15
6,"Interaction",61103,80,81,82,2
7,"Interaction",61103,80,81,82,5
8,"Interaction",61103,80,81,82,10
9,"Interaction",61103,80,81,82,15
10,"En attente",61104,175,176,177,2
11,"En attente",61104,175,176,177,2
12,"En attente",61104,175,176,177,5
13,"En attente",61104,175,176,177,10
14,"Interaction",61103,80,81,82,2
15,"Interaction",61103,80,81,82,2
16,"Interaction",61103,80,81,82,5
17,"Interaction",61103,80,81,82,10
18,"Interaction",61103,80,81,82,2
19,"Harmonisation",61105,169,170,171,5
20,"Interaction",61103,80,81,82,1
21,"Interaction",61103,80,81,82,2
22,"Interaction",61103,80,81,82,5
23,"Interaction",61103,172,173,174,1
24,"Interaction",61103,172,173,174,2
25,"Interaction",61103,172,173,174,5
26,"Aide",61103,184,185,186,2
27,"Sifflement",61104,178,179,180,2
28,"Surveille",61104,175,176,177,10
29,"Enregistrement",61103,172,173,174,1
30,"Sifflement",61103,178,179,180,2
31,"Interaction",61103,181,182,183,2
32,"Interaction",61103,181,182,183,5
33,"Interaction",61103,181,182,183,10
34,"Aide",61103,184,185,186,2
35,"Aide",61103,184,185,186,5
36,"Aide",61103,184,185,186,10
37,"Interaction",61103,178,179,180,2
38,"Aide",61103,172,173,174,2
39,"Aide",61103,172,173,174,5
40,"Aide",61103,172,173,174,10
41,"Interaction",61104,175,176,177,10
42,"D\xc3\xa9lie",61103,181,182,183,10
43,"Interaction",61103,172,173,174,10
44,"Interaction",61103,184,185,186,10
45,"Interaction",61103,172,173,174,2
46,"Interaction",61103,172,173,174,5
47,"Interaction",61103,172,173,174,10
48,"Effrayer",61103,181,182,183,5
49,"Interaction",61103,181,182,183,5
50,"Observation",61104,175,176,177,5
51,"Ouverture de la valve",61103,181,182,183,5
52,"Interaction",61103,80,81,82,1
53,"Interaction",61103,181,182,183,2
54,"Interaction",61103,181,182,183,5
55,"Interaction",61103,181,182,183,10
56,"Surveille",61104,175,176,177,5
57,"Occupation",61103,172,173,174,2
58,"Occupation",61103,172,173,174,5
59,"Occupation",61103,172,173,174,10
60,"Communion",61103,172,173,174,5
61,"Interaction",61103,0,0,0,2
