0,,,,0,0,0,1,0,0,0
1,,,,0,0,0,0,0,0,0
2,,,,0,0,0,0,0,0,0
3,,,,0,0,0,0,0,0,0
4,,,,0,0,0,0,0,0,0
5,,,,0,0,0,0,0,0,0
6,,,,0,0,0,0,0,0,0
7,,,,0,0,0,0,0,0,0
8,,,,0,0,0,0,0,0,0
9,,,,0,0,0,0,0,0,0
10,,,,0,0,0,0,0,0,0
11,,,,0,0,0,0,0,0,0
12,,,,0,0,0,0,0,0,0
13,,,,0,0,0,0,0,0,0
14,,,,0,0,0,0,0,0,0
15,,,,0,0,0,0,0,0,0
16,,,,0,0,0,0,0,0,0
17,,,,0,0,0,0,0,0,0
18,"Levemete","levemete",,0,0,0,1,0,0,0
19,,,,0,0,0,1,0,0,0
20,"Hydaelyn","Hydaelyn",,1,0,0,1,0,1,0
21,"Eorzea","Eorzea",,1,0,0,1,0,1,0
22,"La Noscea","La Noscea",,1,0,0,1,0,1,0
23,"The Black Shroud","Black Shroud",,1,0,0,1,0,0,0
24,"Thanalan","Thanalan",,1,0,0,1,0,1,0
25,"Coerthas","Coerthas",,1,0,0,1,0,1,0
26,"Mor Dhona","Mor Dhona",,1,0,0,1,0,1,0
27,"Limsa Lominsa","Limsa Lominsa",,1,0,0,1,0,1,0
28,"Limsa Lominsa Upper Decks","Limsa Lominsa upper decks",,2,0,0,1,0,0,0
29,"Limsa Lominsa Lower Decks","Limsa Lominsa lower decks",,2,0,0,1,0,0,0
30,"Middle La Noscea","middle La Noscea",,1,0,0,1,0,1,0
31,"Lower La Noscea","lower La Noscea",,1,0,0,1,0,1,0
32,"Eastern La Noscea","eastern La Noscea",,1,0,0,1,0,1,0
33,"Western La Noscea","western La Noscea",,1,0,0,1,0,1,0
34,"Upper La Noscea","upper La Noscea",,1,0,0,1,0,1,0
35,"Sastasha","Sastasha",,0,0,0,1,0,1,0
36,"Brayflox's Longstop","Brayflox's Longstop",,0,0,0,1,0,1,0
37,"The Wanderer's Palace","Wanderer's Palace",,0,0,0,1,0,0,0
38,,,,0,0,0,0,0,0,0
39,"Ul'dah","Ul'dah",,1,0,0,1,0,1,0
40,"Ul'dah - Steps of Nald","Ul'dah - Steps of Nald",,2,0,0,1,0,1,0
41,"Ul'dah - Steps of Thal","Ul'dah - Steps of Thal",,2,0,0,1,0,1,0
42,"Western Thanalan","western Thanalan",,1,0,0,1,0,1,0
43,"Central Thanalan","central Thanalan",,1,0,0,1,0,1,0
44,"Eastern Thanalan","eastern Thanalan",,1,0,0,1,0,1,0
45,"Southern Thanalan","southern Thanalan",,1,0,0,1,0,1,0
46,"Northern Thanalan","northern Thanalan",,1,0,0,1,0,1,0
47,"Cutter's Cry","Cutter's Cry",,0,0,0,1,0,1,0
48,"Copperbell Mines","Copperbell Mines",,1,0,0,1,0,1,0
49,"Halatali","Halatali",,1,0,0,1,0,1,0
50,"The Sunken Temple of Qarn","Sunken Temple of Qarn",,0,0,0,1,0,0,0
51,"Gridania","Gridania",,1,0,0,1,0,1,0
52,"New Gridania","New Gridania",,1,0,0,1,0,1,0
53,"Old Gridania","Old Gridania",,1,0,0,1,0,1,0
54,"Central Shroud","Central Shroud",,1,0,0,1,0,0,0
55,"East Shroud","East Shroud",,1,0,0,1,0,0,0
56,"South Shroud","South Shroud",,1,0,0,1,0,0,0
57,"North Shroud","North Shroud",,1,0,0,1,0,0,0
58,"The Tam-Tara Deepcroft","Tam-Tara Deepcroft",,0,0,0,1,0,0,0
59,"Haukke Manor","Haukke Manor",,0,0,0,1,0,1,0
60,,,,0,0,0,0,0,0,0
61,"The Thousand Maws of Toto-Rak","Thousand Maws of Toto-Rak",,0,0,0,1,0,0,0
62,"Ishgard","Ishgard",,1,0,0,1,0,1,0
63,"Coerthas Central Highlands","Coerthas central highlands",,1,0,0,1,0,0,0
64,"Dzemael Darkhold","Dzemael Darkhold",,0,0,0,1,0,1,0
65,"Aurum Vale","Aurum Vale",,1,0,0,1,0,0,0
66,,,,0,0,0,0,0,0,0
67,"Mor Dhona","Mor Dhona",,1,0,0,1,0,1,0
68,"Jadeite Thick","Jadeite Thick",,1,0,0,1,0,1,0
69,"Greentear","Greentear",,0,0,0,1,0,1,0
70,"Bentbranch","Bentbranch",,0,0,0,1,0,1,0
71,"Sorrel Haven","Sorrel Haven",,0,0,0,1,0,1,0
72,"The Standing Corses","Standing Corses",,0,0,0,1,0,0,0
73,"The Honey Yard","Honey Yard",,0,0,0,1,0,0,0
74,"Nine Ivies","Nine Ivies",,1,0,0,1,0,1,0
