131072,,,0,0,0,0,1,1,0,0,False
131073,,,2040811,0,0,0,2,2,0,0,False
131074,,"\xe3\x80\x8c\xe7\xa5\x9e\xe5\x8b\x87\xe9\x9a\x8a\xe5\x8f\xb8\xe4\xbb\xa4\xe5\xae\xa4\xe3\x80\x8d\xe3\x81\xb8\xe5\x85\xa5\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x99\xe3\x81\x8b\xef\xbc\x9f",3884000,590352,590353,0,3,1,0,0,False
131075,,"\xe3\x80\x8c\xe7\xa5\x9e\xe5\x8b\x87\xe9\x9a\x8a\xe5\x8f\xb8\xe4\xbb\xa4\xe5\xae\xa4\xe3\x80\x8d\xe3\x81\x8b\xe3\x82\x89\xe5\x87\xba\xe3\x81\xbe\xe3\x81\x99\xe3\x81\x8b\xef\xbc\x9f",3884182,0,0,0,1,1,0,0,False
131076,,"\xe3\x80\x8c\xe4\xb8\x8d\xe8\xaa\x9e\xe4\xbb\x99\xe3\x81\xae\xe5\xba\xa7\xe5\x8d\x93\xe3\x80\x8d\xe3\x81\x8b\xe3\x82\x89\xe5\x87\xba\xe3\x81\xbe\xe3\x81\x99\xe3\x81\x8b\xef\xbc\x9f",3878860,0,0,0,1,1,0,0,False
131077,"\xe3\x80\x8c\xe8\x8a\xb1\xe8\x9c\x9c\xe6\xa1\x9f\xe6\xa9\x8b\xe3\x80\x8d\xe3\x81\xb8\xe8\xa1\x8c\xe3\x81\x8f","\xe3\x80\x8c\xe8\x8a\xb1\xe8\x9c\x9c\xe6\xa1\x9f\xe6\xa9\x8b\xe3\x80\x8d\xe3\x81\xb8\xe7\xa7\xbb\xe5\x8b\x95\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe3\x81\x8b\xef\xbc\x9f",1381039,590354,590355,0,4,1,0,0,False
131078,,"\xe3\x80\x8c\xe3\x82\xb0\xe3\x83\xaa\xe3\x83\x80\xe3\x83\x8b\xe3\x82\xa2\xe6\x97\xa7\xe5\xb8\x82\xe8\xa1\x97\xe3\x80\x8d\xe3\x81\xb8\xe7\xa7\xbb\xe5\x8b\x95\xe3\x81\x97\xe3\x81\xbe\xe3\x81\x99\xe3\x81\x8b\xef\xbc\x9f",1381038,590356,590259,0,4,1,0,0,False
131079,,,4124796,0,0,0,5,3,0,0,False
131080,,,1359058,0,0,0,5,4,0,0,False
131081,,,4124801,0,0,0,5,5,0,0,False
