0,0,0,-1
1,120501,7,-1
2,120022,1,-1
3,120339,1,-1
4,120346,1,-1
5,120801,8,-1
6,120802,8,-1
7,120803,8,-1
8,120804,8,-1
9,120805,8,-1
10,127000,5,-1
11,120340,1,-1
12,127010,5,-1
13,127020,5,-1
14,120343,1,-1
15,120347,1,-1
16,127030,5,-1
17,120341,1,-1
18,121103,1,-1
19,120023,1,-1
20,127040,5,-1
21,127040,5,-1
22,120908,1,-1
23,0,9,-1
24,0,10,-1
25,0,11,-1
26,120373,1,-1
27,120518,4,30
28,1,12,-1
29,2,12,-1
30,3,12,-1
31,120141,1,-1
32,120392,1,-1
33,120393,1,-1
34,120520,4,30
35,4,12,-1
36,5,12,-1
37,6,12,-1
38,7,12,-1
39,8,12,-1
40,9,12,-1
41,10,12,-1
42,11,12,-1
43,12,12,-1
44,13,12,-1
45,14,12,-1
46,15,12,-1
47,16,12,-1
48,17,12,-1
49,18,12,-1
50,19,12,-1
51,20,12,-1
52,21,12,-1
53,22,12,-1
54,23,12,-1
55,24,12,-1
56,0,0,-1
57,0,0,-1
58,0,0,-1
59,0,0,-1
60,0,0,-1
