0,2897,1001,1
1,3220,1002,1
2,3458,1003,1
3,3682,1004,1
4,3889,1005,1
5,2898,1006,1
6,3221,1007,1
7,3459,1008,1
8,3683,1009,1
9,3890,1010,1
10,2899,1011,1
11,3222,1012,1
12,3460,1013,1
13,3684,1014,1
14,3891,1015,1
15,2900,1016,1
16,3223,1017,1
17,3461,1018,1
18,3685,1019,1
19,3892,1020,1
20,2901,1021,1
21,3224,1022,1
22,3462,1023,1
23,3686,1024,1
24,3893,1025,1
25,2902,1031,1
26,3225,1032,1
27,3463,1033,1
28,3687,1034,1
29,3894,1035,1
30,2903,1036,1
31,3226,1037,1
32,3464,1038,1
33,3690,1039,1
34,3895,1040,1
35,2645,2001,2
36,2646,2002,2
37,2647,2003,2
38,2648,2004,2
39,4301,2014,2
40,4302,2015,2
41,4303,2016,2
42,4200,2017,2
43,2659,2019,2
44,2707,2020,2
45,2751,2021,2
46,2809,2022,2
47,2671,2023,2
48,4404,2024,2
49,4407,2025,2
50,4406,2026,2
51,4405,2027,2
52,4408,2028,2
53,2973,2033,2
54,2974,2034,2
55,2975,2035,2
56,2976,2036,2
57,2977,2037,2
58,2978,2042,2
59,2979,2043,2
60,2980,2044,2
61,2981,2045,2
62,2982,2046,2
63,3286,2051,2
64,3287,2052,2
65,3288,2053,2
66,3289,2054,2
67,3290,2055,2
68,3291,2059,2
69,3292,2060,2
70,3293,2061,2
71,3294,2062,2
72,3295,2063,2
73,2638,2087,2
74,2639,2088,2
75,2640,2089,2
76,2641,2090,2
77,2643,2093,2
78,2966,2094,2
79,4199,2095,2
80,4319,4016,4
81,2967,2067,2
82,2968,2068,2
83,2969,2069,2
84,2970,2070,2
85,2971,2071,2
86,2972,2072,2
87,3280,2073,2
88,3281,2074,2
89,3282,2075,2
90,3283,2076,2
91,3284,2077,2
92,3285,2078,2
93,3748,2085,2
94,3749,2086,2
95,2773,4017,4
96,3323,4018,4
97,2752,4019,4
98,2649,4020,4
99,4287,4021,4
100,2907,3001,3
101,2908,3002,3
102,2909,3003,3
103,2910,3005,3
104,2326,3009,3
105,2353,3010,3
106,2378,3011,3
107,2403,3012,3
108,2428,3013,3
109,2454,3014,3
110,2479,3015,3
111,2505,3016,3
112,2531,3017,3
113,2557,3018,3
114,2583,3019,3
115,2222,3041,3
116,2223,3043,3
117,2221,3042,3
118,4274,3044,3
119,4275,3046,3
120,4276,3045,3
121,4517,3047,3
122,4518,3049,3
123,4519,3048,3
124,2784,3054,3
125,2914,3053,3
126,2904,1041,1
127,3227,1042,1
128,3465,1043,1
129,3688,1044,1
130,3896,1045,1
131,2905,1046,1
