0,,,False
1,"der Uners\xc3\xa4ttliche","die Uners\xc3\xa4ttliche",False
2,"der Aufrichtige","die Aufrichtige",False
3,"Coeurlfaust","Coeurlfaust",True
4,"Eisenfresser","Eisenfresser",True
5,"vom rachs\xc3\xbcchtigen Speer","vom rachs\xc3\xbcchtigen Speer",False
6,"G\xc3\xb6tterbogen","G\xc3\xb6tterbogen",True
7,"der Wei\xc3\x9fe","die Wei\xc3\x9fe",False
8,"Sternenrufer","Sternenrufer",True
9,"der Blutd\xc3\xbcrstige","die Blutd\xc3\xbcrstige",False
10,"Notorischer Kopfgeldj\xc3\xa4ger","Notorische Kopfgeldj\xc3\xa4gerin",True
11,"Ehrenhafter Gillion\xc3\xa4r","Ehrenhafte Gillion\xc3\xa4rin",True
12,"Ruchloser Gillion\xc3\xa4r","Ruchlose Gillion\xc3\xa4rin",True
13,"Kriegstreiber","Kriegstreiberin",True
14,"Erzmagier","Erzmagierin",True
15,"Erbauer des Reichs","Erbauerin des Reichs",True
16,"Erzeuger des Reichs","Erzeugerin des Reichs",True
17,"von der goldenen S\xc3\xa4ge","von der goldenen S\xc3\xa4ge",False
18,"vom goldenen Amboss","vom goldenen Amboss",False
19,"vom goldenen Hammer","vom goldenen Hammer",False
20,"vom goldenen Blatt","vom goldenen Blatt",False
21,"vom goldenen Fell","vom goldenen Fell",False
22,"von der goldenen Nadel","von der goldenen Nadel",False
23,"vom goldenen Blei","vom goldenen Blei",False
24,"von der goldenen Kelle","von der goldenen Kelle",False
25,"der die Wiesen gr\xc3\xa4bt","die die Wiesen gr\xc3\xa4bt",False
26,"der die W\xc3\xa4lder gr\xc3\xa4bt","die die W\xc3\xa4lder gr\xc3\xa4bt",False
27,"der die W\xc3\xbcsten gr\xc3\xa4bt","die die W\xc3\xbcsten gr\xc3\xa4bt",False
28,"vom Auenstein","vom Auenstein",False
29,"vom Tannenstein","vom Tannenstein",False
30,"vom Steppenstein","vom Steppenstein",False
31,"der die Wiesen rodet","die die Wiesen rodet",False
32,"der die W\xc3\xa4lder rodet","die die W\xc3\xa4lder rodet",False
33,"der die W\xc3\xbcsten rodet","die die W\xc3\xbcsten rodet",False
34,"vom Auengras","vom Auengras",False
35,"vom Tannengras","vom Tannengras",False
36,"vom Steppengras","vom Steppengras",False
37,"der die Wiesen einholt","die die Wiesen einholt",False
38,"der die W\xc3\xa4lder einholt","die die W\xc3\xa4lder einholt",False
39,"der die W\xc3\xbcsten einholt","die die W\xc3\xbcsten einholt",False
40,"vom Auenteich","vom Auenteich",False
41,"vom Tannenteich","vom Tannenteich",False
42,"vom Steppenteich","vom Steppenteich",False
43,"Virtuoser Materialist","Virtuoser Materialist",True
44,"Materia-Maestro","Materia-Maestro",True
45,"K\xc3\xa4mpferseele","K\xc3\xa4mpferseele",True
46,"Magierseele","Magierseele",True
47,"Handwerkerseele","Handwerkerseele",True
48,"Sammlerseele","Sammlerseele",True
49,"die helfende Hand","die helfende Hand",False
50,"S\xc3\xb6ldnerveteran","S\xc3\xb6ldnerveteranin",True
51,"Meister seiner Zunft","Meisterin ihrer Zunft",True
52,"Bewahrer des Friedens","Bewahrerin des Friedens",True
53,"Verbissener Verfolger","Verbissene Verfolgerin",True
54,"das Schwert von La Noscea","das Schwert von La Noscea",False
55,"das Schwert des Finsterwalds","das Schwert des Finsterwalds",False
56,"das Schwert von Thanalan","das Schwert von Thanalan",False
57,"das Schwert Eorzeas","das Schwert Eorzeas",False
58,"der Schild von La Noscea","der Schild von La Noscea",False
59,"der Schild des Finsterwalds","der Schild des Finsterwalds",False
60,"der Schild von Thanalan","der Schild von Thanalan",False
61,"der Schild Eorzeas","der Schild Eorzeas",False
62,"der Klingenbrecher","die Klingenbrecherin",False
63,"das Ass Azeymas","das Ass Azeymas",False
64,"der Ruhmreiche","die Ruhmreiche",False
65,"die H\xc3\xa4rte des Gesetzes","die H\xc3\xa4rte des Gesetzes",False
66,"Der Profi","Der Profi",True
67,"Inquisitor","Inquisitor",True
68,"G\xc3\xb6ttlicher Scharfrichter","G\xc3\xb6ttlicher Scharfrichter",True
69,"Steinspalter","Steinspalter",True
70,"des Kobolds schlimmster Albtraum","des Kobolds schlimmster Albtraum",False
71,"des Ixals schlimmster Albtraum","des Ixals schlimmster Albtraum",False
