0,,,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,False,True,True
1,"Schl\xc3\xbcsselgegenstand",,0,405,83,1875,0,0,0,0,0,0,85,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,True,True,True
2,"Interaktion",,0,405,92,1875,0,0,0,50,0,0,0,8,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,False,True,True
3,"Sprint",,0,405,0,1875,0,0,0,0,300,0,368,0,0,0,0,1,0,0,6,0,56,0,0,1,0,0,0,0,0,0,0,True,True,True
4,"Reittier",,0,405,83,1875,0,0,0,10,0,0,165,5,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,True,True
5,"Teleport",,4,111,92,1875,0,0,0,50,0,0,164,10,106,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,True,True,True
6,"R\xc3\xbcckf\xc3\xbchrung",,1,112,92,1875,0,0,0,50,9000,0,163,10,107,0,0,1,0,0,0,0,57,0,0,1,0,0,0,0,0,0,0,True,True,True
7,"Attacke",,0,405,0,1875,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,7,0,1,0,0,0,0,-1,0,-1,True,True,True
8,"Schie\xc3\x9fen","Du f\xc3\xbchrst eine Fernkampfattacke aus.\x02\x10\x01\x03Die Reaktivierungszeit variiert je nach Verz\xc3\xb6gerungswert deiner angelegten Hauptwaffe.",0,405,0,1876,0,0,0,0,0,0,-2,1,0,0,0,1,0,0,0,0,0,7,0,0,0,0,0,0,-1,0,-1,True,True,True
9,"Vortexschnitt","Du f\xc3\xbchrst eine physische Attacke aus.\x02\x10\x01\x03Attacke-Wert: 150",0,158,0,1875,70,0,0,0,25,0,310,3,0,0,1,1,0,0,5,0,58,7,0,38,2,0,0,1,-1,0,-1,True,True,True
10,"Schutzwall","Du reduzierst erlittenen Schaden um \x02\x08\x1d\xe0\xe9I\x0f\xff\x16\x02\x08\x12\xe4\xe9E\x02\x15\xff\x0b\x02\x08\x07\xe4\xe9E\x14\x15\x0b\x03\x03\x0b\x03 %.\x02\x10\x01\x03Dauer: 20 Sekunden",0,152,0,1875,0,0,0,0,900,0,369,4,0,0,2,1,0,0,0,0,5,0,0,38,1,0,0,1,0,0,0,True,True,True
11,"Schurkenschwert","Du f\xc3\xbchrst eine physische Attacke aus.\x02\x10\x01\x03Attacke-Wert: 100\x02\x10\x01\x03Zusatzeffekt: Erh\xc3\xb6hte Feindseligkeit\x02\x10\x01\x03Kombo-Bedingung: Vortexschnitt\x02\x10\x01\x03Attacke-Wert: 200",0,157,0,1875,60,0,9,0,25,0,311,3,0,206,4,1,0,0,5,0,58,7,0,39,2,0,0,1,-1,0,-1,True,True,True
12,"Konvaleszenz","Du regenerierst um \x02\x08\x1d\xe0\xe9I!\xff\x16\x02\x08\x12\xe4\xe9E\x02\x1f\xff\x0b\x02\x08\x07\xe4\xe9E\x14\x1f\x15\x03\x03\x15\x03 % mehr LP durch Zauber oder Kommandos.\x02\x10\x01\x03Dauer: 20 Sekunden",0,162,0,1875,0,0,0,0,1200,0,370,4,0,0,10,1,0,0,0,0,7,0,0,37,1,0,0,1,0,0,0,True,True,True
13,"Achtsamkeit","Du erleidest keine kritischen Treffer.\x02\x10\x01\x03Dauer: \x02\x08\x1d\xe0\xe9I-\xff\x16\x02\x08\x12\xe4\xe9E\x02\x1a\xff\x0b\x02\x08\x07\xe4\xe9E\x14\x1a\x10\x03\x03\x10\x03 Sekunden",0,163,0,1875,0,0,0,0,1200,0,371,4,0,0,34,1,0,0,0,0,8,0,0,37,1,0,0,1,0,0,0,True,True,True
14,"Blitzlicht","Du erh\xc3\xb6hst die Feindseligkeit aller Gegner in der Umgebung gegen dich.\x02\x08}\xe0\xe9I\x15\xffu\x02\x08q\xe4\xe9E\x02\xff/ \x02\x10\x01\x03Zusatzeffekt: Blind\x02\x10\x01\x03Dauer: 12 Sekunden\xff;\x02\x087\xe4\xe9E\x14\xff/ \x02\x10\x01\x03Zusatzeffekt: Blind\x02\x10\x01\x03Dauer: 12 Sekunden\xff\x01\x03\x03\xff\x01\x03",0,159,102,1875,8,0,0,0,25,0,441,2,85,0,8,2,5,0,3,0,58,7,0,37,1,0,0,1,0,0,5,True,True,True
15,"Donnerklinge","Du f\xc3\xbchrst eine physische Attacke aus.\x02\x10\x01\x03Attacke-Wert: 100\x02\x10\x01\x03Kombo-Bedingung: Vortexschnitt\x02\x10\x01\x03Attacke-Wert: 230\x02\x10\x01\x03Bonus: MP werden wiederhergestellt",0,156,0,1875,60,0,9,0,25,0,317,3,0,0,12,1,0,0,5,0,58,7,0,38,2,0,0,1,-1,0,-1,True,True,True
16,"Schildschlag","Du f\xc3\xbchrst eine physische Attacke aus.\x02\x10\x01\x03Attacke-Wert: 110\x02\x10\x01\x03Zusatzeffekt: Bet\xc3\xa4ubung\x02\x10\x01\x03Dauer: \x02\x08\x1d\xe0\xe9I%\xff\x16\x02\x08\x12\xe4\xe9E\x02\x07\xff\x0b\x02\x08\x07\xe4\xe9E\x14\x07\x04\x03\x03\x04\x03 Sekunden\x02\x08[\xe0\xe9I%\xffS\x02\x08O\xe4\xe9E\x02\xff\x1e\x02\x10\x01\x03Dauer bei PvP: 4 Sekunden\xff*\x02\x08&\xe4\xe9E\x14\xff\x1e\x02\x10\x01\x03Dauer bei PvP: 4 Sekunden\xff\x01\x03\x03\xff\x01\x03",0,154,0,1875,150,0,0,0,25,0,315,3,0,0,18,1,0,0,5,39,58,7,0,38,2,0,0,1,-1,0,-1,True,True,True
17,"Sentinel","Du verminderst erlittenen Schaden um \x02\x08\x1d\xe0\xe9I1\xff\x16\x02\x08\x12\xe4\xe9E\x02)\xff\x0b\x02\x08\x07\xe4\xe9E\x14)\x1f\x03\x03\x1f\x03 %.\x02\x10\x01\x03Dauer: 10 Sekunden",0,151,0,1875,0,0,0,0,1800,0,372,4,0,0,38,1,0,0,0,0,10,0,0,38,1,0,0,1,0,0,0,True,True,True
18,"Herausforderung","Du lenkst die gr\xc3\xb6\xc3\x9fte Feindseligkeit auf dich. ",0,165,0,1875,0,0,0,0,400,0,373,4,0,0,22,1,0,0,0,0,3,0,0,37,2,0,0,1,25,0,0,True,True,True
19,"Eherner Wille","Du heilst sofort Fessel und Gewicht.\x02\x10\x01\x03R\xc3\xbccksto\xc3\x9f- und Heranzieheffekte werden verhindert.\x02\x10\x01\x03Dauer: 10 Sekunden",0,153,0,1875,0,0,0,0,1800,0,374,4,0,0,42,1,0,0,0,0,11,0,0,38,1,0,0,1,0,0,0,True,True,True
20,"Verwegenheit","Du erh\xc3\xb6hst den ausgeteilten Schaden um 30 %.\x02\x10\x01\x03Dauer: \x02\x08\x1d\xe0\xe9I\x1d\xff\x16\x02\x08\x12\xe4\xe9E\x02\x1f\xff\x0b\x02\x08\x07\xe4\xe9E\x14\x1f\x15\x03\x03\x15\x03 Sekunden",0,166,0,1875,0,0,0,0,900,0,376,4,0,0,6,1,0,0,0,0,6,0,0,38,1,0,0,1,0,0,0,True,True,True
21,"Halones Groll","Du f\xc3\xbchrst eine physische Attacke aus.\x02\x10\x01\x03Attacke-Wert: 100\x02\x10\x01\x03Zusatzeffekt: Erh\xc3\xb6hte Feindseligkeit\x02\x10\x01\x03Kombo-Bedingung: Schurkenschwert\x02\x10\x01\x03Attacke-Wert: 260\x02\x10\x01\x03Bonus: Reduziert STR des Gegners um \x02\x08\x1d\xe0\xe9I)\xff\x16\x02\x08\x12\xe4\xe9E\x02\x0b\xff\x0b\x02\x08\x07\xe4\xe9E\x14\x0b\x06\x03\x03\x06\x03 %\x02\x10\x01\x03Dauer: 20 Sekunden",0,155,0,1875,60,0,11,0,25,0,312,3,0,0,26,1,0,0,5,0,58,7,0,38,2,0,0,1,-1,0,-1,True,True,True
22,"Bollwerk","Du erh\xc3\xb6hst deine Blockrate um 60 %.\x02\x10\x01\x03Dauer: 15 Sekunden",0,167,0,1875,0,0,0,0,1800,0,377,4,0,0,46,1,0,0,0,0,12,0,0,38,1,0,0,1,0,0,0,True,True,True
23,"Kreis der Verachtung","Du f\xc3\xbchrst eine physische Attacke auf alle umstehenden Gegner aus.\x02\x10\x01\x03Attacke-Wert: 100\x02\x10\x01\x03Zusatzeffekt: Erh\xc3\xb6hte Feindseligkeit\x02\x10\x01\x03Zusatzeffekt: Schaden \xc3\xbcber Zeit\x02\x10\x01\x03Attacke-Wert: 30, Dauer: 15 Sekunden",0,161,0,1892,0,0,0,0,250,0,313,4,0,0,50,2,5,0,0,0,1,7,0,38,2,0,0,1,0,0,-1,True,True,True
24,"Schildwurf","Du f\xc3\xbchrst eine physische Fernkampfattacke aus.\x02\x10\x01\x03Attacke-Wert: 120\x02\x10\x01\x03Zusatzeffekt: Erh\xc3\xb6hte Feindseligkeit",72,164,0,1875,120,0,0,0,25,0,316,3,0,0,15,1,0,0,5,39,58,7,0,38,2,0,0,1,15,0,-1,True,True,True
25,"Kollision","Du f\xc3\xbchrst eine physische Attacke aus.\x02\x10\x01\x03Attacke-Wert: 210\x02\x10\x01\x03Zusatzeffekt: Gegner kann keine Waffenfertigkeiten einsetzen (Pacem)\x02\x10\x01\x03Bedingung: Nur direkt nach erfolgreichem Block\x02\x10\x01\x03Dauer: 6 Sekunden\x02\x10\x01\x03Zusatzeffekt: Erh\xc3\xb6hte Feindseligkeit",73,160,0,1875,40,0,0,0,25,0,318,3,0,0,30,1,0,0,5,2,58,7,0,38,2,0,0,1,-1,0,-1,True,True,True
26,"Schwert-Eid","Du erh\xc3\xb6hst den Attacke-Wert deiner Auto-Attacke um 50.\x02\x10\x01\x03Kann nicht zusammen mit Schild-Eid eingesetzt werden.\x02\x10\x01\x03Effekt wird durch erneute Anwendung beendet.",31,2504,102,1875,10,0,0,0,25,78,442,2,90,0,30,1,0,0,3,0,58,0,0,20,1,0,0,19,0,0,0,True,True,True
27,"Deckung","Du nimmst allen physischen Schaden auf dich, der ein anderes Gruppenmitglied treffen sollte.\x02\x10\x01\x03Bedingung: Du darfst h\xc3\xb6chstens 10 Yalme entfernt sein.\x02\x10\x01\x03Dauer: 12 Sekunden",32,2501,0,1887,0,0,0,0,1200,0,375,4,0,0,35,1,0,0,0,0,9,0,0,20,1,0,0,19,10,0,0,True,True,True
28,"Schild-Eid","Du verminderst erlittenen Schaden um 20 % und erh\xc3\xb6hst die Feindseligkeit gegen dich, daf\xc3\xbcr ist auch dein ausgeteilter Schaden um 20 % reduziert und deine Pr\xc3\xa4zision um 5 % erh\xc3\xb6ht.\x02\x10\x01\x03Kann nicht zusammen mit Schwert-Eid eingesetzt werden.\x02\x10\x01\x03Effekt wird erst durch erneute Anwendung beendet.",33,2505,102,1875,10,0,0,0,25,79,443,2,90,0,40,1,0,0,3,0,58,0,0,20,1,0,0,19,0,0,0,True,True,True
29,"Selbsterhaltungstrie","Du f\xc3\xbchrst eine physische Attacke aus.\x02\x10\x01\x03Attacke-Wert: 300\x02\x10\x01\x03Der Schaden ist umso h\xc3\xb6her, je mehr LP du noch hast.\x02\x10\x01\x03Zusatzeffekt: Stumm, Dauer: 1 Sekunde",34,2503,0,1875,0,0,0,0,300,0,314,4,0,0,45,1,0,0,0,0,2,7,0,20,2,0,0,19,-1,0,-1,True,True,True
30,"Heiliger Boden","Du bist gegen fast alle Attacken unverwundbar.\x02\x10\x01\x03Dauer: 10 Sekunden",35,2502,0,1875,0,0,0,0,4200,0,378,4,0,0,50,1,0,0,0,0,14,0,0,20,1,0,0,19,0,0,0,True,True,True
31,"Gewaltiger Hie","Du f\xc3\xbchrst eine physische Attacke aus.\x02\x10\x01\x03Attacke-Wert: 150",0,260,0,1875,70,0,0,0,25,0,319,3,0,202,1,1,0,0,5,0,58,7,0,44,2,0,0,3,-1,0,-1,True,True,True
32,"Vorahnung","Deine Verteidigung ist um 20 % erh\xc3\xb6ht.\x02\x10\x01\x03Dauer: 20 Sekunden",0,252,0,1875,0,0,0,0,1200,0,379,4,0,0,2,1,0,0,0,0,8,0,0,43,1,0,0,3,0,0,0,True,True,True
