0,"Sephiroth Missions",0,0
1,"Main Scenario Quests",2,1
2,"Heavensward Main Scenario Quests",2,1
3,"Chronicles of a New Era",2,1
4,"Amalj'aa Quests",2,1
5,"Sylph Quests",2,1
6,"Kobold Quests",2,1
7,"Sahagin Quests",2,1
8,"Ixal Quests",2,1
9,"Side Story Quests",2,1
10,"Lominsan Sidequests",3,1
11,"Gridanian Sidequests",3,1
12,"Ul'dahn Sidequests",3,1
13,"Coerthan Sidequests",3,1
14,"Mor Dhonan Sidequests",3,1
15,"Ishgardian Sidequests",3,1
16,"Abalathian Sidequests",3,1
17,"Dravanian Sidequests",3,1
18,"Azys Lla Sidequests",3,1
19,"Class Quests",2,1
20,"Job Quests",2,1
21,"Grand Company Quests",2,1
22,"Seasonal Events",1,1
23,"Special Quests",2,1
24,"Battlecraft Leves",3,2
25,"Mining Leves",3,2
26,"Botany Leves",3,2
27,"Fishing Leves",3,2
28,"Carpentry Leves",3,2
29,"Blacksmithing Leves",3,2
30,"Armoring Leves",3,2
31,"Goldsmithing Leves",3,2
32,"Leathercrafting Leves",3,2
33,"Clothcrafting Leves",3,2
34,"Alchemy Leves",3,2
35,"Cooking Leves",3,2
36,"Ishgardian Battlecraft Leves",3,2
37,"Ishgardian Mining Leves",3,2
38,"Ishgardian Botany Leves",3,2
39,"Ishgardian Fishing Leves",3,2
40,"Ishgardian Carpentry Leves",3,2
41,"Ishgardian Blacksmithing Leves",3,2
42,"Ishgardian Armoring Leves",3,2
43,"Ishgardian Goldsmithing Leves",3,2
44,"Ishgardian Leathercrafting Leves",3,2
45,"Ishgardian Clothcrafting Leves",3,2
46,"Ishgardian Alchemy Leves",3,2
47,"Ishgardian Cooking Leves",3,2
48,"Faction Leves",2,2
49,"Company Leves",2,2
50,"Duties",2,3
51,"Legacy Quests",2,4
