0,,,0,0,0,0,0,0,0,0,0,0
1,"Missions al\xc3\xa9atoires","Terminer un total de 3 donjons en mission al\xc3\xa9atoire.",3,15,1000,84300,0,57,1,1,5,3
2,"Donjons : victoires","Terminer un total de 5 donjons.",5,10,2000,56200,0,57,1,2,5,3
3,"Op\xc3\xa9rations de guilde achev\xc3\xa9es I","Accomplir un total de 3 op\xc3\xa9rations de guilde.",3,5,1000,28100,0,71,2,1,5,3
4,"Op\xc3\xa9rations de guilde achev\xc3\xa9es II","Accomplir un total de 10 op\xc3\xa9rations de guilde.",10,10,2000,56200,0,71,2,2,5,3
5,,,0,0,0,0,0,0,0,0,0,0
6,,,0,0,0,0,0,0,0,0,0,0
7,"Antre des loups : participations","Participer 10 fois \xc3\xa0 l'Antre des loups.",10,0,10,0,0,130,3,1,0,4
8,"Antre des loups : victoires","Gagner 3 fois un combat de l'Antre des loups.",3,0,15,0,0,130,3,2,0,4
9,"AL\xc3\x89A : expansion territoriale","Obtenir l'\xc3\xa9valuation maximale dans des AL\xc3\x89A de 5 r\xc3\xa9gions diff\xc3\xa9rentes.",5,15,1000,84300,0,0,4,1,5,3
10,"AL\xc3\x89A : varier les plaisirs","Accomplir 10 AL\xc3\x89A diff\xc3\xa9rents.",10,15,2000,84300,0,0,4,2,5,3
11,"Mandats : illustrations","Accomplir des mandats illustr\xc3\xa9s par 5 vitraux diff\xc3\xa9rents.",5,15,1000,84300,0,0,5,1,5,3
12,"Mandats : r\xc3\xa9ussites","Accomplir un total de 20 mandats.",20,15,2000,84300,0,0,5,2,5,3
13,"Ravitaillement : livraisons","Effectuer un total de 10 missions de ravitaillement de ressources ou de mat\xc3\xa9riel.",10,0,1000,0,0,89,6,1,0,6
14,"Ravitaillement : livraisons (HQ)","Livrer 5 fois un objet de haute qualit\xc3\xa9 lors de missions de ravitaillement de ressources ou de mat\xc3\xa9riel.",5,0,1000,0,0,89,6,2,0,6
15,"Chasse au tr\xc3\xa9sor : cartes trouv\xc3\xa9es","D\xc3\xa9terrer 3 vieilles cartes.",3,0,1000,0,0,149,7,1,0,3
16,"Chasse au tr\xc3\xa9sor : coffres trouv\xc3\xa9s","Obtenir 5 coffres via la chasse au tr\xc3\xa9sor.",5,0,2000,0,0,149,7,2,0,3
17,"Compagnon : ennemis vaincus I","Vaincre 20 ennemis de niveau proche avec son compagnon.",20,5,1000,0,0,96,8,1,7,3
18,"Compagnon : ennemis vaincus II","Vaincre 100 ennemis de niveau proche avec son compagnon.",100,10,2000,0,0,96,8,2,7,3
19,"Qu\xc3\xaates tribales achev\xc3\xa9es I","Finir 5 qu\xc3\xaates tribales quotidiennes.",5,0,1000,0,0,152,9,1,0,3
20,"Qu\xc3\xaates tribales achev\xc3\xa9es II","Finir 15 qu\xc3\xaates tribales quotidiennes.",15,0,2000,0,0,152,9,2,0,3
21,"Carnet d'objectifs I","R\xc3\xa9ussir 5 objectifs diff\xc3\xa9rents du carnet.",5,0,4000,0,0,0,10,1,0,3
22,"Carnet d'objectifs II","R\xc3\xa9ussir 10 objectifs diff\xc3\xa9rents du carnet.",10,0,4000,0,0,0,10,2,0,3
23,"Carnet d'objectifs III","R\xc3\xa9ussir 15 objectifs diff\xc3\xa9rents du carnet.",15,0,5000,0,20,0,10,3,0,3
24,"Carnet d'objectifs IV","R\xc3\xa9ussir 20 objectifs diff\xc3\xa9rents du carnet.",20,0,5000,0,30,0,10,4,0,3
25,"Honneurs","Attribuer 5 fois des honneurs \xc3\xa0 un \xc3\xa9quipier.",5,10,1000,56200,0,160,11,1,5,3
26,"R\xc3\xa9colte","R\xc3\xa9colter un total de 100 objets de niveau proche en tant que botaniste ou mineur.",100,5,1000,0,0,0,12,1,5,3
27,"R\xc3\xa9colte (HQ)","R\xc3\xa9colter un total de 30 objets HQ de niveau proche en tant que botaniste ou mineur.",30,5,2000,0,0,0,12,2,5,3
28,"P\xc3\xaache","Totaliser 30 prises en p\xc3\xaache.",30,5,1000,0,0,0,12,3,5,3
29,"P\xc3\xaache (HQ)","Totaliser 10 prises de haute qualit\xc3\xa9 en p\xc3\xaache.",10,5,2000,0,0,0,12,4,5,3
30,"Synth\xc3\xa8se","R\xc3\xa9aliser 30 synth\xc3\xa8ses.",30,10,1000,0,0,0,13,1,5,3
31,"Synth\xc3\xa8se (HQ)","R\xc3\xa9aliser 20 synth\xc3\xa8ses de haute qualit\xc3\xa9.",20,10,2000,0,0,0,13,2,5,3
32,"Sertissage","R\xc3\xa9ussir 5 sertissages de mat\xc3\xa9rias.",5,10,2000,0,0,98,13,3,5,3
33,"Servants : t\xc3\xa2ches accomplies","Faire accomplir un total de 10 t\xc3\xa2ches \xc3\xa0 ses servants.",10,0,1000,0,0,168,14,1,0,3
34,"Servants : missions d'exploration","Faire accomplir un total de 15 missions d'exploration \xc3\xa0 ses servants.",15,0,4000,0,0,169,14,2,0,3
35,"Front : participations","Participer 7 fois au Front.",7,0,10,0,0,176,3,3,0,4
36,"Front : victoires","Gagner 3 fois une bataille au Front.",3,0,15,0,0,176,3,4,0,4
