0,,,0,0,0,0
1,"\xe7\xb4\x8d\xe5\x88\x80\xe3\x81\x99\xe3\x82\x8b/\xe6\x8a\x9c\xe5\x88\x80\xe3\x81\x99\xe3\x82\x8","\xe7\xb4\x8d\xe5\x88\x80/\xe6\x8a\x9c\xe5\x88\x80\xe3\x81\xae\xe7\x8a\xb6\xe6\x85\x8b\xe3\x82\x92\xe5\x88\x87\xe3\x82\x8a\xe6\x9b\xbf\xe3\x81\x88\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",16,10,1,-3
2,"\xe3\x83\x9e\xe3\x82\xa4\xe3\x82\xad\xe3\x83\xa3\xe3\x83\xa9\xe3\x82\xaf\xe3\x82\xbf\xe3\x83\xbc","\xe3\x82\xad\xe3\x83\xa3\xe3\x83\xa9\xe3\x82\xaf\xe3\x82\xbf\xe3\x83\xbc\xe3\x81\xae\xe3\x83\x91\xe3\x83\xa9\xe3\x83\xa1\xe3\x83\xbc\xe3\x82\xbf\xe3\x82\x92\xe7\xa2\xba\xe8\xaa\x8d\xe3\x81\xa7\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82\xe8\xa3\x85\xe5\x82\x99\xe3\x81\xae\xe5\xa4\x89\xe6\x9b\xb4\xe3\x82\x84\xe3\x83\x9c\xe3\x83\xbc\xe3\x83\x8a\xe3\x82\xb9\xe3\x83\x91\xe3\x83\xa9\xe3\x83\xa1\xe3\x83\xbc\xe3\x82\xbf\xe3\x81\xae\xe8\xa8\xad\xe5\xae\x9a\xe3\x80\x81\xe7\xa7\xb0\xe5\x8f\xb7\xe3\x81\xae\xe5\xa4\x89\xe6\x9b\xb4\xe3\x81\xaa\xe3\x81\xa9\xe3\x82\x82\xe3\x81\x93\xe3\x81\x93\xe3\x81\xa7\xe8\xa1\x8c\xe3\x81\x88\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",1,13,1,0
3,"\xe3\x82\xa2\xe3\x82\xaf\xe3\x82\xb7\xe3\x83\xa7\xe3\x83\xb3\xe3\x83\xaa\xe3\x82\xb9\xe3\x83\x88","\xe3\x82\xad\xe3\x83\xa3\xe3\x83\xa9\xe3\x82\xaf\xe3\x82\xbf\xe3\x83\xbc\xe3\x81\x8c\xe4\xbf\xae\xe5\xbe\x97\xe3\x81\x97\xe3\x81\xa6\xe3\x81\x84\xe3\x82\x8b\xe3\x82\xa2\xe3\x82\xaf\xe3\x82\xb7\xe3\x83\xa7\xe3\x83\xb3\xe3\x82\x92\xe7\xa2\xba\xe8\xaa\x8d\xe3\x81\xa7\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82\xe3\x82\xa2\xe3\x82\xaf\xe3\x82\xb7\xe3\x83\xa7\xe3\x83\xb3\xe3\x81\xae\xe3\x83\x9b\xe3\x83\x83\xe3\x83\x88\xe3\x83\x90\xe3\x83\xbc\xe3\x81\xb8\xe3\x81\xae\xe7\x99\xbb\xe9\x8c\xb2\xe3\x82\x84\xe3\x80\x81\xe4\xbb\x96\xe3\x82\xaf\xe3\x83\xa9\xe3\x82\xb9\xe3\x81\xa7\xe4\xbf\xae\xe5\xbe\x97\xe3\x81\x97\xe3\x81\x9f\xe3\x82\xa2\xe3\x82\xaf\xe3\x82\xb7\xe3\x83\xa7\xe3\x83\xb3\xe3\x81\xae\xe8\xbf\xbd\xe5\x8a\xa0\xe3\x82\x82\xe3\x81\x93\xe3\x81\x93\xe3\x81\xa7\xe8\xa1\x8c\xe3\x81\x84\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",4,11,1,-2
4,"\xe3\x82\xb8\xe3\x83\xa3\xe3\x83\xbc\xe3\x83\x8a\xe3\x83\xa","\xe9\x80\xb2\xe8\xa1\x8c\xe4\xb8\xad\xe3\x80\x81\xe3\x81\xbe\xe3\x81\x9f\xe3\x81\xaf\xe5\xae\x8c\xe4\xba\x86\xe3\x81\x97\xe3\x81\x9f\xe3\x82\xaf\xe3\x82\xa8\xe3\x82\xb9\xe3\x83\x88\xe3\x82\x84\xe3\x83\xaa\xe3\x83\xbc\xe3\x83\xb4\xe3\x81\xae\xe6\x83\x85\xe5\xa0\xb1\xe3\x82\x92\xe7\xa2\xba\xe8\xaa\x8d\xe3\x81\xa7\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82\xe3\x82\xaf\xe3\x82\xa8\xe3\x82\xb9\xe3\x83\x88\xe3\x81\xae\xe7\x9b\xae\xe7\x9a\x84\xe3\x83\xaa\xe3\x82\xb9\xe3\x83\x88\xe3\x81\xae\xe5\x88\x87\xe3\x82\x8a\xe6\x9b\xbf\xe3\x81\x88\xe3\x82\x84\xe3\x80\x81\xe5\x8f\x97\xe6\xb3\xa8\xe3\x81\x97\xe3\x81\x9f\xe3\x83\xaa\xe3\x83\xbc\xe3\x83\xb4\xe3\x81\xae\xe9\x96\x8b\xe5\xa7\x8b/\xe7\xa0\xb4\xe6\xa3\x84\xe3\x81\xaa\xe3\x81\xa9\xe3\x81\xaf\xe3\x81\x93\xe3\x81\x93\xe3\x81\xa7\xe8\xa1\x8c\xe3\x81\x84\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",5,32,2,0
5,"\xe3\x82\xb3\xe3\x83\xb3\xe3\x83\x86\xe3\x83\xb3\xe3\x83\x84\xe6\x83\x85\xe5\xa0\xb1\xe4\xb8\x80\xe8\xa6\xa7","\xe3\x83\xaa\xe3\x83\xbc\xe3\x83\xb4\xe3\x81\xae\xe5\x8f\x97\xe6\xb3\xa8\xe6\xa8\xa9\xe7\x99\xba\xe8\xa1\x8c\xe3\x81\xbe\xe3\x81\xa7\xe3\x81\xae\xe6\x99\x82\xe9\x96\x93\xe3\x82\x84\xe3\x80\x81\xe3\x83\x80\xe3\x83\xb3\xe3\x82\xb8\xe3\x83\xa7\xe3\x83\xb3\xe3\x81\xae\xe5\x86\x8d\xe6\x8c\x91\xe6\x88\xa6\xe3\x81\xbe\xe3\x81\xa7\xe3\x81\xae\xe6\x99\x82\xe9\x96\x93\xe3\x81\xaa\xe3\x81\xa9\xe3\x80\x81\xe3\x82\xb3\xe3\x83\xb3\xe3\x83\x86\xe3\x83\xb3\xe3\x83\x84\xe3\x81\xab\xe3\x81\x8b\xe3\x81\x8b\xe3\x82\x8f\xe3\x82\x8b\xe3\x82\xbf\xe3\x82\xa4\xe3\x83\x9e\xe3\x83\xbc\xe6\x83\x85\xe5\xa0\xb1\xe3\x82\x92\xe7\xa2\xba\xe8\xaa\x8d\xe3\x81\xa7\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",47,34,2,2
6,"\xe3\x82\xa2\xe3\x83\x81\xe3\x83\xbc\xe3\x83\x96\xe3\x83\xa1\xe3\x83\xb3\xe3\x83\x88\xe3\x83\xaa\xe3\x82\xb9\xe3\x83\x88","\xe3\x82\xa2\xe3\x83\x81\xe3\x83\xbc\xe3\x83\x96\xe3\x83\xa1\xe3\x83\xb3\xe3\x83\x88\xe3\x81\xae\xe4\xb8\x80\xe8\xa6\xa7\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82\xe3\x82\xa2\xe3\x83\x81\xe3\x83\xbc\xe3\x83\x96\xe3\x83\xa1\xe3\x83\xb3\xe3\x83\x88\xe3\x81\xae\xe9\x81\x94\xe6\x88\x90\xe7\x8a\xb6\xe6\xb3\x81\xe3\x82\x84\xe5\x8f\x96\xe5\xbe\x97\xe6\x9d\xa1\xe4\xbb\xb6\xe3\x80\x81\xe5\xbe\x97\xe3\x82\x89\xe3\x82\x8c\xe3\x82\x8b\xe5\xa0\xb1\xe9\x85\xac\xe3\x81\xaa\xe3\x81\xa9\xe3\x82\x92\xe3\x81\x93\xe3\x81\x93\xe3\x81\xa7\xe7\xa2\xba\xe8\xaa\x8d\xe3\x81\xa7\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",6,21,1,8
7,"\xe6\x8e\xa1\xe9\x9b\x86\xe6\x89\x8b\xe5\xb8\xb3","\xe3\x82\xae\xe3\x83\xa3\xe3\x82\xb6\xe3\x83\xa9\xe3\x83\xbc\xe3\x81\x8c\xe6\x8e\xa1\xe6\x8e\x98\xe3\x80\x81\xe7\xa0\x95\xe5\xb2\xa9\xe3\x80\x81\xe4\xbc\x90\xe6\x8e\xa1\xe3\x80\x81\xe8\x8d\x89\xe5\x88\x88\xe3\x81\xa7\xe5\xbe\x97\xe3\x82\x89\xe3\x82\x8c\xe3\x82\x8b\xe3\x82\xa2\xe3\x82\xa4\xe3\x83\x86\xe3\x83\xa0\xe3\x81\xae\xe4\xb8\x80\xe8\xa6\xa7\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82\xe7\x9b\xae\xe7\x9a\x84\xe3\x81\xae\xe3\x82\xa2\xe3\x82\xa4\xe3\x83\x86\xe3\x83\xa0\xe3\x82\x92\xe6\x8e\xa1\xe9\x9b\x86\xe3\x81\xa7\xe3\x81\x8d\xe3\x82\x8b\xe3\x82\xa8\xe3\x83\xaa\xe3\x82\xa2\xe3\x81\xae\xe6\x83\x85\xe5\xa0\xb1\xe3\x82\x82\xe3\x81\x93\xe3\x81\x93\xe3\x81\x8b\xe3\x82\x89\xe7\xa2\xba\xe8\xaa\x8d\xe3\x81\xa7\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",23,43,3,1
8,"\xe8\xa8\x8e\xe4\xbc\x90\xe6\x89\x8b\xe5\xb8\xb3","\xe3\x83\x95\xe3\x82\xa1\xe3\x82\xa4\xe3\x82\xbf\xe3\x83\xbc\xe3\x83\xbb\xe3\x82\xbd\xe3\x83\xbc\xe3\x82\xb5\xe3\x83\xa9\xe3\x83\xbc\xe3\x82\xaf\xe3\x83\xa9\xe3\x82\xb9\xe3\x81\xae\xe8\xa8\x8e\xe4\xbc\x90\xe7\x9b\xae\xe6\xa8\x99\xe3\x81\xa8\xe3\x81\xaa\xe3\x82\x8b\xe3\x83\xa2\xe3\x83\xb3\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xbc\xe3\x81\xae\xe4\xb8\x80\xe8\xa6\xa7\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82\xe8\xa8\x8e\xe4\xbc\x90\xe5\xaf\xbe\xe8\xb1\xa1\xe3\x83\xa2\xe3\x83\xb3\xe3\x82\xb9\xe3\x82\xbf\xe3\x83\xbc\xe3\x81\xae\xe8\xa8\x8e\xe4\xbc\x90\xe6\x95\xb0\xe3\x82\x84\xe7\x94\x9f\xe6\x81\xaf\xe5\x9c\xb0\xe3\x80\x81\xe7\x8d\xb2\xe5\xbe\x97\xe3\x81\xa7\xe3\x81\x8d\xe3\x82\x8b\xe7\xb5\x8c\xe9\xa8\x93\xe5\x80\xa4\xe5\xa0\xb1\xe9\x85\xac\xe3\x81\xaa\xe3\x81\xa9\xe3\x82\x92\xe7\xa2\xba\xe8\xaa\x8d\xe3\x81\xa7\xe3\x81\x8d\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",21,40,3,-2
9,"\xe8\xa3\xbd\xe4\xbd\x9c\xe6\x89\x8b\xe5\xb8\xb3","\xe3\x82\xaf\xe3\x83\xa9\xe3\x83\x95\xe3\x82\xbf\xe3\x83\xbc\xe3\x81\x8c\xe8\xa3\xbd\xe4\xbd\x9c\xe3\x81\xa7\xe3\x81\x8d\xe3\x82\x8b\xe3\x82\xa2\xe3\x82\xa4\xe3\x83\x86\xe3\x83\xa0\xe3\x82\x84\xe3\x83\xac\xe3\x82\xb7\xe3\x83\x94\xe3\x81\xae\xe4\xb8\x80\xe8\xa6\xa7\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82\xe3\x82\xa2\xe3\x82\xa4\xe3\x83\x86\xe3\x83\xa0\xe3\x81\xae\xe8\xa3\xbd\xe4\xbd\x9c\xe3\x81\xaf\xe3\x81\x93\xe3\x81\x93\xe3\x81\x8b\xe3\x82\x89\xe8\xa1\x8c\xe3\x81\x84\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",22,42,3,0
