0,,,,,0,0,0,0,0,0
1,"Sturmmariner 3. Klasse","Sturmmariner 3. Klasse","Sturmmariner","Sturmmariner 3. Klasse",4,2,0,1,0,0
2,"Sturmmariner 2. Klasse","Sturmmariner 2. Klasse","Sturmmariner","Sturmmariner 2. Klasse",4,2,0,1,0,0
3,"Sturmmariner 1. Klasse","Sturmmariner 1. Klasse","Sturmmariner","Sturmmariner 1. Klasse",4,2,0,1,0,0
4,"Gro\xc3\x9fsturmmariner","Gro\xc3\x9fsturmmariner","Gro\xc3\x9fsturmmariner","Gro\xc3\x9fsturmmariner",4,2,0,1,0,0
5,"Sturmmaat 3. Klasse","Sturmmaate 3. Klasse","Sturmmaat","Sturmmaat 3. Klasse",4,2,0,1,0,0
6,"Sturmmaat 2. Klasse","Sturmmaate 2. Klasse","Sturmmaat","Sturmmaat 2. Klasse",4,2,0,1,0,0
7,"Sturmmaat 1. Klasse","Sturmmaate 1. Klasse","Sturmmaat","Sturmmaat 1. Klasse",4,2,0,1,0,0
8,"Gro\xc3\x9fsturmmaat","Gro\xc3\x9fsturmmaate","Gro\xc3\x9fsturmmaat","Gro\xc3\x9fsturmmaat",4,2,0,1,0,0
9,"Zweiter Sturmbootsmann","Zweite Sturmbootsm\xc3\xa4nner","Sturmbootsmann","Zweiter Sturmbootsmann",4,2,0,1,0,0
10,"Erster Sturmbootsmann","Erste Sturmbootsm\xc3\xa4nner","Sturmbootsmann","Erster Sturmbootsmann",4,2,0,1,0,0
11,"Gro\xc3\x9fsturmbootsmann","Gro\xc3\x9fsturmbootsm\xc3\xa4nner","Gro\xc3\x9fsturmbootsmann","Gro\xc3\x9fsturmbootsmann",4,2,0,1,0,0
12,"Zweiter Sturmkapit\xc3\xa4nleutnant","Zweite Sturmkapit\xc3\xa4nleutnants","Sturmkapit\xc3\xa4nleutnant","Zweiter Sturmkapit\xc3\xa4nleutnant",4,1,0,1,0,0
13,"Erster Sturmkapit\xc3\xa4nleutnant","Erste Sturmkapit\xc3\xa4nleutnants","Sturmkapit\xc3\xa4nleutnant","Erster Sturmkapit\xc3\xa4nleutnant",4,1,0,1,0,0
14,"Gro\xc3\x9fsturmkapit\xc3\xa4nleutnant","Gro\xc3\x9fsturmkapit\xc3\xa4nleutnants","Gro\xc3\x9fsturmkapit\xc3\xa4nleutnant","Gro\xc3\x9fsturmkapit\xc3\xa4nleutnant",4,1,0,1,0,0
15,"Galeerenkapit\xc3\xa4n","Galeerenkapit\xc3\xa4ne","Galeerenkapit\xc3\xa4n","Galeerenkapit\xc3\xa4n",4,2,0,1,0,0
16,"Galeassenkapit\xc3\xa4n","Galeassenkapit\xc3\xa4ne","Galeassenkapit\xc3\xa4n","Galeassenkapit\xc3\xa4n",4,2,0,1,0,0
17,"Galeonenkapit\xc3\xa4n","Galeonenkapit\xc3\xa4ne","Galeonenkapit\xc3\xa4n","Galeonenkapit\xc3\xa4n",4,2,0,1,0,0
18,"Konteradmiral","Konteradmirale","Konteradmiral","Konteradmiral",4,2,0,1,0,0
19,"Admiral","Admirale","Admiral","Admiral",4,2,0,1,0,0
