0,"0",1.0,1.0,0,2,1,False
1,"0",1.0,1.0,0,2,3,False
2,"0",5.0,1.0,0,2,3,False
3,"Psst! Die Anolis kommen immer n\xc3\xa4her ...!",5.0,1.0,0,2,3,False
4,"Kein einziger Imp darf entkommen!",5.0,1.0,0,2,3,False
5,"Verdammt, es sind zu viele!",5.0,1.0,0,2,3,False
6,"Die Schnaken! Sie sind \xc3\xbcberall!",5.0,1.0,0,2,3,False
7,"Die Sylphen kommen, haltet euch bereit!",5.0,1.0,0,2,3,False
8,"Oh nein, es werden immer mehr!",5.0,1.0,0,2,3,False
9,"Wir werden f\xc3\xbcr Sicherheit auf den Stra\xc3\x9fen sorgen!",5.0,1.0,0,2,3,False
10,"Denen werden wir's zeigen ... ",5.0,1.0,0,2,3,False
11,"Sie sind hinter den Bohnen her!",5.0,1.0,0,2,3,False
12,"Die Ixal! Zu Hilfe!",5.0,1.0,0,2,3,False
13,"Seit wann kommen die Ziz in diese Gegend?!",5.0,1.0,0,2,3,False
14,"Da kommen sie schon wieder!",5.0,1.0,0,2,3,False
15,"Sieh dich vor, die Opo-Opos drehen durch!",5.0,1.0,0,2,3,False
16,"Bei den H\xc3\xb6llen ... Zeit, die Taktik zu \xc3\xa4ndern!",5.0,1.0,0,2,3,False
17,"Bringt sie um! ",5.0,1.0,0,2,3,False
18,"Kann uns vielleicht jemand helfen?!",5.0,1.0,0,2,3,False
19,"Meine Waren! Die Goblins haben meine Waren!",5.0,1.0,0,2,3,False
20,"Sieh dir all diese Golems an!",5.0,1.0,0,2,3,False
21,"Noch mehr Imps. Das gibt's doch nicht!",5.0,1.0,0,2,3,False
22,"Wenn das so weitergeht, sind bald gar keine Bl\xc3\xbcten mehr \xc3\xbcbrig!",5.0,1.0,0,2,3,False
23,"Haltet sie auf!",5.0,1.0,0,2,3,False
24,"Schaff mir einer diesen Typen vom Hals!",5.0,1.0,0,2,3,False
25,"Aus dem Weeeg!",5.0,1.0,0,2,3,False
26,"Ngaaah!",5.0,1.0,0,2,2,False
27,"Haah!",5.0,1.0,0,2,2,False
28,"Stirb schon!",5.0,1.0,0,2,2,False
29,"Hngg ...",5.0,1.0,0,2,2,False
30,"Versuch das nicht\x02\x10\x01\x03noch mal, du ...!",5.0,1.0,0,2,2,False
31,"Du geh\xc3\xb6rst mir!",5.0,1.0,0,2,2,False
32,"Na los, wer will es mit mir aufnehmen?!",5.0,1.0,0,2,2,False
33,"Was ist, willst du mehr?",5.0,1.0,0,2,2,False
34,"Raaaaaaaah!",5.0,1.0,0,2,2,False
35,"Das war's, mieses Gesindel!",5.0,1.0,0,2,2,False
36,"Aus dem Weg!",5.0,1.0,0,2,2,False
37,"Ich mach dich fertig!",5.0,1.0,0,2,2,False
38,"Lass uns ein wenig Spa\xc3\x9f haben!",5.0,1.0,0,2,2,False
39,"Du w\xc3\xbcnschst eine Audienz beim K\xc3\xb6nig der K\xc3\xb6nige?",5.0,1.0,0,2,2,False
40,"Knie nieder vor deinem K\xc3\xb6nig!",3.0,1.0,0,2,2,False
41,"Ich will dich singen h\xc3\xb6ren!",3.0,1.0,0,2,2,False
42,"Komm doch n\xc3\xa4her!",3.0,1.0,0,2,2,False
43,"Du wagst es ...!",5.0,1.0,0,2,2,False
44,"Das ist h\xc3\xb6chst impertinent.",5.0,1.0,0,2,2,False
45,"Tanzt f\xc3\xbcr euren K\xc3\xb6nig!",3.0,1.0,0,2,2,False
46,"Ist es das, was du willst?",3.0,1.0,0,2,2,False
47,"Sieh her ...",3.0,1.0,0,2,2,False
48,"Was gibbssa ssu tuscheln, ihr Baum...sschnecken!",5.0,1.0,0,2,2,False
49,"Ssswerden wir schonnichs ... letzte Mal, kapiert?! Hick!",5.0,1.0,0,2,2,False
50,"Gahahah! Hick! Wer will als N\xc3\xa4chssses?",5.0,1.0,0,2,2,False
51,"Kann man hier nicht mal in Frieden seinen Met trinken?",5.0,1.0,0,2,2,False
52,"Hassu ... 'n Prolll...Bl...Prollem?! Was?",3.0,1.0,0,2,2,False
53,"Heilllle Schei\xc3\x9fe! Hick!",3.0,1.0,0,2,2,False
54,"Die Meinige ist bereit!",5.0,1.0,0,2,2,False
55,"Es geht los!",5.0,1.0,0,2,2,False
56,"Die Andrigen m\xc3\xbcssen leiden!",5.0,1.0,0,2,2,False
57,"Die Meinige wird nicht untergehen!",5.0,1.0,0,2,2,False
58,"Das Klageregiment braucht Unterst\xc3\xbctzung!",5.0,1.0,0,2,3,False
59,"Bis hierher habt ihr euch also geschleppt ... nur um hier zugrunde zu gehen!",5.0,1.0,0,2,3,False
