0,,,0,0,0,0
1,"Roulette","Rules in play are chosen at random.",0,0,0,0
2,"All Open","Both decks are placed face up.",1000,3,0,0
3,"Three Open","Three cards chosen at random from each deck are played face up.",1166,2,0,0
4,"Same","When a card is played, if two or more of the sides are touching other cards, and the ranks of those sides are identical to those on the sides of the card played, the other cards are flipped.",666,0,0,0
5,"Sudden Death","If a match ends in a draw, a new deciding match is played with each player using the cards they captured.",1333,0,0,0
6,"Plus","When a card is played, if two or more of the sides are touching other cards, and the sum of the ranks on the touching sides are identical to the sums on the other touching sides, the other cards are flipped.",666,0,0,0
7,"Random","Decks are chosen at random from each player's list of claimed cards.",1000,0,0,0
8,"Order","Cards must be played in the order they appear in the deck.",1666,9,0,0
9,"Chaos","Cards must be played in a random order determined before the match.",1433,8,0,0
10,"Reverse","Lower numbers flip higher numbers.",1000,0,0,0
11,"Fallen Ace","A rank 1 side can flip an A. When Reverse is in play, a rank A side will flip a 1.",666,0,0,0
12,"Ascension","A card's ranks increase in proportion to the number of cards of the same type already played.",1000,13,0,0
13,"Descension","A card's ranks decrease in proportion to the number of cards of the same type already played.",1000,12,0,0
14,"Swap","One random card from each player's deck will be swapped with the other.",1666,0,0,0
