0,"\xe3\x81\x99\xe3\x81\xa3\xe3\x81\xb4\xe3\x82\x93\xe5\xa3\xa","ADV",,0,"Adventurer",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1,-1,-1,-1,127
1,"\xe5\x89\xa3\xe8\xa1\x93\xe5\xa3\xa","GLA","\xe5\x89\xa3",0,"Gladiator",0,0,0,1601,0,110,50,95,100,90,50,95,80,100,100,100,100,100,100,197,198,199,3359,0,0,30,1,0,1,1,3,3,1,1,1,0,-1,0
2,"\xe6\xa0\xbc\xe9\x97\x98\xe5\xa3\xa","PGL","\xe6\xa0\xbc",0,"Pugilist",0,0,0,1680,0,105,35,100,95,100,45,85,60,100,100,100,100,100,100,200,201,202,3360,0,0,30,2,0,2,2,3,1,2,1,0,1,-1,1
3,"\xe6\x96\xa7\xe8\xa1\x93\xe5\xa3\xa","MRD","\xe6\x96\xa7",0,"Marauder",0,0,0,1749,0,115,30,100,100,90,30,50,40,100,100,100,100,100,100,197,198,4240,3359,0,0,30,3,0,3,1,1,3,3,1,2,2,-1,2
4,"\xe6\xa7\x8d\xe8\xa1\x93\xe5\xa3\xa","LNC","\xe6\xa7\x8d",0,"Lancer",0,0,0,1819,0,110,40,105,100,95,40,60,70,100,100,100,100,100,100,200,201,4242,3360,0,0,30,4,0,4,2,2,1,4,1,4,3,-1,3
5,"\xe5\xbc\x93\xe8\xa1\x93\xe5\xa3\xa","ARC","\xe5\xbc\x93",0,"Archer",0,0,0,1889,0,100,70,85,95,105,80,75,80,100,100,100,100,100,100,4238,4239,4244,4249,0,0,30,5,0,5,3,2,2,5,1,3,4,-1,4
6,"\xe5\xb9\xbb\xe8\xa1\x93\xe5\xa3\xa","CNJ","\xe5\xb9\xb",0,"Conjurer",0,0,0,1995,0,100,115,50,95,100,100,105,110,100,100,100,100,100,100,206,207,208,3362,0,0,31,6,0,6,4,2,5,7,1,6,5,-1,5
7,"\xe5\x91\xaa\xe8\xa1\x93\xe5\xa3\xa","THM","\xe5\x91\xaa",0,"Thaumaturge",0,0,0,2055,0,100,120,40,95,95,105,70,115,100,100,100,100,100,100,203,204,205,3361,0,0,31,7,0,7,3,3,4,8,1,5,6,-1,6
8,"\xe6\x9c\xa8\xe5\xb7\xa5\xe5\xb8\xa","CRP","\xe6\x9c\xa8",0,"Carpenter",10337,0,0,0,0,100,100,90,105,100,90,90,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,8,0,0,0,101,1,7,-1,0,127
9,"\xe9\x8d\x9b\xe5\x86\xb6\xe5\xb8\xa","BSM","\xe9\x8d\x9",0,"Blacksmith",10338,0,0,0,0,100,100,105,90,90,90,100,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,9,0,0,0,102,1,8,-1,1,127
10,"\xe7\x94\xb2\xe5\x86\x91\xe5\xb8\xa","ARM","\xe7\x94\xb2",0,"Armorer",10339,0,0,0,0,100,100,100,105,90,90,90,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,10,0,0,0,103,1,9,-1,2,127
11,"\xe5\xbd\xab\xe9\x87\x91\xe5\xb8\xa","GSM","\xe5\xbd\xa",0,"Goldsmith",10340,0,0,0,0,100,100,90,90,105,100,90,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,11,0,0,0,104,1,10,-1,3,127
