100000,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100001,"Bearbeiten","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1501,9,1,0,8,False
100002,"Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 70 %",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1502,9,5,18,8,False
100003,"Wiederherstellung","30 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1507,9,7,92,8,False
100004,"Solide Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 125 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 80 %",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1516,9,18,32,8,False
100005,"Wiederherstellung II","60 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1520,9,25,160,8,False
100006,"Zeichen des Winds","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 % (bei windbasiertem Rezept 200 %)\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100006,100006,100006,100006,100006,100006,100006,100006,239,246,1509,33,37,6,8,False
100007,"Solide Bearbeitung","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1515,9,31,15,8,False
100008,"H\xc3\xb6here Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1517,9,43,48,8,False
100009,"Byregots Benediktion","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht.\x02\x10\x01\x03Effizienz: 100 % (+ pro Status \xe2\x80\x9eInnere Ruhe\xe2\x80\x9c\x02\x10\x01\x03weitere 20 %, wobei \xe2\x80\x9eInnere Ruhe\xe2\x80\x9c durch dieses Kommando beendet wird)\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100009,100009,100009,100009,100009,100009,100009,100009,240,247,1521,33,50,24,8,False
100010,"Beobachten","Wartet f\xc3\xbcr einen Arbeitsschritt ab.",0,100010,100023,100040,100082,100053,100070,100099,100113,242,249,1518,9,13,14,8,False
100011,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100012,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100013,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100014,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100015,"Bearbeiten","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1551,10,1,0,9,False
100016,"Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 70 %",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1552,10,5,18,9,False
100017,"Wiederherstellung","30 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1557,10,7,92,9,False
100018,"Solide Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 125 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 80 %",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1566,10,18,32,9,False
100019,"Wiederherstellung II","60 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1570,10,25,160,9,False
100020,"Zeichen des Feuers","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 % (bei feuerbasiertem Rezept 200 %)\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100020,100020,100020,100020,100020,100020,100020,100020,239,246,1559,33,37,6,9,False
100021,"Solide Bearbeitung","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1565,10,31,15,9,False
100022,"H\xc3\xb6here Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1567,10,43,48,9,False
100023,"Beobachten","Wartet f\xc3\xbcr einen Arbeitsschritt ab.",0,100010,100023,100040,100082,100053,100070,100099,100113,242,249,1568,10,13,14,9,False
100024,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100025,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100026,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100027,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100028,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100029,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100030,"Bearbeiten","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1601,11,1,0,10,False
100031,"Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 70 %",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1602,11,5,18,10,False
100032,"Wiederherstellung","30 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1607,11,7,92,10,False
100033,"Schnelle Bearbeitung","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 250 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 50 %",0,100033,100033,100033,100033,100033,100033,100033,100033,241,248,1619,33,15,0,10,False
100034,"Solide Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 125 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 80 %",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1616,11,18,32,10,False
100035,"Wiederherstellung II","60 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1621,11,25,160,10,False
100036,"Zeichen des Eises","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 % (bei eisbasiertem Rezept 200 %)\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100036,100036,100036,100036,100036,100036,100036,100036,239,246,1609,33,37,6,10,False
100037,"Solide Bearbeitung","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1615,11,31,15,10,False
100038,"H\xc3\xb6here Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1617,11,43,48,10,False
100039,"St\xc3\xbcck f\xc3\xbcr St\xc3\xbcck","Die Arbeit schreitet um etwa ein Drittel des verbliebenen Fortschritts fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100039,100039,100039,100039,100039,100039,100039,100039,239,246,1622,33,50,15,10,False
100040,"Beobachten","Wartet f\xc3\xbcr einen Arbeitsschritt ab.",0,100010,100023,100040,100082,100053,100070,100099,100113,242,249,1618,11,13,14,10,False
100041,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100042,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100043,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100044,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100045,"Bearbeiten","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1701,13,1,0,12,False
100046,"Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 70 %",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1702,13,5,18,12,False
100047,"Wiederherstellung","30 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1707,13,7,92,12,False
100048,"Solide Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 125 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 80 %",0,100004,100018,100034,100078,100048,100064,100093,100109,240,247,1716,13,18,32,12,False
100049,"Wiederherstellung II","60 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100005,100019,100035,100079,100049,100065,100094,100110,242,249,1720,13,25,160,12,False
100050,"Zeichen der Erde","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 % (bei erdbasiertem Rezept 200 %)\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100050,100050,100050,100050,100050,100050,100050,100050,239,246,1709,33,37,6,12,False
100051,"Solide Bearbeitung","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100007,100021,100037,100080,100051,100067,100096,100111,239,246,1715,13,31,15,12,False
100052,"H\xc3\xb6here Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 150 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100008,100022,100038,100081,100052,100068,100097,100112,240,247,1717,13,43,48,12,False
100053,"Beobachten","Wartet f\xc3\xbcr einen Arbeitsschritt ab.",0,100010,100023,100040,100082,100053,100070,100099,100113,242,249,1718,13,13,14,12,False
100054,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100055,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100056,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100057,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100058,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100059,,,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,-1,False
100060,"Bearbeiten","Die Arbeit schreitet fort, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 90 %",0,100001,100015,100030,100075,100045,100060,100090,100105,239,246,1751,14,1,0,13,False
100061,"Veredelung","Die Qualit\xc3\xa4t wird erh\xc3\xb6ht, daf\xc3\xbcr sinkt die Belastbarkeit.\x02\x10\x01\x03Effizienz: 100 %\x02\x10\x01\x03Erfolgswahrscheinlichkeit: 70 %",0,100002,100016,100031,100076,100046,100061,100091,100106,240,247,1752,14,5,18,13,False
100062,"Wiederherstellung","30 Punkte der Belastbarkeit des Materials werden wiederhergestellt.",0,100003,100017,100032,100077,100047,100062,100092,100107,242,249,1757,14,7,92,13,False
