0,,0,False
1,"Mercenariat",62501,False
2,"Mineur",62510,False
3,"Botaniste",62511,False
4,"P\xc3\xaacheur",62512,False
5,"Menuisier",62502,False
6,"Forgeron",62503,False
7,"Armurier",62504,False
8,"Orf\xc3\xa8vre",62505,False
9,"Tanneur",62506,False
10,"Couturier",62507,False
11,"Alchimiste",62508,False
12,"Cuisinier",62509,False
13,"La Phratrie des lames cass\xc3\xa9es",61451,True
14,"Les Boucliers d'Azeyma",61452,True
15,"L'association de la Corne et la Main",61453,True
16,"Le Maelstrom",61461,False
17,"L'Ordre des deux vip\xc3\xa8res",61462,False
18,"Les Immortels",61463,False
