0,"airship prototype II",1,12923,0,0,1,6,0,0
1,"airship prototype III",2,12924,12923,0,1,10,4,0
2,"airship prototype IV",3,12925,12923,0,1,10,4,0
3,"airship prototype V",4,12926,12924,0,1,14,4,0
4,"airship prototype VI",5,12927,12925,12923,1,14,4,4
5,"restaurant prototype",1,12920,0,0,2,10,0,0
6,"armor shop prototype",2,12921,0,0,2,10,0,0
7,"weapon shop prototype",3,12922,12921,0,2,9,8,0
8,"aetherial wheel prototype II",1,12928,0,0,0,6,0,0
9,"aetherial wheel prototype III",2,12928,0,0,0,6,0,0
10,"aetherial wheel prototype IV",3,12928,0,0,0,6,0,0
11,"aetherial wheel prototype V",4,12929,12922,0,0,4,2,0
12,"aetherial wheel prototype VI",5,12929,12922,0,0,4,2,0
13,"aetherial wheel prototype VII",6,12929,12922,0,0,4,2,0
14,"wheel stand prototype II",7,12929,12922,12920,0,6,3,8
15,,0,0,0,0,0,0,0,0
16,,0,0,0,0,0,0,0,0
17,,0,0,0,0,0,0,0,0
18,,0,0,0,0,0,0,0,0
19,,0,0,0,0,0,0,0,0
20,,0,0,0,0,0,0,0,0
21,,0,0,0,0,0,0,0,0
22,,0,0,0,0,0,0,0,0
23,,0,0,0,0,0,0,0,0
24,,0,0,0,0,0,0,0,0
25,,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,0,0
27,,0,0,0,0,0,0,0,0
28,,0,0,0,0,0,0,0,0
29,,0,0,0,0,0,0,0,0
30,,0,0,0,0,0,0,0,0
31,,0,0,0,0,0,0,0,0
