0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,-1
1,"STR","\xe7\x89\x87\xe6\x89\x8b\xe5\x89\xa3\xe3\x83\xbb\xe4\xb8\xa1\xe6\x89\x8b\xe6\x96\xa7\xe3\x83\xbb\xe6\xa0\xbc\xe9\x97\x98\xe6\xad\xa6\xe5\x99\xa8\xe3\x83\xbb\xe4\xb8\xa1\xe6\x89\x8b\xe6\xa7\x8d\xe3\x83\xbb\xe5\xb9\xbb\xe5\x85\xb7\xe3\x83\xbb\xe5\x91\xaa\xe5\x85\xb7\xe3\x83\xbb\xe9\xad\x94\xe9\x81\x93\xe6\x9b\xb8\xe3\x83\xbb\xe4\xb8\xa1\xe6\x89\x8b\xe5\x89\xa3\xe3\x83\xbb\xe5\xa4\xa9\xe7\x90\x83\xe5\x84\x80\xe3\x81\xab\xe3\x82\x88\xe3\x82\x8b\xe8\xbf\x91\xe6\x8e\xa5\xe7\x89\xa9\xe7\x90\x86\xe6\x94\xbb\xe6\x92\x83\xe5\x8a\x9b\xe3\x81\xab\xe5\xbd\xb1\xe9\x9f\xbf\xe3\x82\x92\xe4\xb8\x8e\xe3\x81\x88\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,100,100,100,70,70,70,100,70,100,100,70,70,0
2,"DEX","\xe5\x8f\x8c\xe5\x89\xa3\xe3\x81\xab\xe3\x82\x88\xe3\x82\x8b\xe8\xbf\x91\xe6\x8e\xa5\xe7\x89\xa9\xe7\x90\x86\xe6\x94\xbb\xe6\x92\x83\xe5\x8a\x9b\xe3\x80\x81\xe5\xbc\x93\xe3\x83\xbb\xe9\x8a\x83\xe3\x81\xab\xe3\x82\x88\xe3\x82\x8b\xe5\xb0\x84\xe6\x92\x83\xe7\x89\xa9\xe7\x90\x86\xe6\x94\xbb\xe6\x92\x83\xe5\x8a\x9b\xe3\x81\xab\xe5\xbd\xb1\xe9\x9f\xbf\xe3\x82\x92\xe4\xb8\x8e\xe3\x81\x88\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,70,70,70,100,70,70,100,70,100,70,100,100,1
3,"VIT","\xe6\x9c\x80\xe5\xa4\xa7HP\xe3\x81\xab\xe5\xbd\xb1\xe9\x9f\xbf\xe3\x82\x92\xe4\xb8\x8e\xe3\x81\x88\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,100,100,100,100,90,90,100,90,100,100,100,100,2
4,"INT","\xe6\x94\xbb\xe6\x92\x83\xe9\xad\x94\xe6\xb3\x95\xe5\xa8\x81\xe5\x8a\x9b\xe3\x81\xab\xe5\xbd\xb1\xe9\x9f\xbf\xe3\x82\x92\xe4\xb8\x8e\xe3\x81\x88\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,70,70,70,70,100,70,70,100,100,70,70,70,3
5,"MND","\xe5\x9b\x9e\xe5\xbe\xa9\xe9\xad\x94\xe6\xb3\x95\xe5\xa8\x81\xe5\x8a\x9b\xe3\x81\xab\xe5\xbd\xb1\xe9\x9f\xbf\xe3\x82\x92\xe4\xb8\x8e\xe3\x81\x88\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,70,70,70,70,70,100,70,100,100,70,70,70,4
6,"PIE","\xe6\x9c\x80\xe5\xa4\xa7MP\xe3\x81\xab\xe5\xbd\xb1\xe9\x9f\xbf\xe3\x82\x92\xe4\xb8\x8e\xe3\x81\x88\xe3\x81\xbe\xe3\x81\x99\xe3\x80\x82",10,4,8,13,8,6,13,8,6,6,6,6,14,7,21,42,0,21,50,34,34,90,70,70,70,70,70,100,70,70,100,70,70,70,5
7,"HP",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,6
8,"MP",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,7
9,"TP",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,8
10,"GP",,2,2,2,2,2,2,2,2,25,25,25,13,2,2,4,8,0,4,10,6,6,100,100,100,100,100,100,100,100,100,100,100,100,100,9
11,"CP",,2,2,2,2,2,2,2,2,25,25,25,13,2,2,4,8,0,4,10,6,6,100,100,100,100,100,100,100,100,100,100,100,100,100,10
