0,,,False
1,"the Insatiable","the Insatiable",False
2,"the True","the True",False
3,"Coeurlfist","Coeurlfist",True
4,"Ironeater","Ironeater",True
5,"of the Vengeful Lance","of the Vengeful Lance",False
6,"the Godsbow","the Godsbow",False
7,"the White","the White",False
8,"Starcaller","Starcaller",True
9,"Exterminator","Exterminator",True
10,"Notorious Monster Hunter","Notorious Monster Hunter",True
11,"Honest Adventurer","Honest Adventurer",True
12,"Scavenger","Scavenger",True
13,"Master Fighter","Master Fighter",True
14,"Master Sorcerer","Master Sorcerer",True
15,"Master Crafter","Master Crafter",True
16,"Master Gatherer","Master Gatherer",True
17,"of the Golden Saw","of the Golden Saw",False
18,"of the Golden Anvil","of the Golden Anvil",False
19,"of the Golden Hammer","of the Golden Hammer",False
20,"of the Golden Leaf","of the Golden Leaf",False
21,"of the Golden Hide","of the Golden Hide",False
22,"of the Golden Needle","of the Golden Needle",False
23,"of the Golden Lead","of the Golden Lead",False
24,"of the Golden Ladle","of the Golden Ladle",False
25,"La Noscea Digger","La Noscea Digger",True
26,"Shroud Digger","Shroud Digger",True
27,"Thanalan Digger","Thanalan Digger",True
28,"La Noscea Crusher","La Noscea Crusher",True
29,"Shroud Crusher","Shroud Crusher",True
30,"Thanalan Crusher","Thanalan Crusher",True
31,"La Noscea Logger","La Noscea Logger",True
32,"Shroud Logger","Shroud Logger",True
33,"Thanalan Logger","Thanalan Logger",True
34,"La Noscea Harvester","La Noscea Harvester",True
35,"Shroud Harvester","Shroud Harvester",True
36,"Thanalan Harvester","Thanalan Harvester",True
37,"La Noscea Angler","La Noscea Angler",True
38,"Shroud Angler","Shroud Angler",True
39,"Thanalan Angler","Thanalan Angler",True
40,"La Noscea Harpooner","La Noscea Harpooner",True
41,"Shroud Harpooner","Shroud Harpooner",True
42,"Thanalan Harpooner","Thanalan Harpooner",True
43,"Carrier of the Cauldron","Carrier of the Cauldron",True
44,"the Materia Master","the Materia Master",False
45,"Expert Fighter","Expert Fighter",True
46,"Expert Sorcerer","Expert Sorcerer",True
47,"Expert Crafter","Expert Crafter",True
48,"Expert Gatherer","Expert Gatherer",True
49,"the Helping Hand","the Helping Hand",False
50,"Veteran Mercenary","Veteran Mercenary",True
51,"Master Craftsman","Master Craftswoman",True
52,"Peacemaker","Peacemaker",True
53,"the Last Resort","the Last Resort",False
54,"Sword of La Noscea","Sword of La Noscea",True
55,"Sword of the Shroud","Sword of the Shroud",True
56,"Sword of Thanalan","Sword of Thanalan",True
57,"Sword of Eorzea","Sword of Eorzea",True
58,"Shield of La Noscea","Shield of La Noscea",True
59,"Shield of the Shroud","Shield of the Shroud",True
60,"Shield of Thanalan","Shield of Thanalan",True
61,"Shield of Eorzea","Shield of Eorzea",True
62,"Brother of the Broken Blade","Sister of the Broken Blade",True
63,"Shield of the Warden","Shield of the Warden",True
64,"Eye of the Hand","Eye of the Hand",True
65,"Hammer of Justice","Hammer of Justice",True
66,"the Tristar","the Tristar",False
67,"Inquisitor","Inquisitor",True
68,"Divine Crusher","Divine Crusher",True
69,"Stonesplitter","Stonesplitter",True
70,"A Kobold's Worst Nightmare","A Kobold's Worst Nightmare",False
71,"An Ixal's Worst Nightmare","An Ixal's Worst Nightmare",False
72,"An Amalj'aa's Worst Nightmare","An Amalj'aa's Worst Nightmare",False
73,"the Guardian of Aleport","the Guardian of Aleport",False
74,"the Guardian of Hyrstmill","the Guardian of Hyrstmill",False
75,"the Guardian of the Golden Bazaar","the Guardian of the Golden Bazaar",False
76,"the Wind of Aleport","the Wind of Aleport",False
77,"the Wind of Hyrstmill","the Wind of Hyrstmill",False
78,"the Wind of the Golden Bazaar","the Wind of the Golden Bazaar",False
79,"the Hand of Aleport","the Hand of Aleport",False
80,"the Hand of Hyrstmill","the Hand of Hyrstmill",False
81,"the Hand of the Golden Bazaar","the Hand of the Golden Bazaar",False
82,"Wild Thing","Wild Thing",True
83,"the Winter Dragon","the Winter Dragon",False
84,"Messenger of Love","Messenger of Love",True
85,"Royal Seneschal","Princess for a Day",True
86,"Egg Hunter","Egg Hunter",True
87,"ABU Honorary Member","ABU Honorary Member",True
88,"Crystal Bearer","Crystal Bearer",True
89,"Lominsan Hero","Lominsan Hero",True
90,"Gridanian Hero","Gridanian Hero",True
91,"Ul'dahn Hero","Ul'dahn Hero",True
92,"Lominsan Veteran","Lominsan Veteran",True
93,"Gridanian Veteran","Gridanian Veteran",True
94,"Ul'dahn Veteran","Ul'dahn Veteran",True
95,"Lominsan Carrier","Lominsan Carrier",True
96,"Gridanian Carrier","Gridanian Carrier",True
97,"Ul'dahn Carrier","Ul'dahn Carrier",True
98,"Lominsan Builder","Lominsan Builder",True
99,"Gridanian Builder","Gridanian Builder",True
100,"Ul'dahn Builder","Ul'dahn Builder",True
101,"the Featherfoot","the Featherfoot",False
102,"Caravan Driver","Caravan Driver",True
103,"Speedster","Speedster",False
104,"Chocobo Cavalier","Chocobo Cavalier",True
105,"Oschon's Saint","Oschon's Saint",True
106,"the Oeilvert","the Oeilvert",False
107,"Strategist","Strategist",False
108,"the Reaper","the Reaper",False
109,"Dungeon Explorer","Dungeon Explorer",True
110,"the Fates","the Fates",False
111,"ABU Mercenary","ABU Mercenary",True
112,"Lominsan Puppy","Lominsan Puppy",True
113,"Lominsan Howler","Lominsan Howler",True
114,"Lominsan Growler","Lominsan Growler",True
115,"Lominsan Hound","Lominsan Hound",True
116,"Lominsan Stalker","Lominsan Stalker",True
117,"Lominsan Chaser","Lominsan Chaser",True
118,,,False
119,,,False
120,,,False
121,,,False
122,"Gridanian Puppy","Gridanian Puppy",True
123,"Gridanian Howler","Gridanian Howler",True
124,"Gridanian Growler","Gridanian Growler",True
125,"Gridanian Hound","Gridanian Hound",True
126,"Gridanian Stalker","Gridanian Stalker",True
127,"Gridanian Chaser","Gridanian Chaser",True
128,,,False
129,,,False
130,,,False
131,,,False
132,"Ul'dahn Puppy","Ul'dahn Puppy",True
133,"Ul'dahn Howler","Ul'dahn Howler",True
134,"Ul'dahn Growler","Ul'dahn Growler",True
135,"Ul'dahn Hound","Ul'dahn Hound",True
136,"Ul'dahn Stalker","Ul'dahn Stalker",True
137,"Ul'dahn Chaser","Ul'dahn Chaser",True
138,,,False
139,,,False
140,,,False
141,,,False
142,"Ravenous Wolf","Ravenous Wolf",True
143,"Alpha Wolf","Alpha Wolf",True
144,"Heart of the Party","Heart of the Party",True
145,"Ashen Warrior","Ashen Warrior",True
146,"Sylph-Friend","Sylph-Friend",True
147,"Treasure Hunter","Treasure Hunter",True
148,"789th Order Champion","789th Order Champion",True
149,"Novv Clutchmate","Novv Clutchmate",True
150,"the Ambitious Angler","the Ambitious Angler",False
151,"White Knight","White Knight",True
152,"Bloody Warrior","Bloody Warrior",True
153,"of the Stalwart Shield","of the Stalwart Shield",False
154,"of the Stalwart Axe","of the Stalwart Axe",False
155,"Frontline Forerunner","Frontline Forerunner",True
156,"Lominsan Forerunner","Lominsan Forerunner",True
157,"Ul\xe2\x80\x98dahn Forerunner","Ul\xe2\x80\x98dahn Forerunner",True
158,"Gridanian Forerunner","Gridanian Forerunner",True
159,"Drone Sniper","Drone Sniper",True
160,"Heliodrome Hero","Heliodrome Hero",True
161,"Mob Hunter","Mob Hunter",True
162,"Mob Seeker","Mob Seeker",True
163,"Mob Tracker","Mob Tracker",True
164,"Bounty Hunter","Bounty Hunter",True
165,"Soldier of Fortune","Soldier of Fortune",True
166,"Captain of the Hunt","Captain of the Hunt",True
167,"Rafflesia Reaper","Rafflesia Reaper",True
168,"Melusine Mauler","Melusine Mauler",True
169,"the Avatar","the Avatar",False
170,"the Conqueror","the Conqueror",False
171,"the Disassembler","the Disassembler",False
172,,,False
173,"Coffer Bearer","Coffer Bearer",True
174,"Defender of Eorzea","Defender of Eorzea",True
175,"the Postman","the Postwoman",False
