0,,,0,0,0
1,"Shapeless Melody",,0,1,109
2,"Treasures of the Main",,1,2,109
3,"Legends Adrift",,2,3,109
4,"Never the Twain Shall Meet",,3,4,109
5,"Sundered Skies",,4,5,109
6,"Souls Gone Wild",,5,6,109
7,"Whispers in the Wood",,6,7,109
8,"Beckon of the Elementals",,7,8,109
9,"Flowers for All",,8,9,109
10,"Court in the Sands",,9,10,109
11,"Golden Sacrifices",,10,11,109
12,"Calamity Cometh",,11,12,109
13,"Fade to White",,12,13,109
14,"Together We Stand",,13,14,109
15,"Toll of the Warden",,14,15,109
16,"Forever Taken",,15,16,109
17,"Lord Errant",,16,17,109
18,"Of Men They Sing",,17,18,109
19,"Futures Perfect",,18,19,109
20,"The House Always Wins",,59,20,111
21,"Here There Be Pirates",,60,21,111
22,"Two Sides to Every Chip",,61,22,111
23,"All Bark and No Bite",,79,23,111
24,"Unalienable Rights",,80,24,111
25,"Thrill of the Fight",,81,25,111
26,"Bloody Baptism",,99,26,111
27,"Two-man Crew",,100,27,111
28,"Captain's Orders",,101,28,111
29,"Getting Started",,139,29,111
30,"Getting Started",,140,30,111
31,"Getting Started",,141,31,111
32,"Selecting a Different Path Companion",,143,32,111
33,"Filling the Quiver",,159,33,111
34,"The Foreboding Forest",,160,34,111
35,"There Can Be Only One",,161,35,111
36,"A Wailing Welcome",,179,36,111
37,"Culture Shock",,180,37,111
38,"Necessary Evils",,181,38,111
39,"The Big Payback",,239,39,111
40,"Revelry in Rivalry",,240,40,111
41,"Law and the Order",,241,41,111
42,"Dendrological Duties",,259,42,111
43,"Good Knight, Sweet Dreams",,260,43,111
44,"The Call of Nature",,261,44,111
45,"The Mouths of Babes",,299,45,111
46,"Hide and Seek Shenanigans",,300,46,111
47,"Spanning the Spectrum",,301,47,111
48,"An Ear for Quality",,319,48,111
49,"Song of the Sirens",,320,49,111
50,"The Sound of Silence",,321,50,111
51,"She Walks in Beauty",,359,51,111
52,"F'lhaminn's Flower",,360,52,111
53,"Struck Through the Heart",,361,53,111
54,"The Silent Partners",,379,54,111
55,"Designer Imposters",,380,55,111
56,"Head of the Class",,381,56,111
57,"Hoodwinked",,399,57,111
58,"Dance the Night Away",,400,58,111
59,"A Fruitful Murder",,401,59,111
60,"Sleep, Cousin of Death",,419,60,111
61,"The Boy and the Dragon Gay",,420,61,111
62,"Dream On, Dream Away",,421,62,111
63,"Showdown",,439,63,111
64,"Mystery of the Gastronome Gone Home",,440,64,111
65,"Something in the Soup",,441,65,111
66,"A Piece of History",,459,66,111
67,"Little Saboteurs",,460,67,111
