0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
1,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
2,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
3,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
4,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
5,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
6,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
7,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
8,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
9,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
10,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
11,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
12,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
13,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
14,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
15,"\xe5\xbf\x85\xe8\xa6\x81MGP\xef\xbc\x9a\x02x06\xe8\x02\xff\x02,\x03MGP","\xe3\x82\x84\xe3\x82\x8","\xe3\x82\x84\xe3\x82\x8b(\xe7\x84\xa1\xe6\x96\x99\xe5\x88\xb8)","\xe3\x82\xad\xe3\x83\xa3\xe3\x83\xb3\xe3\x82\xbb\xe3\x83\xa",,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,False
16,"\xe6\x8c\x91\xe6\x88\xa6\xe3\x81\xab\xe3\x81\xaf\x02 \x03\xe8\x02\x03MGP\xe3\x81\x8c\xe5\xbf\x85\xe8\xa6\x81\xe3\x81\xa7\xe3\x81\x99\xe3\x80\x82\x02\x10\x01\x03\xe3\x82\x88\xe3\x82\x8d\xe3\x81\x97\xe3\x81\x84\xe3\x81\xa7\xe3\x81\x99\xe3\x81\x8b\xef\xbc\x9f\x02\x10\x01\x03[\xe6\x89\x80\xe6\x8c\x81MGP\xef\xbc\x9a\x02x06\xe8\x03\xff\x02,\x03]\x02\x10\x01\x03[\xe6\xae\x8b\xe3\x82\x8a\xe6\x8c\x91\xe6\x88\xa6\xe5\x9b\x9e\xe6\x95\xb0\xef\xbc\x9a\x02 \x03\xe8\x05\x03\xe5\x9b\x9e]","\xe3\x81\xaf\xe3\x81\x84","\xe3\x81\x84\xe3\x81\x84\xe3\x81\x88",,,,,,,,,0,764,0,0,0,0,0,0,0,0,0,0,2,0,2,False
17,"\xe3\x81\xa9\xe3\x81\x86\xe3\x82\x84\xe3\x82\x89\xe3\x80\x81MGP\xe3\x81\x8c\xe8\xb6\xb3\xe3\x82\x8a\xe3\x81\xaa\xe3\x81\x84\xe3\x82\x88\xe3\x81\x86\xe3\x81\xa7\xe3\x81\x99\xe3\x81\xad\xe2\x80\xa6\xe2\x80\xa6\xe3\x80\x82\x02\x10\x01\x03\xe3\x81\xbe\xe3\x81\x9a\xe3\x81\xaf\xe3\x80\x81\xe3\x80\x8cMGP\xe4\xba\xa4\xe6\x8f\x9b\xe7\xaa\x93\xe5\x8f\xa3\xe3\x80\x8d\xe3\x82\x92\xe8\xa6\x97\xe3\x81\x84\xe3\x81\xa6\xe3\x81\xbf\xe3\x81\xa6\xe3\x81\xaf\xe3\x81\x84\xe3\x81\x8b\xe3\x81\x8c\xe3\x81\xa7\xe3\x81\x97\xe3\x82\x87\xe3\x81\x86\xef\xbc\x9f",,,,,,,,,,,44,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False
18,"\xe3\x81\x8a\xe3\x82\x84\xe3\x80\x81\xe3\x81\x8a\xe5\xae\xa2\xe6\xa7\x98\xe3\x81\xaf\xe3\x80\x81\xe5\x85\x88\xe3\x81\xbb\xe3\x81\xa9\xe3\x82\x82\xe6\x8c\x91\xe6\x88\xa6\xe3\x81\x97\xe3\x81\xa6\xe3\x82\x89\xe3\x81\xa3\xe3\x81\x97\xe3\x82\x83\xe3\x81\x84\xe3\x81\xbe\xe3\x81\x97\xe3\x81\x9f\xe3\x81\xad\xe2\x80\xa6\xe2\x80\xa6\xe3\x80\x82\x02\x10\x01\x03\xe3\x80\x8c\xe3\x83\x9f\xe3\x83\x8b\xe3\x83\xbb\xe3\x81\x8f\xe3\x81\x98\xe3\x83\x86\xe3\x83\xb3\xe3\x83\x80\xe3\x83\xbc\xe3\x80\x8d\xe3\x82\x92\xe6\xb0\x97\xe3\x81\xab\xe5\x85\xa5\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x84\xe3\x81\x9f\xe3\x81\xa0\xe3\x81\x8d\xe5\x85\x89\xe6\xa0\x84\xe3\x81\xa7\xe3\x81\x99\xe3\x81\x8c\xe3\x80\x81\x02\x10\x01\x03\xe3\x81\x8a\xe3\x81\xb2\xe3\x81\xa8\xe3\x82\x8a\xe6\xa7\x98\xe3\x81\xab\xe3\x81\xa4\xe3\x81\x8d\xe3\x80\x81\xe6\x8c\x91\xe6\x88\xa6\xe3\x81\xaf3\xe5\x9b\x9e\xe3\x81\xbe\xe3\x81\xa7\xe3\x81\xa8\xe3\x81\xaa\xe3\x81\xa3\xe3\x81\xa6\xe3\x81\x8a\xe3\x82\x8a\xe3\x81\xbe\xe3\x81\x99\xe2\x80\xa6\xe2\x80\xa6\xe3\x80\x82",,,,,,,,,,,45,0,0,0,0,0,0,0,0,0,0,0,1,0,2,False
19,"\xe7\xac\xac\x02 \x03\xe8\x04\x03\xe5\x9b\x9e\xe3\x80\x8c\xe3\x83\x9f\xe3\x83\x8b\xe3\x83\xbb\xe3\x81\x8f\xe3\x81\x98\xe3\x83\x86\xe3\x83\xb3\xe3\x83\x80\xe3\x83\xbc\xe3\x80\x8d\xe3\x82\x92\xe9\x96\x8b\xe5\x82\xac\xe4\xb8\xad\xe3\x81\xa7\xe3\x81\x99\xef\xbc\x81\x02\x10\x01\x03\xe4\xbb\x8a\xe6\x97\xa5\xe3\x81\xa8\xe3\x81\x84\xe3\x81\x86\xe6\x97\xa5\xe3\x81\xae\xe9\x81\x8b\xe8\xa9\xa6\xe3\x81\x97\xe3\x81\xab\xe3\x80\x81\xe3\x81\x84\xe3\x81\x8b\xe3\x81\x8c\xe3\x81\xa7\xe3\x81\x97\xe3\x82\x87\xe3\x81\x86\xe3\x81\x8b\xef\xbc\x9f",,,,,,,,,,,16,764,0,0,0,0,0,0,0,0,0,0,1,0,2,False
