0,,,,0,0,0,0
1,,,,150011,0,0,0
2,,,,150012,0,0,0
3,,,,0,0,0,0
4,,,,0,0,0,0
5,"Les personnages proposant des qu\xc3\xaates sont facilement reconnaissables gr\xc3\xa2ce \xc3\xa0 l'icone en forme de \x02\x13\x06\xfe\xff\xff\xfff\x03point d'exclamation\x02\x13\x02\xec\x03 au-dessus de leur t\xc3\xaate.\x02\x10\x01\x03\x02\x10\x01\x03Faites un \x02\x13\x06\xfe\xff\xff\xfff\x03clic droit\x02\x13\x02\xec\x03 sur Ryssfloh pour lancer la qu\xc3\xaate.","Les personnages proposant des qu\xc3\xaates sont facilement reconnaissables gr\xc3\xa2ce \xc3\xa0 l'icone en forme de \x02\x13\x06\xfe\xff\xff\xfff\x03point d'exclamation\x02\x13\x02\xec\x03 au-dessus de leur t\xc3\xaate.\x02\x10\x01\x03\x02\x10\x01\x03Faites un \x02\x13\x06\xfe\xff\xff\xfff\x03clic droit\x02\x13\x02\xec\x03 sur Bertennant pour lancer la qu\xc3\xaate.","Les personnages proposant des qu\xc3\xaates sont facilement reconnaissables gr\xc3\xa2ce \xc3\xa0 l'icone en forme de \x02\x13\x06\xfe\xff\xff\xfff\x03point d'exclamation\x02\x13\x02\xec\x03 au-dessus de leur t\xc3\xaate.\x02\x10\x01\x03\x02\x10\x01\x03Faites un \x02\x13\x06\xfe\xff\xff\xfff\x03clic droit\x02\x13\x02\xec\x03 sur Wymond pour lancer la qu\xc3\xaate.",150021,1,1,1
6,"Les personnages proposant des qu\xc3\xaates sont facilement reconnaissables gr\xc3\xa2ce \xc3\xa0 l'icone en forme de \x02\x13\x06\xfe\xff\xff\xfff\x03point d'exclamation\x02\x13\x02\xec\x03 au-dessus de leur t\xc3\xaate.\x02\x10\x01\x03\x02\x10\x01\x03Pour lancer la qu\xc3\xaate, ciblez Ryssfloh et pressez ensuite la touche \x02\x13\x06\xfe\xff\xff\xfff\x03Confirmer\x02\x13\x02\xec\x03.","Les personnages proposant des qu\xc3\xaates sont facilement reconnaissables gr\xc3\xa2ce \xc3\xa0 l'icone en forme de \x02\x13\x06\xfe\xff\xff\xfff\x03point d'exclamation\x02\x13\x02\xec\x03 au-dessus de leur t\xc3\xaate.\x02\x10\x01\x03\x02\x10\x01\x03Pour lancer la qu\xc3\xaate, ciblez Bertennant et pressez ensuite la touche \x02\x13\x06\xfe\xff\xff\xfff\x03Confirmer\x02\x13\x02\xec\x03.","Les personnages proposant des qu\xc3\xaates sont facilement reconnaissables gr\xc3\xa2ce \xc3\xa0 l'icone en forme de \x02\x13\x06\xfe\xff\xff\xfff\x03point d'exclamation\x02\x13\x02\xec\x03 au-dessus de leur t\xc3\xaate.\x02\x10\x01\x03\x02\x10\x01\x03Pour lancer la qu\xc3\xaate, ciblez Wymond et pressez ensuite la touche \x02\x13\x06\xfe\xff\xff\xfff\x03Confirmer\x02\x13\x02\xec\x03.",150022,1,1,1
7,,,,0,0,0,0
8,,,,0,0,0,0
9,,,,0,0,0,0
10,"Lorsque vous lancez une qu\xc3\xaate, une fen\xc3\xaatre vous pr\xc3\xa9sentant bri\xc3\xa8vement son contenu ainsi que la r\xc3\xa9compense appara\xc3\xaet \xc3\xa0 l'\xc3\xa9cran.\x02\x10\x01\x03Si cela vous int\xc3\xa9resse et que vous vous sentez \xc3\xa0 la hauteur de la t\xc3\xa2che, n'h\xc3\xa9sitez pas et cliquez sur \x02\x13\x06\xfe\xff\xff\xfff\x03Accepter\x02\x13\x02\xec\x03.",,,150121,1,1,0
11,"Lorsque vous lancez une qu\xc3\xaate, une fen\xc3\xaatre vous pr\xc3\xa9sentant bri\xc3\xa8vement son contenu ainsi que la r\xc3\xa9compense appara\xc3\xaet \xc3\xa0 l'\xc3\xa9cran.\x02\x10\x01\x03Si cela vous int\xc3\xa9resse et que vous vous sentez \xc3\xa0 la hauteur de la t\xc3\xa2che, n'h\xc3\xa9sitez pas et s\xc3\xa9lectionnez \x02\x13\x06\xfe\xff\xff\xfff\x03Accepter\x02\x13\x02\xec\x03.",,,150121,1,1,0
12,,,,0,0,0,0
13,,,,0,0,0,0
14,,,,0,0,0,0
15,"Lorsque vous remplissez tous les objectifs d'une qu\xc3\xaate, vous recevez une \x02\x13\x06\xfe\xff\xff\xfff\x03r\xc3\xa9compense\x02\x13\x02\xec\x03. Celle-ci peut prendre la forme de points d'exp\xc3\xa9rience, de gils, ou encore d'objets.\x02\x10\x01\x03\x02\x10\x01\x03Parlez \xc3\xa0 Baderon et accomplissez votre premi\xc3\xa8re qu\xc3\xaate\x02\x1d\x01\x03!","Lorsque vous remplissez tous les objectifs d'une qu\xc3\xaate, vous recevez une \x02\x13\x06\xfe\xff\xff\xfff\x03r\xc3\xa9compense\x02\x13\x02\xec\x03. Celle-ci peut prendre la forme de points d'exp\xc3\xa9rience, de gils, ou encore d'objets.\x02\x10\x01\x03\x02\x10\x01\x03Parlez \xc3\xa0 Miounne et accomplissez votre premi\xc3\xa8re qu\xc3\xaate\x02\x1d\x01\x03!","Lorsque vous remplissez tous les objectifs d'une qu\xc3\xaate, vous recevez une \x02\x13\x06\xfe\xff\xff\xfff\x03r\xc3\xa9compense\x02\x13\x02\xec\x03. Celle-ci peut prendre la forme de points d'exp\xc3\xa9rience, de gils, ou encore d'objets.\x02\x10\x01\x03\x02\x10\x01\x03Parlez \xc3\xa0 Momodi et accomplissez votre premi\xc3\xa8re qu\xc3\xaate\x02\x1d\x01\x03!",150811,1,1,1
