0,"Abenteurer","ABE","Abenteurerin",0,"Adventurer",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,30,0,0,0,0,0,0,0,1,-1,-1,-1,127
1,"Gladiator","GLA","Gladiatorin",0,"Gladiator",0,0,0,1601,0,110,50,95,100,90,50,95,80,100,100,100,100,100,100,197,198,199,3359,0,0,30,1,0,1,1,3,3,1,1,1,0,-1,0
2,"Faustk\xc3\xa4mpfer","FST","Faustk\xc3\xa4mpferin",0,"Pugilist",0,0,0,1680,0,105,35,100,95,100,45,85,60,100,100,100,100,100,100,200,201,202,3360,0,0,30,2,0,2,2,3,1,2,1,0,1,-1,1
3,"Marodeur","MAR","Marodeurin",0,"Marauder",0,0,0,1749,0,115,30,100,100,90,30,50,40,100,100,100,100,100,100,197,198,4240,3359,0,0,30,3,0,3,1,1,3,3,1,2,2,-1,2
4,"Pikenier","PIK","Pikenierin",0,"Lancer",0,0,0,1819,0,110,40,105,100,95,40,60,70,100,100,100,100,100,100,200,201,4242,3360,0,0,30,4,0,4,2,2,1,4,1,4,3,-1,3
5,"Waldl\xc3\xa4ufer","WDL","Waldl\xc3\xa4uferin",0,"Archer",0,0,0,1889,0,100,70,85,95,105,80,75,80,100,100,100,100,100,100,4238,4239,4244,4249,0,0,30,5,0,5,3,2,2,5,1,3,4,-1,4
6,"Druide","DRU","Druidin",0,"Conjurer",0,0,0,1995,0,100,115,50,95,100,100,105,110,100,100,100,100,100,100,206,207,208,3362,0,0,31,6,0,6,4,2,5,7,1,6,5,-1,5
7,"Thaumaturg","THM","Thaumaturgin",0,"Thaumaturge",0,0,0,2055,0,100,120,40,95,95,105,70,115,100,100,100,100,100,100,203,204,205,3361,0,0,31,7,0,7,3,3,4,8,1,5,6,-1,6
8,"Zimmerer","ZMR","Zimmerin",0,"Carpenter",10337,0,0,0,0,100,100,90,105,100,90,90,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,8,0,0,0,101,1,7,-1,0,127
9,"Grobschmied","GRS","Grobschmiedin",0,"Blacksmith",10338,0,0,0,0,100,100,105,90,90,90,100,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,9,0,0,0,102,1,8,-1,1,127
10,"Plattner","PLA","Plattnerin",0,"Armorer",10339,0,0,0,0,100,100,100,105,90,90,90,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,10,0,0,0,103,1,9,-1,2,127
11,"Goldschmied","GLD","Goldschmiedin",0,"Goldsmith",10340,0,0,0,0,100,100,90,90,105,100,90,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,11,0,0,0,104,1,10,-1,3,127
12,"Gerber","GER","Gerberin",0,"Leatherworker",10341,0,0,0,0,100,100,90,105,90,100,90,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,12,0,0,0,105,1,11,-1,4,127
13,"Weber","WEB","Weberin",0,"Weaver",10342,0,0,0,0,100,100,90,90,105,90,100,90,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,13,0,0,0,106,1,12,-1,5,127
14,"Alchemist","ALC","Alchemistin",0,"Alchemist",10343,0,0,0,0,100,100,90,90,90,105,90,100,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,14,0,0,0,107,1,13,-1,6,127
15,"Gourmet","GRM","Gourmet",0,"Culinarian",10344,0,0,0,0,100,100,90,90,90,90,105,100,100,100,100,100,100,100,0,0,0,0,0,0,33,0,0,15,0,0,0,108,1,14,-1,7,127
16,"Minenarbeiter","MIN","Minenarbeiterin",0,"Miner",0,0,0,0,0,100,100,100,90,90,90,100,90,100,100,100,100,100,100,0,0,0,0,0,0,32,0,0,16,0,0,0,201,1,15,-1,-1,127
17,"G\xc3\xa4rtner","G\xc3\x84R","G\xc3\xa4rtnerin",0,"Botanist",0,0,0,0,0,100,100,90,90,100,100,90,90,100,100,100,100,100,100,0,0,0,0,0,0,32,0,0,17,0,0,0,202,1,16,-1,-1,127
18,"Fischer","FIS","Fischerin",0,"Fisher",0,0,0,0,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,0,0,0,0,0,32,0,0,18,0,0,0,203,1,17,-1,-1,127
19,"Paladin","PLD","Paladin",4299957033,"Paladin",4542,66656,66596,0,0,120,60,100,110,95,60,100,85,100,100,100,100,100,100,197,198,199,3359,0,0,30,8,1,1,1,0,3,51,1,1,-1,-1,0
