0,,,,0,0,0
1,"Start Game",,,0,0,0
2,"Configuration",,,0,0,0
3,"Opening Movie",,,0,0,0
4,"Credits",,,0,0,0
5,,,,0,0,0
6,"Calibrate controller?\x02\x10\x01\x03\xe2\x80\xbbSettings can be changed at any time via the System Configuration menu.",,,0,0,0
7,"Yes",,,0,0,0
8,"No",,,0,0,0
9,,,,0,0,0
10,"Service Account",,,0,0,0
11,"Select a service account.",,,0,0,0
12,"Version: \x02)\x03\xea\x02\x03 (\x02)\x03\xea\x03\x03)",,,0,0,0
13,"\x02\x13\x06\xfe\xff\xff{\x1a\x03Warning!\x02\x13\x02\xec\x03 Screen resolution is set to Low (480p/i 576p/i)\x02\x10\x01\x03The recommended setting is High (720p).",,,0,0,0
14,,,,0,0,0
15,"OK",,,0,0,0
16,"Cancel",,,0,0,0
17,"Select the features you wish to change from the list on the right. Those marked with ??? have yet to be confirmed.",,,0,0,0
18,"Select the features you wish to change from the list on the right and press OK to reflect the changes.",,,0,0,0
19,"Select the features you wish to change from the list on the right. Those marked with ??? have yet to be confirmed.",,,0,0,0
20,"Delete",,,0,0,0
21,"Delete \x02)\x03\xea\x02\x03?",,,0,0,0
22,"Yes.",,,0,0,0
23,"Change Name",,,0,0,0
24,"Change Retainer Name",,,0,0,0
25,"Log in with \x02)\x03\xea\x02\x03?",,,0,0,0
26,"A name change is required to log in with this character.",,,0,0,0
27,"A name change is required to log in with this character.",,,0,0,0
28,"Change this character's name to \x02)\x03\xea\x02\x03?",,,0,0,0
29,"Change this retainer's name to \x02)\x03\xea\x02\x03?",,,0,0,0
30,"New Character",,,0,0,0
31,"Quit character creation and lose all progress?",,,0,0,0
32,"Begin a new game with this character?",,,0,0,0
33,"Create a new character?",,,0,0,0
34,"You cannot create any more characters. To create a new character you must first delete an existing one.",,,0,0,0
35,"\x02 \x03\xe8\x02\x03/\x02 \x03\xe8\x03\x03",,,0,0,0
36,"Location",,,0,0,0
37,"\x02\t\xba\xe8\x03\xff\x041st\xff\x042nd\xff\x043rd\xff\x044th\xff\x045th\xff\x046th\xff\x047th\xff\x048th\xff\x049th\xff\x0510th\xff\x0511th\xff\x0512th\xff\x0513th\xff\x0514th\xff\x0515th\xff\x0516th\xff\x0517th\xff\x0518th\xff\x0519th\xff\x0520th\xff\x0521st\xff\x0522nd\xff\x0523rd\xff\x0524th\xff\x0525th\xff\x0526th\xff\x0527th\xff\x0528th\xff\x0529th\xff\x0530th\xff\x0531st\xff\x0532nd\x03 Sun of the \x02\t\x93\xe8\x02\xff\x0b1st Astral\xff\x0b1st Umbral\xff\x0b2nd Astral\xff\x0b2nd Umbral\xff\x0b3rd Astral\xff\x0b3rd Umbral\xff\x0b4th Astral\xff\x0b4th Umbral\xff\x0b5th Astral\xff\x0b5th Umbral\xff\x0b6th Astral\xff\x0b6th Umbral\x03 Moon",,,0,0,0
38,"\xef\xbc\x88\x02 \x03\xe8\x02\x03/\x02 \x03\xe8\x03\x03\xef\xbc\x89",,,0,0,0
39,,,,0,0,0
40,"First Astral Moon",,,0,0,0
41,"First Umbral Moon",,,0,0,0
42,"Second Astral Moon",,,0,0,0
43,"Second Umbral Moon",,,0,0,0
44,"Third Astral Moon",,,0,0,0
45,"Third Umbral Moon",,,0,0,0
46,"Fourth Astral Moon",,,0,0,0
47,"Fourth Umbral Moon",,,0,0,0
48,"Fifth Astral Moon",,,0,0,0
49,"Fifth Umbral Moon",,,0,0,0
50,"Sixth Astral Moon",,,0,0,0
51,"Sixth Umbral Moon",,,0,0,0
52,,,,0,0,0
