0,,,,,,0,0,0,1,0,0,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,45,15,10,10,0,100,0,0,0,-1,True
1,"chocobo destrier","chocobos destriers","Vous appelez le chocobo de bataille que votre grande compagnie vous a allou\xc3\xa9.","Les grandes compagnies se fournissent aupr\xc3\xa8s des meilleurs haras ishgardais pour obtenir leurs montures. Les roussins sont destin\xc3\xa9s aux soldats de taille moyenne, les robustes destriers aux Roegadyns, et les petits genets belahdiens\x02\x10\x01\x03aux Lalafells.","Kw\xc3\xa9\x02\x1d\x01\x03!",0,0,0,1,0,0,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",1.0,1.0499999523162842,0.6000000238418579,0.8999999761581421,1.100000023841858,1.0800000429153442,0.8999999761581421,1.0,0.6000000238418579,0.8500000238418579,1.100000023841858,0.8199999928474426,1,65536,65536,65537,0,2,374,0,62,4401,0,2,45,15,20,20,1,100,0,0,0,0,True
2,,,,,,0,0,0,1,0,0,,,"SE_Bt_Etc_ChocoboBye",1.0,1.0499999523162842,0.6000000238418579,0.8999999761581421,1.100000023841858,1.0800000429153442,0.8999999761581421,1.0,0.6000000238418579,0.8500000238418579,1.100000023841858,0.8199999928474426,1,65537,65537,65537,65537,3,0,0,61,0,0,0,45,15,20,20,0,100,0,0,0,-1,True
3,,,,,,0,0,0,1,0,0,,,"SE_Bt_Etc_ChocoboBye",1.0,1.0499999523162842,0.6000000238418579,0.8999999761581421,1.100000023841858,1.0800000429153442,0.8999999761581421,1.0,0.6000000238418579,0.8500000238418579,1.100000023841858,0.8199999928474426,1,65552,65552,65537,0,3,0,0,61,0,0,0,45,15,2,9,0,100,0,0,0,-1,True
4,"goobbue","goobbues","La corne de forme \xc3\xa9trange que vous a donn\xc3\xa9e le m\xc3\xa9nestrel errant vous permet d'appeler un \xc3\xa9norme goobbue.","Le m\xc3\xa9nestrel errant vous a offert en gage de reconnaissance une corne magique permettant d'appeler un goobbue. Ces animaux ne sont g\xc3\xa9n\xc3\xa9ralement pas dociles, mais celui-ci est semble-t-il un m\xc3\xa9lomane qui a suivi le barde\x02\x10\x01\x03durant ses voyages dans tout\x02\x10\x01\x03\xc3\x89orz\xc3\xa9a, charm\xc3\xa9 par sa musique.","(b\xc3\xa2illement)",0,0,0,1,0,0,"SE_Bt_Etc_GuuBooWhistle","SE_Bt_Etc_GuuBooWhistle_only","SE_Bt_Etc_GuuBooBye",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,200,0,1,0,0,4,0,0,121,4403,1,0,45,15,15,9,4,100,0,0,0,1,True
5,"chocobo Legacy","chocobos Legacy","Le ravage du continent par le Fl\xc3\xa9au et cinq longues ann\xc3\xa9es n'ont pas r\xc3\xa9ussi \xc3\xa0 affecter ce courageux animal. Il sera \xc3\xa0 vos c\xc3\xb4t\xc3\xa9s d'un simple coup de sifflet.","Vous ne pensiez pas revoir votre ch\xc3\xa8re monture apr\xc3\xa8s votre saut dans l'avenir. C'\xc3\xa9tait sans compter sur la fid\xc3\xa9lit\xc3\xa9 et la t\xc3\xa9nacit\xc3\xa9 de votre chocobo, qui a su vous retrouver apr\xc3\xa8s avoir err\xc3\xa9 cinq ans sans jamais accepter d'autre ma\xc3\xaetre.","Kw\xc3\xa9\xc3\xa9\x02\x1d\x01\x03!!",0,0,0,1,0,0,"SE_Bt_Etc_ChocoboWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_ChocoboBye",1.0,1.0499999523162842,0.6000000238418579,0.8999999761581421,1.100000023841858,1.0800000429153442,0.8999999761581421,1.0,0.6000000238418579,0.8500000238418579,1.100000023841858,0.8199999928474426,1,65545,65545,65545,65545,2,374,0,62,4402,0,2,45,15,20,20,1,100,0,0,0,2,True
6,"armure magitek","armures magitek","Vous pouvez appeler \xc3\xa0 vous une armure magitek, qui a \xc3\xa9t\xc3\xa9 modifi\xc3\xa9e par les ing\xc3\xa9nieurs des Forges de Garlond sous la direction de Cid.","Une armure magitek imp\xc3\xa9riale de type faucheuse. Cid et ses ing\xc3\xa9nieurs l'ont modifi\xc3\xa9e, en incorporant notamment un noyau magn\xc3\xa9tique similaire \xc3\xa0 ceux utilis\xc3\xa9s dans la fabrication des pantins.","Identification en cours...",0,0,1,1,1,0,"SE_Bt_Etc_MadoWhistle","SE_Bt_Etc_MadoWhistle_only","SE_Bt_Etc_MadoBye",1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2,0,131073,0,0,2,0,0,262,4406,2,0,45,15,0,10,3,77,0,0,0,3,True
7,,,,,,0,0,0,1,0,0,,,,1.0,1.0499999523162842,0.6000000238418579,0.8999999761581421,1.100000023841858,1.0800000429153442,0.8999999761581421,1.0,0.6000000238418579,0.8500000238418579,1.100000023841858,0.8199999928474426,311,0,1,0,0,5,0,0,121,0,0,0,45,15,0,0,0,100,0,0,0,-1,True
8,"coeurl","coeurls","Vous pouvez appeler un coeurl de combat, entra\xc3\xaen\xc3\xa9 depuis son plus jeune \xc3\xa2ge pour voir en vous un\x02\x08\x08\xe9\x05\xff\x02e\xff\x01\x03 ami\x02\x08\x08\xe9\x05\xff\x02e\xff\x01\x03... et non pas de la nourriture.",bxc3\x80 l'\xc3\xa9tat sauvage, ces f\xc3\xa9lins sont redout\xc3\xa9s pour leur incroyable rapidit\xc3\xa9 et leur f\xc3\xa9rocit\xc3\xa9. Mais au Proche-Orient, dont ils sont originaires, ils sont dress\xc3\xa9s gr\xc3\xa2ce \xc3\xa0 des m\xc3\xa9thodes particuli\xc3\xa8res inconnues des \xc3\x89orz\xc3\xa9ens et sont utilis\xc3\xa9s comme monture. Le v\xc3\xb4tre aurait \xc3\xa9t\xc3\xa9 \xc3\xa9lev\xc3\xa9 \xc3\xa0 Thavnair.","(feulement)",0,0,0,1,0,0,"SE_Bt_Etc_CuahrWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_CuahrBye",1.0,1.0499999523162842,0.6000000238418579,0.8999999761581421,1.100000023841858,1.100000023841858,0.8999999761581421,1.0,0.6000000238418579,0.8500000238418579,1.100000023841858,0.8199999928474426,70,0,1,0,0,2,0,0,121,4405,0,0,45,15,20,10,5,60,0,0,0,4,True
9,"ahriman","ahrimans","Vous appelez votre monture ahriman, une entit\xc3\xa9 entra\xc3\xaen\xc3\xa9e pour garder toujours l'\xc5\x93il sur vous.","Le n\xc3\xa9ant est une dimension par nature m\xc3\xa9connue, mais les savants s'accordent g\xc3\xa9n\xc3\xa9ralement pour hi\xc3\xa9rarchiser les cr\xc3\xa9atures qui l'habitent sur douze rangs. Les ahrimans feraient partie du cinqui\xc3\xa8me.","(regard fixe)",0,0,1,1,0,0,"SE_Bt_Etc_AhrimanWhistle","SE_Bt_Etc_ChocoboWhistle_only","SE_Bt_Etc_AhrimanBye",1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,167,0,1,0,0,2,0,0,121,4404,0,0,45,15,20,10,6,100,0,0,0,5,True
