0,,1,0,0,0,0
1,"Interacting",61103,80,81,82,2
2,"Interacting",61103,80,81,82,2
3,"Interacting",61103,80,81,82,5
4,"Interacting",61103,80,81,82,10
5,"Interacting",61103,80,81,82,15
6,"Interacting",61103,80,81,82,2
7,"Interacting",61103,80,81,82,5
8,"Interacting",61103,80,81,82,10
9,"Interacting",61103,80,81,82,15
10,"Waiting",61104,175,176,177,2
11,"Waiting",61104,175,176,177,2
12,"Waiting",61104,175,176,177,5
13,"Waiting",61104,175,176,177,10
14,"Interacting",61103,80,81,82,2
15,"Interacting",61103,80,81,82,2
16,"Interacting",61103,80,81,82,5
17,"Interacting",61103,80,81,82,10
18,"Interacting",61103,80,81,82,2
19,"Attuning",61105,169,170,171,5
20,"Interacting",61103,80,81,82,1
21,"Interacting",61103,80,81,82,2
22,"Interacting",61103,80,81,82,5
23,"Interacting",61103,172,173,174,1
24,"Interacting",61103,172,173,174,2
25,"Interacting",61103,172,173,174,5
26,"Aiding",61103,184,185,186,2
27,"Whistling",61104,178,179,180,2
28,"Standing Watch",61104,175,176,177,10
29,"Recording",61103,172,173,174,1
30,"Whistling",61103,178,179,180,2
31,"Interacting",61103,181,182,183,2
32,"Interacting",61103,181,182,183,5
33,"Interacting",61103,181,182,183,10
34,"Aiding",61103,184,185,186,2
35,"Aiding",61103,184,185,186,5
36,"Aiding",61103,184,185,186,10
37,"Interacting",61103,178,179,180,2
38,"Aiding",61103,172,173,174,2
39,"Aiding",61103,172,173,174,5
40,"Aiding",61103,172,173,174,10
41,"Surveying",61104,175,176,177,10
42,"Untying",61103,181,182,183,10
43,"Interacting",61103,172,173,174,10
44,"Interacting",61103,184,185,186,10
45,"Interacting",61103,172,173,174,2
46,"Interacting",61103,172,173,174,5
47,"Interacting",61103,172,173,174,10
48,"Spooking",61103,181,182,183,5
49,"Closing Valve",61103,181,182,183,5
50,"Surveying",61104,175,176,177,5
51,"Opening Valve",61103,181,182,183,5
52,"Interacting",61103,80,81,82,1
53,"Interacting",61103,181,182,183,2
54,"Interacting",61103,181,182,183,5
55,"Interacting",61103,181,182,183,10
56,"Standing Watch",61104,175,176,177,5
57,"Occupying",61103,172,173,174,2
58,"Occupying",61103,172,173,174,5
59,"Occupying",61103,172,173,174,10
60,"Attuning",61103,172,173,174,5
61,"Interacting",61103,0,0,0,2
