0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,1,50,1,1,4,1,17,5,6,0,0,0,5,5,5,2,3,0,0,50,0,100,0,0
3,2,0,1,50,4,2,3,1,58,138,54,0,0,0,1,138,1,5,3,0,0,50,1,50,0,0
4,2,0,1,50,4,1,7,1,34,78,6,0,0,0,2,78,1,2,3,2,0,50,1,50,0,0
5,2,0,1,50,4,3,4,1,40,38,5,0,0,0,2,38,133,1,1,2,0,50,1,50,0,0
6,2,0,1,50,4,2,5,1,113,69,15,0,0,0,1,69,129,1,3,2,0,50,1,25,0,0
7,2,0,1,50,4,4,4,1,58,69,5,0,0,0,2,69,133,1,1,2,0,50,1,50,0,0
8,2,0,1,50,4,2,5,1,113,69,15,0,0,0,1,69,129,1,3,2,0,50,1,25,0,0
9,4,1,1,50,8,3,4,1,111,12,13,0,0,0,0,12,0,0,0,0,0,50,1,0,0,0
10,4,1,1,50,8,3,2,1,21,12,5,0,0,0,0,12,0,0,0,0,0,50,1,0,0,0
11,4,1,1,50,8,2,4,1,137,36,30,0,0,0,3,36,3,4,3,1,0,50,1,50,0,0
12,4,1,1,50,8,3,1,1,74,12,30,0,0,0,0,12,0,0,0,0,0,50,1,0,0,0
13,1,0,1,75,1,1,1,1,152,57,4,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0
14,1,0,1,75,1,2,1,1,17,15,5,0,0,0,2,15,2,2,2,3,0,25,0,75,0,0
15,2,0,1,75,3,1,8,1,13,4,6,0,0,0,1,4,0,0,1,3,0,50,1,50,0,0
16,2,0,1,50,4,1,2,1,58,138,6,0,0,0,2,138,2,0,3,2,0,50,1,50,0,0
17,2,0,1,50,4,2,3,1,58,138,54,0,0,0,1,138,1,5,3,0,0,50,1,50,0,0
18,2,0,1,50,4,1,7,1,34,78,6,0,0,0,2,78,1,2,3,2,0,50,1,50,0,0
19,2,0,1,50,4,3,4,1,40,38,5,0,0,0,2,38,133,1,1,2,0,50,1,50,0,0
20,2,0,1,50,4,2,5,1,113,69,15,0,0,0,1,69,129,1,3,2,0,50,1,25,0,0
21,1,0,1,50,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
22,1,0,1,50,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
23,1,0,1,50,1,1,4,1,17,5,6,0,0,0,5,5,5,2,3,0,0,50,0,50,0,0
24,1,0,1,50,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
25,1,0,1,50,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0
