0,,,0
1,"Clear Skies","clear",60201
2,"Fair Skies","fair",60202
3,"Clouds","overcast",60203
4,"Fog","foggy",60204
5,"Wind","windy",60205
6,"Gales","gusty",60206
7,"Rain","rainy",60207
8,"Showers","showery",60208
9,"Thunder","thundery",60209
10,"Thunderstorms","experiencing thunderstorms",60210
11,"Dust Storms","dusty",60211
12,"Sandstorms","sandy",60212
13,"Hot Spells","hot",60213
14,"Heat Waves","blistering",60214
15,"Snow","snowy",60215
16,"Blizzards","blizzardy",60216
17,"Gloom","gloomy",60218
18,"Auroras","experiencing auroral activity",60217
19,"Darkness","dark",60251
20,"Tension","crackling with tension",60255
21,"Clouds","overcast",60203
22,"Storm Clouds","threatened by rain",60259
23,"Rough Seas","experiencing rough seas",60258
24,"Rough Seas","experiencing rough seas",60258
25,"Louring","loury",60257
26,"Heat Waves","blistering",60252
27,"Gloom","gloomy",60256
28,"Gales","gusty",60253
29,"Eruptions","erupting",60254
30,"Fair Skies","fair",60202
31,"Fair Skies","fair",60202
32,"Fair Skies","fair",60202
33,"Fair Skies","fair",60202
34,"Fair Skies","fair",60202
35,"Irradiance","irradiant",60260
36,"Core Radiation","radioactive",60261
37,"Core Radiation","radioactive",60261
38,"Core Radiation","radioactive",60261
39,"Core Radiation","radioactive",60261
40,"Shelf Clouds","unnaturally cloudy",60262
41,"Shelf Clouds","unnaturally cloudy",60262
42,"Shelf Clouds","unnaturally cloudy",60262
43,"Shelf Clouds","unnaturally cloudy",60262
44,"Oppression","oppressive",60264
45,"Oppression","oppressive",60264
46,"Oppression","oppressive",60264
47,"Oppression","oppressive",60264
48,"Oppression","oppressive",60264
49,"Umbral Wind","experiencing umbral wind",60219
50,"Umbral Static","experiencing umbral static",60220
51,"Smoke","smoky",60263
52,"Fair Skies","fair",60202
53,"Royal Levin","experiencing royal levin",60226
54,"Hyperelectricity","hyperelectric",60227
55,"Royal Levin","experiencing royal levin",60226
