0,,,0,0
1,"\xe7\x99\xbd\xe7\xbe\x8a\xe3\x81\xae\xe3\x83\x9e\xe3\x83\x8f\xe3\x83\x88\xe3\x83\x9e","\xe4\xb8\xbb\xe5\xbc\xb5\xe6\x84\x9f",0,0
2,"\xe9\x87\x91\xe7\x89\x9b\xe3\x81\xae\xe3\x83\x9e\xe3\x83\x8f\xe3\x83\x88\xe3\x83\x9e","\xe6\x89\x80\xe6\x9c\x89\xe6\x84\x9f",0,0
3,"\xe5\x8f\x8c\xe5\xad\x90\xe3\x81\xae\xe3\x83\x9e\xe3\x83\x8f\xe3\x83\x88\xe3\x83\x9e","\xe6\x80\x9d\xe8\x80\x83\xe6\x84\x9f",0,0
4,"\xe5\xb7\xa8\xe8\x9f\xb9\xe3\x81\xae\xe3\x83\x9e\xe3\x83\x8f\xe3\x83\x88\xe3\x83\x9e","\xe6\x84\x9f\xe5\xbf\x9c\xe6\x84\x9f",0,0
5,"\xe7\x8d\x85\xe5\xad\x90\xe3\x81\xae\xe3\x83\x9e\xe3\x83\x8f\xe3\x83\x88\xe3\x83\x9e","\xe6\x84\x8f\xe5\xbf\x97\xe6\x84\x9f",0,0
6,"\xe5\x87\xa6\xe5\xa5\xb3\xe3\x81\xae\xe3\x83\x9e\xe3\x83\x8f\xe3\x83\x88\xe3\x83\x9e","\xe5\x88\x86\xe6\x9e\x90\xe6\x84\x9f",0,0
7,"\xe5\xa4\xa9\xe7\xa7\xa4\xe3\x81\xae\xe3\x83\x9e\xe3\x83\x8f\xe3\x83\x88\xe3\x83\x9e","\xe6\xaf\x94\xe8\xbc\x83\xe6\x84\x9f",0,0
8,"\xe5\xa4\xa9\xe8\xa0\x8d\xe3\x81\xae\xe3\x83\x9e\xe3\x83\x8f\xe3\x83\x88\xe3\x83\x9e","\xe6\xac\xb2\xe6\x9c\x9b\xe6\x84\x9f",0,0
9,"\xe4\xba\xba\xe9\xa6\xac\xe3\x81\xae\xe3\x83\x9e\xe3\x83\x8f\xe3\x83\x88\xe3\x83\x9e","\xe7\x90\x86\xe8\xa7\xa3\xe6\x84\x9f",0,0
10,"\xe7\xa3\xa8\xe7\xbe\xaf\xe3\x81\xae\xe3\x83\x9e\xe3\x83\x8f\xe3\x83\x88\xe3\x83\x9e","\xe4\xbd\xbf\xe5\xbd\xb9\xe6\x84\x9f",0,0
11,"\xe5\xae\x9d\xe7\x93\xb6\xe3\x81\xae\xe3\x83\x9e\xe3\x83\x8f\xe3\x83\x88\xe3\x83\x9e","\xe8\xaa\x8d\xe8\xad\x98\xe6\x84\x9f",0,0
12,"\xe5\x8f\x8c\xe9\xad\x9a\xe3\x81\xae\xe3\x83\x9e\xe3\x83\x8f\xe3\x83\x88\xe3\x83\x9e","\xe4\xbf\xa1\xe4\xbb\xb0\xe6\x84\x9f",0,0
