0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"\xe5\x8b\x9d\xe5\x88\xa9\xe3\x81\xae\xe6\xa0\x84\xe5\x85\x89\xef\xbc\x9a\xe3\x83\xa9\xe3\x83\xb3\xe3\x82\xaf1","\xe3\x82\xa8\xe3\x83\x8d\xe3\x83\x9f\xe3\x83\xbc\xe3\x82\x92100\xe4\xbd\x93\xe8\xa8\x8e\xe4\xbc\x90\xe3\x81\x99\xe3\x82\x8",0,11,100,0,0,0,0,0,0,0,0,262,1,1,5,1,3
2,"\xe5\x8b\x9d\xe5\x88\xa9\xe3\x81\xae\xe6\xa0\x84\xe5\x85\x89\xef\xbc\x9a\xe3\x83\xa9\xe3\x83\xb3\xe3\x82\xaf2","\xe3\x82\xa8\xe3\x83\x8d\xe3\x83\x9f\xe3\x83\xbc\xe3\x82\x92500\xe4\xbd\x93\xe8\xa8\x8e\xe4\xbc\x90\xe3\x81\x99\xe3\x82\x8",0,11,500,0,0,0,0,0,0,0,0,262,2,1,5,1,3
3,"\xe5\x8b\x9d\xe5\x88\xa9\xe3\x81\xae\xe6\xa0\x84\xe5\x85\x89\xef\xbc\x9a\xe3\x83\xa9\xe3\x83\xb3\xe3\x82\xaf3","\xe3\x82\xa8\xe3\x83\x8d\xe3\x83\x9f\xe3\x83\xbc\xe3\x82\x921,000\xe4\xbd\x93\xe8\xa8\x8e\xe4\xbc\x90\xe3\x81\x99\xe3\x82\x8",0,11,1000,0,0,0,0,0,0,0,0,262,3,1,10,1,3
4,"\xe5\x8b\x9d\xe5\x88\xa9\xe3\x81\xae\xe6\xa0\x84\xe5\x85\x89\xef\xbc\x9a\xe3\x83\xa9\xe3\x83\xb3\xe3\x82\xaf4","\xe3\x82\xa8\xe3\x83\x8d\xe3\x83\x9f\xe3\x83\xbc\xe3\x82\x925,000\xe4\xbd\x93\xe8\xa8\x8e\xe4\xbc\x90\xe3\x81\x99\xe3\x82\x8",0,11,5000,0,0,0,0,0,0,0,0,262,4,1,10,1,3
5,"\xe5\x8b\x9d\xe5\x88\xa9\xe3\x81\xae\xe6\xa0\x84\xe5\x85\x89\xef\xbc\x9a\xe3\x83\xa9\xe3\x83\xb3\xe3\x82\xaf5","\xe3\x82\xa8\xe3\x83\x8d\xe3\x83\x9f\xe3\x83\xbc\xe3\x82\x9210,000\xe4\xbd\x93\xe8\xa8\x8e\xe4\xbc\x90\xe3\x81\x99\xe3\x82\x8",0,11,10000,0,0,0,0,0,0,0,0,262,5,1,10,1,3
6,"\xe5\x8b\x9d\xe5\x88\xa9\xe3\x81\xae\xe6\xa0\x84\xe5\x85\x89\xef\xbc\x9a\xe3\x83\xa9\xe3\x83\xb3\xe3\x82\xaf6","\xe3\x82\xa8\xe3\x83\x8d\xe3\x83\x9f\xe3\x83\xbc\xe3\x82\x9250,000\xe4\xbd\x93\xe8\xa8\x8e\xe4\xbc\x90\xe3\x81\x99\xe3\x82\x8",0,11,50000,0,0,0,0,0,0,0,9,262,6,1,10,1,3
7,"\xe6\x88\xa6\xe7\xa5\x9e\xe3\x83\x8f\xe3\x83\xab\xe3\x82\xaa\xe3\x83\xbc\xe3\x83\x8d\xe3\x81\xab\xe6\x84\x9b\xe3\x81\x95\xe3\x82\x8c\xe3\x81\x97\xe8\x80\x85","\xe3\x82\xa8\xe3\x83\x8d\xe3\x83\x9f\xe3\x83\xbc\xe3\x82\x92100,000\xe4\xbd\x93\xe8\xa8\x8e\xe4\xbc\x90\xe3\x81\x99\xe3\x82\x8",2907,11,100000,0,0,0,0,0,0,0,0,2554,7,1,30,1,3
8,"\xe5\xa4\xa7\xe7\x89\xa9\xe7\x8b\x99\xe3\x81\x84\xef\xbc\x9a\xe3\x83\xa9\xe3\x83\x8e\xe3\x82\xb7\xe3\x82\xa2","\xe3\x83\x90\xe3\x83\xad\xe3\x83\xa1\xe3\x83\x83\xe3\x83\x84\xe3\x80\x81\xe3\x82\xb9\xe3\x83\xaa\xe3\x83\x97\xe3\x83\xaa\xe3\x83\xbc\xe3\x82\xb5\xe3\x82\xa4\xe3\x82\xaf\xe3\x82\xb9\xe3\x80\x81\xe3\x82\xb0\xe3\x83\xab\xe3\x82\xbf\xe3\x83\x8a\xe3\x82\xb9\xe3\x82\xac\xe3\x83\xbc\xe3\x83\x86\xe3\x82\xa3\xe3\x80\x81\xe3\x83\x9c\xe3\x83\xa0\xe3\x83\x90\xe3\x83\xad\xe3\x83\xb3\xe3\x80\x81\xe3\x82\xa2\xe3\x83\xb3\xe3\x83\x8e\xe3\x82\xa6\xe3\x83\xb3\xe3\x82\xbd\xe3\x83\xab\xe3\x82\xb8\xe3\x83\xa3\xe3\x83\xbc\xe3\x80\x81\xe3\x82\xaa\xe3\x83\xbc\xe3\x83\xab\xe3\x83\x89\xe3\x82\xb7\xe3\x83\x83\xe3\x82\xaf\xe3\x82\xb9\xe3\x82\xa2\xe3\x83\xbc\xe3\x83\xa0\xe3\x82\xba\xe3\x80\x81\xe3\x82\xb0\xe3\x83\xac\xe3\x83\xbc\xe3\x83\x88\xe3\x83\x90\xe3\x83\x83\xe3\x83\x95\xe3\x82\xa1\xe3\x83\xad\xe3\x83\xbc\xe3\x82\x92\xe3\x81\x99\xe3\x81\xb9\xe3\x81\xa6\xe8\xa8\x8e\xe4\xbc\x90\xe3\x81\x99\xe3\x82\x8",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
9,"\xe5\xa4\xa7\xe7\x89\xa9\xe7\x8b\x99\xe3\x81\x84\xef\xbc\x9a\xe9\xbb\x92\xe8\xa1\xa3\xe6\xa3\xae","\xe3\x82\xa2\xe3\x83\xab\xe3\x82\xb7\xe3\x83\xa5\xe3\x80\x81\xe3\x82\xaf\xe3\x82\xa3\xe3\x83\xbc\xe3\x83\xb3\xe3\x83\x9c\xe3\x83\xaa\xe3\x83\xbc\xe3\x83\x88\xe3\x80\x81\xe3\x82\xb8\xe3\x83\xa3\xe3\x83\x83\xe3\x82\xab\xe3\x83\x8d\xe3\x82\xa4\xe3\x83\x97\xe3\x82\xb9\xe3\x80\x81\xe3\x82\xb7\xe3\x83\xad\xe3\x83\x83\xe3\x82\xb3\xe3\x80\x81\xe3\x83\x91\xe3\x82\xa4\xe3\x82\xa2\xe3\x80\x81\xe5\xa4\xaa\xe3\x81\xa3\xe8\x85\xb9\xe3\x81\xae\xe3\x83\x9b\xe3\x83\x83\xe3\x83\x88\xe3\x83\x9d\xe3\x83\x83\xe3\x82\xaf\xe3\x82\xb9\xe3\x80\x81\xe3\x83\x97\xe3\x83\xaa\xe3\x83\xb3\xe3\x82\xb9\xe3\x82\xaa\xe3\x83\x96\xe3\x83\x9a\xe3\x82\xb9\xe3\x83\x88\xe3\x82\x92\xe3\x81\x99\xe3\x81\xb9\xe3\x81\xa6\xe8\xa8\x8e\xe4\xbc\x90\xe3\x81\x99\xe3\x82\x8",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
