0,,,0,0,0
1,"Paroles sibyllines",,0,1,109
2,"Le tr\xc3\xa9sor du grand bleu",,1,2,109
3,"La l\xc3\xa9gende de Llymlaen",,2,3,109
4,"Duel sur le pont",,3,4,109
5,"Naufrage",,4,5,109
6,"La souillure",,5,6,109
7,"La col\xc3\xa8re des esprits",,6,7,109
8,"Les invit\xc3\xa9s",,7,8,109
9,"Un festival mouvement\xc3\xa9",,8,9,109
10,"La Cit\xc3\xa9 qui ne dort jamais",,9,10,109
11,"D\xc3\xa9g\xc3\xa2ts collat\xc3\xa9raux",,10,11,109
12,"Quand la mort frappe",,11,12,109
13,"Pr\xc3\xa9mices",,12,13,109
14,"Sauvetage d\xc3\xa9sesp\xc3\xa9r\xc3\xa9",,13,14,109
15,"Un dialogue de sourds",,14,15,109
16,"Une alliance risqu\xc3\xa9e",,15,16,109
17,"Le dieu des flammes",,16,17,109
18,"Lib\xc3\xa9rer les lib\xc3\xa9rateurs",,17,18,109
19,"Retrouvailles",,18,19,109
20,"L'art de l'usure",,59,20,111
21,"L'affaire des faux jetons",,60,21,111
22,"L'envers du jeton",,61,22,111
23,"Les \xc3\xa9liminatoires",,79,23,111
24,"Droits inali\xc3\xa9nables",,80,24,111
25,"Le tournoi",,81,25,111
26,"Le bapt\xc3\xaame des Bourreaux",,99,26,111
27,"Le bal des pirates",,100,27,111
28,"Tous les coups sont permis",,101,28,111
29,"Les comptoirs de l'auberge",,139,29,111
30,"Les comptoirs de l'auberge",,140,30,111
31,"Les comptoirs de l'auberge",,141,31,111
32,"J'aimerais changer de partenaire",,143,32,111
33,"Les fl\xc3\xa8ches divines",,159,33,111
34,"Sombre for\xc3\xaat",,160,34,111
35,"Blessures du pass\xc3\xa9",,161,35,111
36,"Les vigiles sombres",,179,36,111
37,"Choc de cultures",,180,37,111
38,"Un mal n\xc3\xa9cessaire",,181,38,111
39,"Les contrats de vendetta",,239,39,111
40,"La rivale",,240,40,111
41,"La parole de Nald'thal",,241,41,111
42,"Au service des esprits",,259,42,111
43,"Le r\xc3\xaave du chevalier",,260,43,111
44,"La voix des esprits",,261,44,111
45,"De bien jeunes professeurs",,299,45,111
46,"Les petits d\xc3\xa9mons",,300,46,111
47,"Le cadeau des esprits",,301,47,111
48,"Dur d'oreille",,319,48,111
49,"Le chant des sir\xc3\xa8nes",,320,49,111
50,"L'\xc3\xaele interdite",,321,50,111
51,"Donner forme \xc3\xa0 la beaut\xc3\xa9",,359,51,111
52,"La Fleur de F'lhaminn",,360,52,111
53,"Percec\xc5\x93ur",,361,53,111
