2000000,,,0,0,0,1,0,0,0,0,3,7,0,True
2000001,"\xe9\x80\x8f\xe6\x98\x8e\xe5\x90\x9b\xe2\x80\xbb\xce\xb1\xe6\x9c\xaa\xe4\xbd\xbf\xe7\x94\xa8",,0,0,0,1,0,0,0,1624,3,7,0,True
2000002,"\xe8\x8d\x89\xe3\x82\x80\xe3\x82\x89\xe3\x83\x86\xe3\x82\xb9\xe3\x83\x88\xe2\x80\xbb\xce\xb1\xe6\x9c\xaa\xe4\xbd\xbf\xe7\x94\xa8",,0,0,0,1,0,0,65538,1860,3,7,0,True
2000003,"\xe3\x82\xaf\xe3\x82\xa8\xe3\x82\xb9\xe3\x83\x88\xe3\x83\x84\xe3\x83\xbc\xe3\x83\xab\xe3\x83\x86\xe3\x82\xb9\xe3\x83\x88\xe2\x80\xbb\xce\xb1\xe6\x9c\xaa\xe4\xbd\xbf\xe7\x94\xa8",,0,0,0,1,0,0,0,1624,3,7,0,True
2000004,"\xe3\x82\xaf\xe3\x82\xa8\xe3\x82\xb9\xe3\x83\x88\xe3\x83\x84\xe3\x83\xbc\xe3\x83\xab\xe3\x83\x86\xe3\x82\xb9\xe3\x83\x88\xef\xbc\x92\xe2\x80\xbb\xce\xb1\xe6\x9c\xaa\xe4\xbd\xbf\xe7\x94\xa8",,0,0,0,1,0,0,0,1624,3,7,0,True
2000005,"\xe8\x8d\x89\xe3\x82\x80\xe3\x82\x89\xe2\x80\xbb\xce\xb1\xe6\x9c\xaa\xe4\xbd\xbf\xe7\x94\xa8",,0,0,0,1,0,0,0,1624,3,7,0,True
2000006,"\xe8\x8d\x89\xe3\x82\x80\xe3\x82\x89\xe2\x80\xbb\xce\xb1\xe6\x9c\xaa\xe4\xbd\xbf\xe7\x94\xa8",,0,0,0,1,0,0,0,1624,3,7,0,True
2000007,"\xe8\x8d\x89\xe3\x82\x80\xe3\x82\x89\xe2\x80\xbb\xce\xb1\xe6\x9c\xaa\xe4\xbd\xbf\xe7\x94\xa8",,0,0,0,1,0,0,0,1624,3,7,0,True
2000008,"arbre de l'Or\xc3\xa9e","arbres de l'Or\xc3\xa9e",0,0,1,1,0,0,65633,1625,3,7,0,True
2000009,"destination","destinations",0,0,0,1,1,0,65635,1625,3,7,0,True
