0,,0,0
1,"\xc3\x89pop\xc3\xa9e (A Realm Reborn)",61412,1
2,"Chroniques de la 7e \xc3\xa8re astrale",61412,1
3,"\xc3\x89pop\xc3\xa9e (Heavensward)",61412,2
4,"Chroniques d'une nouvelle \xc3\xa8re",61411,3
5,"Bahamut",61411,3
6,"La Tour de Cristal",61411,3
7,"Alexander",61411,3
8,"Primordiaux antiques",61411,3
9,"Histoire principale",61411,4
10,"Qu\xc3\xaates quotidiennes",61411,4
11,"Histoire principale",61411,5
12,"Qu\xc3\xaates quotidiennes",61411,5
13,"Histoire principale",61411,6
14,"Qu\xc3\xaates quotidiennes",61411,6
15,"Histoire principale",61411,7
16,"Qu\xc3\xaates quotidiennes",61411,7
17,"Histoire principale",61411,8
18,"Qu\xc3\xaates quotidiennes",61411,8
19,"Hildibrand, gentilhomme d\xc3\xa9tective",61411,9
20,"Le m\xc3\xa9nestrel errant",61411,9
21,"Les armes du zodiaque",61411,9
22,"Qu\xc3\xaates du Mog postier",61411,9
23,"Qu\xc3\xaates des tribus alli\xc3\xa9es",61411,9
24,"Clan des aventuriers de Doma",61411,9
25,"Noscea",61411,10
26,"Sombrelinceul",61411,11
27,"Thanalan",61411,12
28,"Coerthas",61411,13
29,"Mor Dhona",61411,14
30,"Ishgard",61411,15
31,"Abalathia",61411,16
32,"Avant-pays dravanien",61411,17
33,"Arri\xc3\xa8re-pays dravanien",61411,17
34,"\xc3\x89cume des cieux de Dravania",61411,17
35,"Idyll\xc3\xa9e",61411,17
36,"Azys Lla",61411,18
37,"Qu\xc3\xaates de gladiateur",62301,19
38,"Qu\xc3\xaates de pugiliste",62302,19
39,"Qu\xc3\xaates de maraudeur",62303,19
40,"Qu\xc3\xaates de ma\xc3\xaetre d'hast",62304,19
41,"Qu\xc3\xaates d'archer",62305,19
42,"Qu\xc3\xaates de surineur",62309,19
43,"Qu\xc3\xaates d'\xc3\xa9l\xc3\xa9mentaliste",62306,19
44,"Qu\xc3\xaates d'occultiste",62307,19
45,"Qu\xc3\xaates d'arcaniste",62308,19
46,"Qu\xc3\xaates de menuisier",62310,19
47,"Qu\xc3\xaates de forgeron",62311,19
48,"Qu\xc3\xaates d'armurier",62312,19
49,"Qu\xc3\xaates d'orf\xc3\xa8vre",62313,19
50,"Qu\xc3\xaates de tanneur",62314,19
51,"Qu\xc3\xaates de couturier",62315,19
52,"Qu\xc3\xaates d'alchimiste",62316,19
53,"Qu\xc3\xaates de cuisinier",62317,19
54,"Qu\xc3\xaates de mineur",62318,19
55,"Qu\xc3\xaates de botaniste",62319,19
56,"Qu\xc3\xaates de p\xc3\xaacheur",62320,19
57,"Qu\xc3\xaates de paladin",62401,20
58,"Qu\xc3\xaates de moine",62402,20
59,"Qu\xc3\xaates de guerrier",62403,20
60,"Qu\xc3\xaates de chevalier dragon",62404,20
61,"Qu\xc3\xaates de barde",62405,20
62,"Qu\xc3\xaates de ninja",62410,20
63,"Qu\xc3\xaates de mage blanc",62406,20
64,"Qu\xc3\xaates de mage noir",62407,20
65,"Qu\xc3\xaates d'invocateur",62408,20
66,"Qu\xc3\xaates d'\xc3\xa9rudit",62409,20
67,"Qu\xc3\xaates de chevalier noir",62412,20
68,"Qu\xc3\xaates de machiniste",62411,20
69,"Qu\xc3\xaates d'astromancien",62413,20
70,"Qu\xc3\xaates du Maelstrom",61401,21
71,"Qu\xc3\xaates de l'Ordre des deux vip\xc3\xa8res",61402,21
72,"Qu\xc3\xaates des Immortels",61403,21
73,"\xc3\x89v\xc3\xa9nements saisonniers",61411,22
74,"Qu\xc3\xaates sp\xc3\xa9ciales",61411,23
75,"Mandats de mercenariat",62501,24
76,"Mandats de menuisier",62502,28
77,"Mandats de forgeron",62503,29
78,"Mandats d'armurier",62504,30
79,"Mandats d'orf\xc3\xa8vre",62505,31
80,"Mandats de tanneur",62506,32
81,"Mandats de couturier",62507,33
82,"Mandats d'alchimiste",62508,34
83,"Mandats de cuisinier",62509,35
84,"Mandats de mineur",62510,25
85,"Mandats de botaniste",62511,26
86,"Mandats de p\xc3\xaacheur",62512,27
87,"Mandats de mercenariat",62501,36
88,"Mandats de menuisier",62502,40
89,"Mandats de forgeron",62503,41
90,"Mandats d'armurier",62504,42
91,"Mandats d'orf\xc3\xa8vre",62505,43
92,"Mandats de tanneur",62506,44
93,"Mandats de couturier",62507,45
94,"Mandats d'alchimiste",62508,46
95,"Mandats de cuisinier",62509,47
96,"Mandats de mineur",62510,37
97,"Mandats de botaniste",62511,38
98,"Mandats de p\xc3\xaacheur",62512,39
99,,0,0
100,,0,0
101,,0,0
102,"Mandats du Maelstrom",62513,49
103,"Mandats de l'Ordre des deux vip\xc3\xa8res",62514,49
104,"Mandats des Immortels",62515,49
105,"Donjons",61801,50
106,"Raids",61802,50
107,"D\xc3\xa9fis",61804,50
108,"Op\xc3\xa9rations de guilde",61803,50
109,"\xc3\x89pop\xc3\xa9e",0,51
110,"Qu\xc3\xaates annexes",0,51
111,"Qu\xc3\xaates de classe",0,51
112,"Qu\xc3\xaates de jo",0,51
113,"Qu\xc3\xaates de compagnie",0,51
