0,,,,0,0,0
1,"Jouer",,,0,0,0
2,"Configuration",,,0,0,0
3,"Film d'introduction",,,0,0,0
4,"G\xc3\xa9n\xc3\xa9rique",,,0,0,0
5,,,,0,0,0
6,"Param\xc3\xa9trer la manette\x02\x1d\x01\x03?\x02\x10\x01\x03* Ces r\xc3\xa9glages sont accessibles \xc3\xa0 tout moment depuis le menu Configuration syst\xc3\xa8me.",,,0,0,0
7,"Oui",,,0,0,0
8,"Non",,,0,0,0
9,,,,0,0,0
10,"Compte de service",,,0,0,0
11,"Choisissez le compte de service.",,,0,0,0
12,"Version du jeu\x02\x1d\x01\x03: \x02)\x03\xea\x02\x03 (\x02)\x03\xea\x03\x03)",,,0,0,0
13,"\x02\x13\x06\xfe\xff\xff{\x1a\x03Attention\x02\x13\x02\xec\x03\x02\x1d\x01\x03: Vous \xc3\xaates en mode basse r\xc3\xa9solution (480p/i ou 576p/i).\x02\x10\x01\x03Le mode haute r\xc3\xa9solution (720p) est recommand\xc3\xa9 pour un confort de jeu optimal.",,,0,0,0
14,,,,0,0,0
15,"OK",,,0,0,0
16,"Annuler",,,0,0,0
17,"S\xc3\xa9lectionnez la cat\xc3\xa9gorie que vous souhaitez modifier dans la liste de droite. Les cat\xc3\xa9gories indiquant \xe2\x80\x9c???\xe2\x80\x9d n'ont pas encore \xc3\xa9t\xc3\xa9 d\xc3\xa9finies.",,,0,0,0
18,"S\xc3\xa9lectionnez la cat\xc3\xa9gorie que vous souhaitez modifier dans la liste de droite. Une fois le changement effectu\xc3\xa9, cliquez sur OK pour valider.",,,0,0,0
19,"S\xc3\xa9lectionnez la cat\xc3\xa9gorie que vous souhaitez modifier dans la liste de droite. Les cat\xc3\xa9gories indiquant \xe2\x80\x9c???\xe2\x80\x9d n'ont pas encore \xc3\xa9t\xc3\xa9 d\xc3\xa9finies.",,,0,0,0
20,"Effacer",,,0,0,0
21,"Voulez-vous vraiment effacer \x02)\x03\xea\x02\x03\x02\x1d\x01\x03?",,,0,0,0
22,"Confirmer",,,0,0,0
23,"Renommer",,,0,0,0
24,"Renommer le servant",,,0,0,0
25,"Se connecter avec \x02)\x03\xea\x02\x03\x02\x1d\x01\x03?",,,0,0,0
26,"Vous devez renommer ce personnage pour vous connecter avec. Veuillez choisir un nouveau nom.",,,0,0,0
27,"Vous devez renommer ce personnage pour vous connecter avec.",,,0,0,0
28,"Renommer ce personnage \x02)\x03\xea\x02\x03\x02\x1d\x01\x03?",,,0,0,0
29,"Renommer ce servant \x02)\x03\xea\x02\x03\x02\x1d\x01\x03?",,,0,0,0
30,"Nouveau personnage",,,0,0,0
31,"Quitter la cr\xc3\xa9ation de personnage et perdre tous vos choix\x02\x1d\x01\x03?",,,0,0,0
32,"Commencer le jeu avec ce personnage\x02\x1d\x01\x03?",,,0,0,0
33,"Cr\xc3\xa9er un nouveau personnage\x02\x1d\x01\x03?",,,0,0,0
34,"Vous ne pouvez pas cr\xc3\xa9er de personnages suppl\xc3\xa9mentaires. Vous devez en effacer un avant de pouvoir en cr\xc3\xa9er un nouveau.",,,0,0,0
35,"\x02 \x03\xe8\x02\x03/\x02 \x03\xe8\x03\x03",,,0,0,0
36,"Zone",,,0,0,0
37,"\x02 \x03\xe8\x03\x03\x02\x08\x0c\xe4\xe8\x03\x02\xff\x03er\xff\x02e\x03 soleil de la \x02\t\xf0\xd0\xe8\x02\xff\x111re lune astrale\xff\x111re lune ombrale\xff\x102e lune astrale\xff\x102e lune ombrale\xff\x103e lune astrale\xff\x103e lune ombrale\xff\x104e lune astrale\xff\x104e lune ombrale\xff\x105e lune astrale\xff\x105e lune ombrale\xff\x106e lune astrale\xff\x106e lune ombrale\x03",,,0,0,0
38,"(\x02 \x03\xe8\x03\x03.\x02 \x03\xe8\x02\x03)",,,0,0,0
39,,,,0,0,0
40,"1re lune astrale",,,0,0,0
41,"1re lune ombrale",,,0,0,0
42,"2e lune astrale",,,0,0,0
43,"2e lune ombrale",,,0,0,0
44,"3e lune astrale",,,0,0,0
45,"3e lune ombrale",,,0,0,0
46,"4e lune astrale",,,0,0,0
47,"4e lune ombrale",,,0,0,0
48,"5e lune astrale",,,0,0,0
49,"5e lune ombrale",,,0,0,0
50,"6e lune astrale",,,0,0,0
51,"6e lune ombrale",,,0,0,0
52,,,,0,0,0
53,"\x02\t\x9b\xe8\x04\xff\x041er\xff\x032e\xff\x033e\xff\x034e\xff\x035e\xff\x036e\xff\x037e\xff\x038e\xff\x039e\xff\x0410e\xff\x0411e\xff\x0412e\xff\x0413e\xff\x0414e\xff\x0415e\xff\x0416e\xff\x0417e\xff\x0418e\xff\x0419e\xff\x0420e\xff\x0421e\xff\x0422e\xff\x0423e\xff\x0424e\xff\x0425e\xff\x0426e\xff\x0427e\xff\x0428e\xff\x0429e\xff\x0430e\xff\x0431e\xff\x0432e\x03 soleil de la \x02\t\xf0\xd0\xe8\x03\xff\x111re lune astrale\xff\x111re lune ombrale\xff\x102e lune astrale\xff\x102e lune ombrale\xff\x103e lune astrale\xff\x103e lune ombrale\xff\x104e lune astrale\xff\x104e lune ombrale\xff\x105e lune astrale\xff\x105e lune ombrale\xff\x106e lune astrale\xff\x106e lune ombrale\x03",,,0,0,0
54,,,,0,0,0
55,,,,0,0,0
56,"\x02)\x03\xea\x02\x03 \x02\t2\xe8\x03\xff\x01\xff\t(Legacy)\xff\x01\xff\t(Legacy)\xff\x07(Euro)\xff\x0e(Legacy/Euro)\x03",,,0,0,0
57,"Chargement de la liste des Mondes...",,,0,0,0
58,"Impossible de charger la liste des Mondes.",,,0,0,0
59,"Mettre \xc3\xa0 jour l'\xc3\xa9tat des Mondes. Cette option ne peut \xc3\xaatre utilis\xc3\xa9e qu'une fois \x02\x08,\xe2\xe8\x02\x02\xff\x0bpar minute\xff\x1atoutes les \x02 \x03\xe8\x02\x03 minutes\x03.",,,0,0,0
60,"Vous avez atteint le nombre maximum de personnages autoris\xc3\xa9s pour ce compte. Pour en cr\xc3\xa9er un nouveau, vous devez d'abord supprimer un personnage existant en choisissant \xe2\x80\x9cEffacer\xe2\x80\x9d \xc3\xa0 partir du sous-menu (clic droit ou touche \x02\x1e\x02\x0b\x03).",,,0,0,0
