0,"GM-Testserver","Zvahl",0,0,False
1,"C-Server (intern)","c-funereus",0,2,False
2,"C-Server (intern) Finder","c-contents",0,0,False
3,"C-Server (intern)","c-whiteae",0,1,False
4,"C-Server (intern)","c-baudinii",0,0,False
5,,"c-contents2",0,2,False
2054,,"KrOdin",0,0,False
2055,,"KrUltima",0,0,False
2056,,"KrMandragora",0,0,False
2057,,"KrTonberry",0,0,False
2058,,"KrExcalibur",0,0,False
2059,,"KrPhoenix",0,0,False
2060,,"KrAlexander",0,0,False
2050,,"KrBahamut",0,0,False
2062,,"KrLeviathan",0,0,False
2063,,"KrShiva",0,0,False
16,"Reserviert f\xc3\xbcr 1.0 Datenkonvertierung","konconv",0,0,False
2065,,"KrGilgamesh",0,0,False
2066,,"KrSabotender",0,0,False
2051,,"KrIfrit",0,0,False
2068,,"KrRagnarok",0,0,False
2069,,"KrRamia",0,0,False
23,"\xe2\x80\x9eWelt\xe2\x80\x9c bezeichnet einen Server f\xc3\xbcr FINAL FANTASY XIV: A Realm Reborn. Die Welt kann im Nachhinein nicht ohne besondere Ma\xc3\x9fnahmen gewechselt werden. Wenn du mit deinen Freunden zusammen spielen m\xc3\xb6chtest, solltest du die gleiche Welt w\xc3\xa4hlen, auf der auch deine Freunde spielen.\n\nDie Welten sind auf sechs Datenzentren verteilt, die bestimmten Regionen (Japan, Nordamerika, Europa) zugeteilt sind. Es wird empfohlen, eine Welt zu w\xc3\xa4hlen, die deinem Standort entspricht, aber grunds\xc3\xa4tzlich ist jede Welt w\xc3\xa4hlbar. \xe2\x80\x9eLegacy\xe2\x80\x9c bedeutet, dass die Welt von Version 1.x weitergef\xc3\xbchrt wird.\n\nGegenw\xc3\xa4rtig ausgew\xc3\xa4hltes Datenzentrum: Mana (f\xc3\xbcr Japan empfohlen)","Asura",1,3,True
24,"\xe2\x80\x9eWelt\xe2\x80\x9c bezeichnet einen Server f\xc3\xbcr FINAL FANTASY XIV: A Realm Reborn. Die Welt kann im Nachhinein nicht ohne besondere Ma\xc3\x9fnahmen gewechselt werden. Wenn du mit deinen Freunden zusammen spielen m\xc3\xb6chtest, solltest du die gleiche Welt w\xc3\xa4hlen, auf der auch deine Freunde spielen.\n\nDie Welten sind auf sechs Datenzentren verteilt, die bestimmten Regionen (Japan, Nordamerika, Europa) zugeteilt sind. Es wird empfohlen, eine Welt zu w\xc3\xa4hlen, die deinem Standort entspricht, aber grunds\xc3\xa4tzlich ist jede Welt w\xc3\xa4hlbar. \xe2\x80\x9eLegacy\xe2\x80\x9c bedeutet, dass die Welt von Version 1.x weitergef\xc3\xbchrt wird.\n\nGegenw\xc3\xa4rtig ausgew\xc3\xa4hltes Datenzentrum: Mana (f\xc3\xbcr Japan empfohlen)","Belias",1,3,True
25,"\xe2\x80\x9eWelt\xe2\x80\x9c bezeichnet einen Server f\xc3\xbcr FINAL FANTASY XIV: A Realm Reborn. Die Welt kann im Nachhinein nicht ohne besondere Ma\xc3\x9fnahmen gewechselt werden. Wenn du mit deinen Freunden zusammen spielen m\xc3\xb6chtest, solltest du die gleiche Welt w\xc3\xa4hlen, auf der auch deine Freunde spielen.\n\nDie Welten sind nach Standort der Server in zwei Gruppen aufgeteilt, Gruppe J f\xc3\xbcr Spieler in Japan, Gruppe NA/EU f\xc3\xbcr Spieler in Nordamerika oder Europa. Es wird empfohlen, eine Welt zu w\xc3\xa4hlen, die deinem Standort entspricht, aber grunds\xc3\xa4tzlich ist jede Welt w\xc3\xa4hlbar. \xe2\x80\x9eLegacy\xe2\x80\x9c bedeutet, dass die Welt von Version 1.x weitergef\xc3\xbchrt wird.","Chaos",1,0,True
26,"\xe2\x80\x9eWelt\xe2\x80\x9c bezeichnet einen Server f\xc3\xbcr FINAL FANTASY XIV: A Realm Reborn. Die Welt kann im Nachhinein nicht ohne besondere Ma\xc3\x9fnahmen gewechselt werden. Wenn du mit deinen Freunden zusammen spielen m\xc3\xb6chtest, solltest du die gleiche Welt w\xc3\xa4hlen, auf der auch deine Freunde spielen.\n\nDie Welten sind nach Standort der Server in zwei Gruppen aufgeteilt, Gruppe J f\xc3\xbcr Spieler in Japan, Gruppe NA/EU f\xc3\xbcr Spieler in Nordamerika oder Europa. Es wird empfohlen, eine Welt zu w\xc3\xa4hlen, die deinem Standort entspricht, aber grunds\xc3\xa4tzlich ist jede Welt w\xc3\xa4hlbar. \xe2\x80\x9eLegacy\xe2\x80\x9c bedeutet, dass die Welt von Version 1.x weitergef\xc3\xbchrt wird.","Hecatoncheir",1,0,True
