0,,0,137,100,0,0,0,0,0,0,-1,0,0,0,0,True
1,"default/00",0,137,100,21,21,0,1,0,0,-1,0,0,1,0,True
2,"f1t1/00",0,3,200,23,52,0,132,0,0,-1,2,2,1,0,True
3,"f1t2/00",0,4,200,23,53,0,133,0,0,-1,2,3,1,0,True
4,"f1f1/00",16382,5,100,23,54,0,148,0,0,0,2,5,1,0,True
5,"f1f2/00",1048574,6,100,23,55,0,152,0,0,0,2,6,1,0,False
6,"f1f3/00",131070,7,100,23,56,0,153,0,0,1,2,7,1,0,False
7,"f1f4/00",131070,8,100,23,57,0,154,0,0,2,2,8,1,0,False
8,"f1d1/00",4094,10,300,23,58,0,164,0,0,1,2,9,1,0,True
9,"f1r1/00",16382,21,200,23,61,0,169,0,0,2,2,10,1,0,True
10,"f1f1/01",0,20,200,23,106,0,0,0,0,-1,0,0,1,0,True
11,"s1t1/01",0,71,200,22,28,0,128,0,0,-1,1,2,1,0,True
12,"s1t2/00",0,72,200,22,29,0,129,0,0,-1,1,3,1,0,True
13,"w1t1/01",0,59,200,24,40,0,130,0,0,-1,3,2,1,0,True
14,"w1t2/01",0,60,200,24,41,373,131,0,0,-1,3,3,1,1,True
15,"s1f1/00",254,74,100,22,30,0,134,0,0,3,1,6,1,0,True
16,"s1f2/00",2046,75,100,22,31,0,135,0,0,4,1,7,1,0,True
17,"s1f3/00",32766,76,100,22,32,0,137,0,0,5,1,8,1,0,True
18,"s1f4/00",1048574,77,100,22,33,0,138,0,0,3,1,9,1,0,False
19,"s1f5/00",510,78,100,22,34,0,139,0,0,6,1,10,1,0,True
20,"w1f1/00",8190,40,100,24,42,0,140,0,0,7,3,6,1,0,True
21,"w1f2/00",16382,39,100,24,43,0,141,0,0,8,3,7,1,0,True
22,"w1f3/00",262142,41,100,24,44,0,145,0,0,4,3,8,1,0,False
23,"w1f4/01",1048574,42,100,24,45,0,146,0,0,5,3,9,1,0,False
24,"w1f5/00",510,43,100,24,46,0,147,0,0,9,3,10,1,0,True
25,"l1f1/01",131070,108,100,26,67,0,156,0,0,6,5,2,1,0,False
26,"s1ti/00",0,68,800,22,733,0,177,0,0,-1,0,0,1,0,True
27,"w1ti/00",0,70,800,24,617,0,178,0,0,-1,0,0,1,0,True
28,"f1ti/00",0,69,800,23,548,0,179,0,0,-1,0,0,1,0,True
29,"default/00",0,137,200,0,0,0,22,0,0,-1,0,0,1,0,True
30,"s1f6/00",510,79,100,22,350,0,180,0,0,10,1,11,1,0,True
31,"s1d1/00",4094,80,200,22,35,0,157,0,0,11,1,12,1,0,True
32,"s1d3/00",1022,82,200,22,37,0,159,0,0,12,1,14,1,0,True
33,"s1fa/00",0,137,400,22,359,0,206,0,0,-1,0,0,1,0,True
34,"w1d1/01",6,44,200,24,48,849,161,0,0,13,3,11,1,1,True
35,"w1fa/00",0,137,400,24,357,0,202,0,0,-1,0,0,1,0,True
36,"f1fa/00",0,137,400,23,360,0,207,0,0,-1,0,0,1,0,True
37,"r1d1/00",1022,103,200,25,401,0,168,0,0,14,4,6,1,0,True
38,"r1r2/00",2046,106,200,25,65,0,172,0,0,15,4,8,1,0,True
