262144,,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262145,"Riviera-Holzh\xc3\xbctte","Riviera-Holzh\xc3\xbctten",3,1,0,1,1,0,6347,6374,6401,6410,6455,6458,6461,0,0,0,6455,6458,6461,0,22,0
262146,"Riviera-Komposith\xc3\xbctte","Riviera-Komposith\xc3\xbctten",3,1,0,1,1,0,6348,6375,6402,6411,6455,6458,6461,0,0,0,6455,6458,6461,0,22,0
262147,"Riviera-Steinh\xc3\xbctte","Riviera-Steinh\xc3\xbctten",3,1,0,1,1,0,6349,6376,6403,6412,6455,6458,6461,0,0,0,6455,6458,6461,0,22,0
262148,"Riviera-Holzhaus","Riviera-Holzh\xc3\xa4user",2,2,0,1,2,0,6350,6377,6401,6410,6455,6458,6462,6455,6458,6462,6455,6458,6462,0,22,1
262149,"Riviera-Komposithaus","Riviera-Komposith\xc3\xa4user",2,2,0,1,2,0,6351,6378,6402,6411,6455,6458,6462,6455,6458,6462,6455,6458,6462,0,22,1
262150,"Riviera-Steinhaus","Riviera-Steinh\xc3\xa4user",2,2,0,1,2,0,6352,6379,6403,6412,6455,6458,6462,6455,6458,6462,6455,6458,6462,0,22,1
262151,"Riviera-Holzresidenz","Riviera-Holzresidenzen",3,1,0,1,1,0,6353,6380,6401,6410,6455,6458,6463,6455,6458,6463,6455,6458,6463,6463,22,2
262152,"Riviera-Kompositresidenz","Riviera-Kompositresidenzen",3,1,0,1,1,0,6354,6381,6402,6411,6455,6458,6463,6455,6458,6463,6455,6458,6463,6463,22,2
262153,"Riviera-Steinresidenz","Riviera-Steinresidenzen",3,1,0,1,1,0,6355,6382,6403,6412,6455,6458,6463,6455,6458,6463,6455,6458,6463,6463,22,2
262154,"Wald-Holzh\xc3\xbctte","Wald-Holzh\xc3\xbctten",3,1,0,1,1,0,6356,6383,6404,6413,6456,6459,6464,0,0,0,6456,6459,6464,0,23,0
262155,"Wald-Komposith\xc3\xbctte","Wald-Komposith\xc3\xbctten",3,1,0,1,1,0,6357,6384,6405,6414,6456,6459,6464,0,0,0,6456,6459,6464,0,23,0
262156,"Wald-Steinh\xc3\xbctte","Wald-Steinh\xc3\xbctten",3,1,0,1,1,0,6358,6385,6406,6415,6456,6459,6464,0,0,0,6456,6459,6464,0,23,0
262157,"Wald-Holzhaus","Wald-Holzh\xc3\xa4user",2,2,0,1,2,0,6359,6386,6404,6413,6456,6459,6465,6456,6459,6465,6456,6459,6465,0,23,1
262158,"Wald-Komposithaus","Wald-Komposith\xc3\xa4user",2,2,0,1,2,0,6360,6387,6405,6414,6456,6459,6465,6456,6459,6465,6456,6459,6465,0,23,1
262159,"Wald-Steinhaus","Wald-Steinh\xc3\xa4user",2,2,0,1,2,0,6361,6388,6406,6415,6456,6459,6465,6456,6459,6465,6456,6459,6465,0,23,1
262160,"Wald-Holzresidenz","Wald-Holzresidenzen",3,1,0,1,1,0,6362,6389,6404,6413,6456,6459,6466,6456,6459,6466,6456,6459,6466,6466,23,2
262161,"Wald-Kompositresidenz","Wald-Kompositresidenzen",3,1,0,1,1,0,6363,6390,6405,6414,6456,6459,6466,6456,6459,6466,6456,6459,6466,6466,23,2
262162,"Wald-Steinresidenz","Wald-Steinresidenzen",3,1,0,1,1,0,6364,6391,6406,6415,6456,6459,6466,6456,6459,6466,6456,6459,6466,6466,23,2
262163,"Oasen-Holzh\xc3\xbctte","Oasen-Holzh\xc3\xbctten",3,1,0,1,1,0,6365,6392,6407,6416,6457,6460,6467,0,0,0,6457,6460,6467,0,24,0
262164,"Oasen-Komposith\xc3\xbctte","Oasen-Komposith\xc3\xbctten",3,1,0,1,1,0,6366,6393,6408,6417,6457,6460,6467,0,0,0,6457,6460,6467,0,24,0
262165,"Oasen-Steinh\xc3\xbctte","Oasen-Steinh\xc3\xbctten",3,1,0,1,1,0,6367,6394,6409,6418,6457,6460,6467,0,0,0,6457,6460,6467,0,24,0
262166,"Oasen-Holzhaus","Oasen-Holzh\xc3\xa4user",2,2,0,1,2,0,6368,6395,6407,6416,6457,6460,6468,6457,6460,6468,6457,6460,6468,0,24,1
262167,"Oasen-Komposithaus","Oasen-Komposith\xc3\xa4user",2,2,0,1,2,0,6369,6396,6408,6417,6457,6460,6468,6457,6460,6468,6457,6460,6468,0,24,1
262168,"Oasen-Steinhaus","Oasen-Steinh\xc3\xa4user",2,2,0,1,2,0,6370,6397,6409,6418,6457,6460,6468,6457,6460,6468,6457,6460,6468,0,24,1
262169,"Oasen-Holzresidenz","Oasen-Holzresidenzen",3,1,0,1,1,0,6371,6398,6407,6416,6457,6460,6469,6457,6460,6469,6457,6460,6469,6469,24,2
262170,"Oasen-Kompositresidenz","Oasen-Kompositresidenzen",3,1,0,1,1,0,6372,6399,6408,6417,6457,6460,6469,6457,6460,6469,6457,6460,6469,6469,24,2
262171,"Oasen-Steinresidenz","Oasen-Steinresidenzen",3,1,0,1,1,0,6373,6400,6409,6418,6457,6460,6469,6457,6460,6469,6457,6460,6469,6469,24,2
262172,,,0,0,0,1,0,0,0,0,0,0,6455,6458,6461,0,0,0,0,0,0,0,0,0
262173,,,0,0,0,1,0,0,0,0,0,0,6456,6459,6464,0,0,0,0,0,0,0,0,0
262174,,,0,0,0,1,0,0,0,0,0,0,6457,6460,6467,0,0,0,0,0,0,0,0,0
