0,"Cat\xc3\xa9gorie invalide",0,0
1,"\xc3\x89pop\xc3\xa9e (A Realm Reborn)",2,1
2,"\xc3\x89pop\xc3\xa9e (Heavensward)",2,1
3,"Chroniques d'une nouvelle \xc3\xa8re",2,1
4,"Qu\xc3\xaates tribales des Amalj'aa",2,1
5,"Qu\xc3\xaates tribales des Sylphes",2,1
6,"Qu\xc3\xaates tribales des Kobolds",2,1
7,"Qu\xc3\xaates tribales des Sahuagins",2,1
8,"Qu\xc3\xaates tribales des Ixali",2,1
9,"Histoires annexes",2,1
10,"Noscea",3,1
11,"Sombrelinceul",3,1
12,"Thanalan",3,1
13,"Coerthas",3,1
14,"Mor Dhona",3,1
15,"Ishgard",3,1
16,"Abalathia",3,1
17,"Dravania",3,1
18,"Azys Lla",3,1
19,"Qu\xc3\xaates de classe",2,1
20,"Qu\xc3\xaates de jo",2,1
21,"Qu\xc3\xaates de compagnie",2,1
22,"\xc3\x89v\xc3\xa9nements saisonniers",1,1
23,"Autres qu\xc3\xaates",2,1
24,"Mandats de mercenariat",3,2
25,"Mandats de mineur",3,2
26,"Mandats de botaniste",3,2
27,"Mandats de p\xc3\xaacheur",3,2
28,"Mandats de menuisier",3,2
29,"Mandats de forgeron",3,2
30,"Mandats d'armurier",3,2
31,"Mandats d'orf\xc3\xa8vre",3,2
32,"Mandats de tanneur",3,2
33,"Mandats de couturier",3,2
34,"Mandats d'alchimiste",3,2
35,"Mandats de cuisinier",3,2
36,"Mandats ishgardais de mercenariat",3,2
37,"Mandats ishgardais de mineur",3,2
38,"Mandats ishgardais de botaniste",3,2
39,"Mandats ishgardais de p\xc3\xaacheur",3,2
40,"Mandats ishgardais de menuisier",3,2
41,"Mandats ishgardais de forgeron",3,2
42,"Mandats ishgardais d'armurier",3,2
43,"Mandats ishgardais d'orf\xc3\xa8vre",3,2
44,"Mandats ishgardais de tanneur",3,2
45,"Mandats ishgardais de couturier",3,2
46,"Mandats ishgardais d'alchimiste",3,2
47,"Mandats ishgardais de cuisinier",3,2
48,"Mandats de faction",2,2
49,"Mandats de compagnie",2,2
50,"Missions",2,3
51,"Qu\xc3\xaates legacy",2,4
