0,0,0,0,0
1,1140471,33,1,49
2,2648030,9,1,9
3,2648030,13,1,9
4,2648030,34,1,9
5,2648030,18,1,9
6,1672782,9,10,14
7,1672782,13,10,14
8,1672782,34,10,14
9,1672782,18,10,14
10,1646078,9,15,19
11,1646078,13,15,19
12,1646078,34,15,19
13,1646078,18,15,19
14,4103445,34,20,29
15,2257020,33,20,29
16,2257020,34,20,29
17,2257020,32,20,29
18,3643652,34,30,34
19,4106909,34,30,34
20,2367401,33,1,49
21,2367401,19,1,9
22,3998968,10,1,9
23,3998968,11,1,9
24,3998968,16,1,9
25,3998968,34,1,9
26,3998968,10,10,14
27,3998968,11,10,14
28,3998968,16,10,14
29,3998968,34,10,14
30,3998968,19,10,14
31,2540476,10,15,19
32,2540476,11,15,19
33,2540476,16,15,19
34,2540476,34,15,19
35,2540476,19,15,19
36,4018485,34,20,24
37,4103304,34,20,29
38,3999029,33,30,34
39,3999029,34,30,34
40,3999029,32,30,34
41,4103440,34,30,34
42,3629068,34,35,39
43,2539960,33,1,49
44,3958072,15,1,9
45,3958072,14,1,9
46,3958072,12,1,9
47,3958072,34,1,9
48,3958072,17,1,9
49,2540071,15,10,14
50,2540071,14,10,14
51,2540071,12,10,14
52,2540071,34,10,14
53,2540071,17,10,14
54,2540213,15,15,19
55,2540213,14,15,19
56,2540213,12,15,19
57,2540213,34,15,19
58,2540213,17,15,19
59,4103464,34,20,29
60,3974981,34,25,29
61,4103469,34,30,34
62,3645035,34,40,44
63,3643001,33,35,39
64,3643001,34,35,39
65,3643001,32,35,39
66,4270131,34,35,39
67,3643492,33,40,44
68,3643492,34,40,44
69,3643492,32,40,44
70,4270237,34,40,44
71,4258822,33,45,49
72,4258822,34,45,49
73,4258822,32,45,49
74,4258843,34,45,49
75,4273866,0,0,0
76,5581202,0,1,0
77,2257767,0,2,0
78,2494901,0,3,0
79,5581204,0,4,0
80,1140490,0,5,0
81,2360548,0,6,0
82,3146810,0,7,0
83,2465084,0,8,0
84,5581206,0,9,0
85,4261609,0,10,0
86,5581196,0,11,0
87,4249634,0,12,0
88,4259850,0,13,0
89,3766212,0,14,0
90,1673081,0,15,0
91,3629823,0,16,0
92,4250584,0,17,0
93,4263517,0,18,0
94,5581197,0,19,0
95,4257902,0,20,0
96,1146551,0,21,0
97,4753811,0,22,0
98,4256140,0,23,0
99,5581186,0,24,0
100,1141151,0,25,0
101,4101490,0,26,0
102,4127303,0,27,0
103,5663701,0,28,0
104,4374262,0,29,0
105,4258385,0,30,0
106,4101423,0,31,0
107,5581915,1,50,59
108,1143516,0,32,0
109,2682191,0,33,0
110,1673577,0,34,0
111,3642535,0,35,0
112,5581899,0,36,0
113,5796581,0,37,0
114,5814139,0,38,0
115,5864096,0,39,0
116,5927813,0,40,0
117,5814720,0,41,0
118,0,0,0,0
119,0,0,0,0
120,0,0,0,0
