0,,,0,0,0,0
1,"D\xc3\xa9gainer/Rengainer","D\xc3\xa9gaine/rengaine votre arme principale.",16,10,1,-3
2,"Personnage","Affiche des informations sur votre personnage, ses attributs, son \xc3\xa9quipement, ses titres, ses devises, etc.",1,13,1,0
3,"Actions et traits","Affiche le menu des actions et des traits dont dispose votre personnage. Les actions peuvent \xc3\xaatre ex\xc3\xa9cut\xc3\xa9es \xc3\xa0 partir des barres de raccourcis.",4,11,1,-2
4,"Journal","Affiche une liste des qu\xc3\xaates, mandats et missions de compagnie en cours et termin\xc3\xa9s. Depuis cette liste, vous pouvez confirmer les objectifs et les lieux ou abandonner la t\xc3\xa2che.",5,32,2,0
5,"Calendrier","Indique le temps restant pour diverses t\xc3\xa2ches comme les donjons, certaines qu\xc3\xaates ou les autorisations des mandats.",47,34,2,2
6,"Hauts faits","Affiche une liste des hauts faits ainsi que leurs conditions d'obtention.",6,21,1,8
7,"Carnet de r\xc3\xa9colte","Affiche des informations sur les objets d\xc3\xa9j\xc3\xa0 r\xc3\xa9colt\xc3\xa9s ainsi que les lieux de r\xc3\xa9colte class\xc3\xa9s par zone.",23,43,3,1
8,"Bestiaire","Affiche une liste des objectifs de chasse des disciples de la guerre et de la magie, des informations sur l'habitat des monstres, le nombre tu\xc3\xa9, et l'exp\xc3\xa9rience gagn\xc3\xa9e.",21,40,3,-2
9,"Carnet d'artisanat","Ouvre l'interface d'artisanat depuis laquelle vous pouvez s\xc3\xa9lectionner des objets \xc3\xa0 synth\xc3\xa9tiser.",22,42,3,0
10,"Inventaire","Affiche une liste de tous les cristaux et objets de votre inventaire. \xc3\x80 partir de cette liste, vous pouvez vous \xc3\xa9quiper d'objets, les utiliser, les jeter ou les ranger.",2,15,1,2
11,"Objets-clefs","Affiche une liste des objets utilis\xc3\xa9s uniquement dans des qu\xc3\xaates sp\xc3\xa9cifiques. Si vous abandonnez une qu\xc3\xaate, tous les objets-clefs associ\xc3\xa9s sont jet\xc3\xa9s.",3,31,2,-1
12,"\xc3\x89quipiers","Affiche une liste de vos \xc3\xa9quipiers actuels. \xc3\x80 partir de cette liste, vous pouvez changer l'ordre des \xc3\xa9quipiers et, si vous \xc3\xaates le chef d'\xc3\xa9quipe, exclure d'autres joueurs ou dissoudre l'\xc3\xa9quipe.",17,60,5,0
