2500,"Coerthan fishing folklore",0,0,3,18
2501,"Dravanian fishing folklore",1,0,3,18
2502,"Abalathian fishing folklore",2,0,3,18
2503,,0,0,0,0
2504,,0,0,0,0
2505,,0,0,0,0
2506,,0,0,0,0
2507,,0,0,0,0
2000,"Coerthan mining folklore",0,2000,1,16
2001,"Coerthan mining folklore",0,2000,1,16
2002,"Coerthan botany folklore",0,2000,2,17
2003,"Coerthan botany folklore",0,2000,2,17
2004,"Dravanian mining folklore",1,2000,1,16
2005,"Dravanian mining folklore",1,2000,1,16
2006,"Dravanian botany folklore",1,2000,2,17
2007,"Dravanian botany folklore",1,2000,2,17
2008,"Abalathian mining folklore",2,2000,1,16
2009,"Abalathian mining folklore",2,2000,1,16
2010,"Abalathian botany folklore",2,2000,2,17
2011,"Abalathian botany folklore",2,2000,2,17
2012,,0,0,0,0
2013,,0,0,0,0
2014,,0,0,0,0
2015,,0,0,0,0
