0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,"To Crush Your Enemies I","Defeat 100 enemies.",0,11,100,0,0,0,0,0,0,0,0,262,1,1,5,1,3
2,"To Crush Your Enemies II","Defeat 500 enemies.",0,11,500,0,0,0,0,0,0,0,0,262,2,1,5,1,3
3,"To Crush Your Enemies III","Defeat 1,000 enemies.",0,11,1000,0,0,0,0,0,0,0,0,262,3,1,10,1,3
4,"To Crush Your Enemies IV","Defeat 5,000 enemies.",0,11,5000,0,0,0,0,0,0,0,0,262,4,1,10,1,3
5,"To Crush Your Enemies V","Defeat 10,000 enemies.",0,11,10000,0,0,0,0,0,0,0,0,262,5,1,10,1,3
6,"To Crush Your Enemies VI","Defeat 50,000 enemies.",0,11,50000,0,0,0,0,0,0,0,9,262,6,1,10,1,3
7,"Let the Bodies Hit the Floor","Defeat 100,000 enemies.",2907,11,100000,0,0,0,0,0,0,0,0,2554,7,1,30,1,3
8,"La Noscea Big Game Hunter","Defeat the notorious monsters Barometz, Slippery Sykes, Gluttonous Gertrude, bomb baron, Unknown Soldier, great buffalo, and Old Six\x02\x1f\x01\x03arms.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
9,"Black Shroud Big Game Hunter","Defeat the notorious monsters Queen Bolete, alux, jackanapes, Sirocco, Phaia, Haughtpox Bloatbelly, and the Prince of Pestilence.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
10,"Thanalan Big Game Hunter","Defeat the notorious monsters Cactuar Jack, elder mosshorn, Daddy Longlegs, Kokoroon Quickfingers, nest commander, Bardi, and Pyrausta.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
11,"Coerthas Big Game Hunter","Defeat the notorious monsters Uraeus, Spitfire, and Downy Dunstan.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
12,"Mor Dhona Big Game Hunter","Defeat the notorious monster Dodore.",0,0,0,0,0,0,0,0,0,0,0,62904,0,48,10,0,2
