0,,,0,0,0
1,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x83\x80\xe3\x83\x83\xe3\x82\xb7\xe3\x83\xa5","\xe3\x83\x80\xe3\x83\x83\xe3\x82\xb7\xe3\x83\xa5\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82\x02\x10\x01\x03\xe5\x8a\xb9\xe6\x9e\x9c\xe6\x99\x82\xe9\x96\x93\xef\xbc\x9a1\xe7\xa7\x92",70001,1,1
2,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x83\x80\xe3\x83\x83\xe3\x82\xb7\xe3\x83\xa5II","\xe3\x83\x80\xe3\x83\x83\xe3\x82\xb7\xe3\x83\xa5\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82\x02\x10\x01\x03\xe5\x8a\xb9\xe6\x9e\x9c\xe6\x99\x82\xe9\x96\x93\xef\xbc\x9a2\xe7\xa7\x92",70002,2,1
3,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x83\x80\xe3\x83\x83\xe3\x82\xb7\xe3\x83\xa5III","\xe3\x83\x80\xe3\x83\x83\xe3\x82\xb7\xe3\x83\xa5\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82\x02\x10\x01\x03\xe5\x8a\xb9\xe6\x9e\x9c\xe6\x99\x82\xe9\x96\x93\xef\xbc\x9a3\xe7\xa7\x92",70003,3,1
4,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x82\xb1\xe3\x82\xa2\xe3\x83\xa","\xe4\xbd\x93\xe5\x8a\x9b\xe3\x82\x926\xef\xbc\x85\xe5\x9b\x9e\xe5\xbe\xa9\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70004,6,2
5,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x82\xb1\xe3\x82\xa2\xe3\x83\xabII","\xe4\xbd\x93\xe5\x8a\x9b\xe3\x82\x929\xef\xbc\x85\xe5\x9b\x9e\xe5\xbe\xa9\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70005,9,2
6,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x82\xb1\xe3\x82\xa2\xe3\x83\xabIII","\xe4\xbd\x93\xe5\x8a\x9b\xe3\x82\x9212\xef\xbc\x85\xe5\x9b\x9e\xe5\xbe\xa9\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70006,12,2
7,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x82\xa8\xe3\x82\xb9\xe3\x83\x8a","75\xef\xbc\x85\xe3\x81\xae\xe7\xa2\xba\xe7\x8e\x87\xe3\x81\xa7\xe3\x80\x81\xe5\xbc\xb1\xe4\xbd\x93\xe5\x8a\xb9\xe6\x9e\x9c\xe3\x82\x92\xe8\xa7\xa3\xe9\x99\xa4\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70007,75,3
8,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x82\xa8\xe3\x82\xb9\xe3\x83\x8aII","90\xef\xbc\x85\xe3\x81\xae\xe7\xa2\xba\xe7\x8e\x87\xe3\x81\xa7\xe3\x80\x81\xe5\xbc\xb1\xe4\xbd\x93\xe5\x8a\xb9\xe6\x9e\x9c\xe3\x82\x92\xe8\xa7\xa3\xe9\x99\xa4\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70008,90,3
9,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x82\xa8\xe3\x82\xb9\xe3\x83\x8aIII","100\xef\xbc\x85\xe3\x81\xae\xe7\xa2\xba\xe7\x8e\x87\xe3\x81\xa7\xe3\x80\x81\xe5\xbc\xb1\xe4\xbd\x93\xe5\x8a\xb9\xe6\x9e\x9c\xe3\x82\x92\xe8\xa7\xa3\xe9\x99\xa4\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70009,100,3
10,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x82\xa4\xe3\x83\xbc\xe3\x82\xba","\xe3\x83\x98\xe3\x83\xb4\xe3\x82\xa3\xe7\x8a\xb6\xe6\x85\x8b\xe3\x82\x92\xe8\xa7\xa3\xe9\x99\xa4\xe3\x81\x97\xe3\x80\x81\xe4\xbd\x93\xe5\x8a\x9b\xe3\x82\x9280\xe5\x9b\x9e\xe5\xbe\xa9\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70010,80,4
11,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x82\xa4\xe3\x83\xbc\xe3\x82\xbaII","\xe3\x83\x98\xe3\x83\xb4\xe3\x82\xa3\xe7\x8a\xb6\xe6\x85\x8b\xe3\x82\x92\xe8\xa7\xa3\xe9\x99\xa4\xe3\x81\x97\xe3\x80\x81\xe4\xbd\x93\xe5\x8a\x9b\xe3\x82\x92130\xe5\x9b\x9e\xe5\xbe\xa9\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70011,130,4
12,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x82\xa4\xe3\x83\xbc\xe3\x82\xbaIII","\xe3\x83\x98\xe3\x83\xb4\xe3\x82\xa3\xe7\x8a\xb6\xe6\x85\x8b\xe3\x82\x92\xe8\xa7\xa3\xe9\x99\xa4\xe3\x81\x97\xe3\x80\x81\xe4\xbd\x93\xe5\x8a\x9b\xe3\x82\x92180\xe5\x9b\x9e\xe5\xbe\xa9\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70012,180,4
13,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x82\xab\xe3\x83\xbc\xe3\x83\xa0","\xe8\x88\x88\xe5\xa5\xae\xe7\x8a\xb6\xe6\x85\x8b\xe3\x82\x92\xe8\xa7\xa3\xe9\x99\xa4\xe3\x81\x97\xe3\x80\x81\xe4\xbd\x93\xe5\x8a\x9b\xe3\x82\x92100\xe5\x9b\x9e\xe5\xbe\xa9\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70013,100,5
14,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x82\xab\xe3\x83\xbc\xe3\x83\xa0II","\xe8\x88\x88\xe5\xa5\xae\xe7\x8a\xb6\xe6\x85\x8b\xe3\x82\x92\xe8\xa7\xa3\xe9\x99\xa4\xe3\x81\x97\xe3\x80\x81\xe4\xbd\x93\xe5\x8a\x9b\xe3\x82\x92150\xe5\x9b\x9e\xe5\xbe\xa9\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70014,150,5
15,"\xe3\x83\x81\xe3\x83\xa7\xe3\x82\xb3\xe3\x82\xab\xe3\x83\xbc\xe3\x83\xa0III","\xe8\x88\x88\xe5\xa5\xae\xe7\x8a\xb6\xe6\x85\x8b\xe3\x82\x92\xe8\xa7\xa3\xe9\x99\xa4\xe3\x81\x97\xe3\x80\x81\xe4\xbd\x93\xe5\x8a\x9b\xe3\x82\x92200\xe5\x9b\x9e\xe5\xbe\xa9\xe3\x81\x99\xe3\x82\x8b\xe3\x80\x82",70015,200,5
