0,65535,0,0,0,0,0,1,0,0
1,0,0,4,3,4,2,1,0,1
2,1,5,2,7,2,2,1,0,2
3,2,0,4,3,3,3,1,0,3
4,3,5,2,4,4,3,1,0,4
5,4,5,2,3,5,4,1,0,5
6,5,0,3,3,3,4,1,0,6
7,6,0,4,5,3,2,1,0,7
8,7,5,3,3,4,3,1,0,8
9,8,5,5,5,2,2,1,0,9
10,9,0,2,2,5,5,1,0,10
11,10,5,5,2,2,5,1,0,11
12,11,5,2,5,2,5,1,0,12
13,12,5,3,2,1,7,1,0,14
14,13,5,1,7,1,4,1,3,15
15,14,5,6,3,4,1,1,3,16
16,15,5,2,5,4,4,1,3,17
17,16,5,2,4,6,2,1,3,18
18,17,5,4,3,3,5,1,3,19
19,18,5,7,3,2,2,1,2,20
20,19,5,2,3,7,1,1,0,21
21,20,10,3,7,2,6,2,0,22
22,21,10,2,6,7,3,2,0,23
23,22,10,6,2,3,7,2,0,24
24,23,10,7,2,6,3,2,0,25
25,24,10,7,2,2,7,2,0,26
26,25,10,2,7,7,2,2,0,27
27,26,10,6,2,6,6,2,3,39
28,27,10,7,5,3,5,2,0,31
29,28,10,3,5,5,7,2,0,32
30,29,10,5,3,7,5,2,0,33
31,30,10,3,7,1,7,2,4,34
32,31,10,7,3,7,1,2,4,35
33,32,10,5,7,5,3,2,0,36
34,33,10,1,3,7,7,2,0,37
35,34,10,6,6,6,2,2,3,40
36,35,10,2,6,6,6,2,3,41
37,36,10,6,6,2,6,2,3,42
38,37,50,7,4,2,8,3,0,43
39,38,50,8,7,3,3,3,0,51
40,39,50,7,6,7,1,3,1,47
41,40,50,1,7,6,7,3,1,48
42,41,50,7,1,7,6,3,1,49
43,42,50,7,7,1,6,3,1,50
44,43,50,5,6,6,6,3,0,52
45,44,50,6,5,6,6,3,0,53
46,45,50,2,8,7,3,3,2,54
47,46,50,4,8,7,1,3,4,55
48,47,50,3,8,2,7,3,2,56
49,48,50,7,1,4,8,3,2,57
50,49,50,8,4,7,1,3,2,58
51,50,200,7,9,1,8,4,4,66
52,51,200,8,1,8,8,4,1,67
53,52,200,8,8,8,1,4,1,68
54,53,200,8,8,1,8,4,1,69
55,54,200,1,8,8,8,4,1,70
56,55,200,9,3,5,8,4,2,73
57,56,200,4,4,8,9,4,0,74
58,57,200,5,9,2,9,4,0,75
59,58,200,9,3,9,3,4,2,76
60,59,200,9,9,3,4,4,2,77
61,60,600,9,9,6,5,5,1,79
62,61,600,1,10,8,8,5,0,82
63,62,600,10,4,8,6,5,0,83
64,63,600,4,5,9,10,5,4,84
65,64,600,5,10,3,9,5,0,85
66,65,600,9,1,7,10,5,0,86
67,66,600,6,9,10,2,5,0,87
68,67,600,10,5,10,2,5,0,88
69,68,600,10,10,1,5,5,0,89
70,69,600,8,8,10,2,5,0,90
71,70,600,4,4,10,10,5,0,91
72,71,600,4,10,10,4,5,0,92
73,72,600,10,2,5,10,5,0,93
74,73,600,9,9,8,3,5,0,94
75,74,0,6,10,1,10,5,0,95
76,75,600,5,6,8,10,5,0,96
77,76,600,10,1,9,7,5,0,97
78,77,0,4,7,9,9,5,0,98
79,78,0,1,10,9,7,5,0,99
80,79,600,9,7,10,1,5,0,100
81,80,5,4,1,7,1,1,0,13
82,81,10,2,4,7,6,2,3,29
83,82,10,6,7,3,3,2,3,30
84,83,10,7,1,3,7,2,0,38
85,84,10,5,5,5,5,2,0,28
86,85,50,5,7,8,1,3,0,44
87,86,50,1,8,7,5,3,0,45
88,87,50,8,2,3,8,3,0,60
89,88,50,8,3,8,2,3,0,61
90,89,50,4,8,1,8,3,0,62
91,90,50,1,8,8,4,3,0,63
92,91,50,8,8,1,3,3,0,64
93,92,50,1,3,8,8,3,0,65
94,93,50,8,1,7,4,3,0,46
95,94,0,7,5,8,1,3,0,59
96,95,200,1,9,9,5,4,0,78
97,96,200,9,8,1,7,4,1,71
98,97,200,1,7,8,9,4,1,72
99,98,600,10,3,8,7,5,0,80
100,99,0,3,10,7,8,5,0,81
