0,,0
1,"\xe8\x88\x9e\xe3\x81\x84\xe6\x95\xa3\xe3\x82\x8b\xe8\xbc\x9d\xe3\x81\x8d",106
2,"\xe3\x81\x9d\xe3\x81\x97\xe3\x81\xa6\xe4\xb8\x96\xe7\x95\x8c\xe3\x81\xb8",89
3,"\xe6\x98\xbc\xe4\xb8\x8b\xe3\x81\x8c\xe3\x82\x8a\xe3\x81\xae\xe3\x81\xb2\xe3\x81\xa8\xe3\x81\xa8\xe3\x81\x8d",222
4,"\xe6\x97\xa5\xe6\xba\x9c\xe3\x82\x8a",87
5,"\xe7\x84\xa1\xe5\xb8\xb8\xe3\x81\xae\xe5\x96\x9c\xe3\x81\xb3",88
6,"\xe8\x8b\xb1\xe9\x9b\x84\xe3\x81\xae\xe5\x87\xb1\xe6\x97\x8",82
7,"\xe8\x87\xaa\xe7\x84\xb6\xe3\x81\xae\xe8\xb3\x9c\xe7\x89\xa9",105
8,"\xe9\xbb\x92\xe6\xb8\xa6\xe5\x9b\xa3\xe8\xbb\x8d\xe4\xbb\xa4\xe9\x83\xa8",64
9,"\xe5\x8f\x8c\xe8\x9b\x87\xe5\x85\x9a\xe7\xb5\xb1\xe5\x90\x88\xe5\x8f\xb8\xe4\xbb\xa4\xe9\x83\xa8",63
10,"\xe4\xb8\x8d\xe6\xbb\x85\xe9\x9a\x8a\xe4\xbd\x9c\xe6\x88\xa6\xe6\x9c\xac\xe9\x83\xa8",65
11,"\xe4\xba\x8b\xe4\xbb\xb6\xe5\xb1\x8b\xe3\x81\xae\xe3\x82\xa2\xe3\x83\xac",103
12,"\xe6\x81\x8b\xe3\x81\xae\xe5\xad\xa3\xe7\xaf\x80",196
