0,,,0,0,0,0
1,"Roulette","Choisit une r\xc3\xa8gle de fa\xc3\xa7on al\xc3\xa9atoire.",0,0,0,0
2,"Toutes sur table","Affiche les cinq cartes des deux adversaires.",1000,3,0,0
3,"Trois sur table","Affiche trois cartes choisies al\xc3\xa9atoirement dans les mains des deux adversaires.",1166,2,0,0
4,"Identique","Retourne les cartes adjacentes dont les chiffres sont similaires sur au moins deux c\xc3\xb4t\xc3\xa9s.",666,0,0,0
5,"Mort subite","Oblige les duellistes \xc3\xa0 rejouer en cas d'\xc3\xa9galit\xc3\xa9, et ce jusqu'\xc3\xa0 ce qu'un vainqueur soit proclam\xc3\xa9.",1333,0,0,0
6,"Plus","Retourne les cartes adjacentes dont la somme des chiffres donnent le m\xc3\xaame r\xc3\xa9sultat sur au moins deux c\xc3\xb4t\xc3\xa9s.",666,0,0,0
7,"Al\xc3\xa9atoire","Choisit les cartes de fa\xc3\xa7on al\xc3\xa9atoire parmi toutes celles poss\xc3\xa9d\xc3\xa9es.",1000,0,0,0
8,"Ordre","Contraint les duellistes \xc3\xa0 utiliser les cartes dans l'ordre o\xc3\xb9 ils les ont enregistr\xc3\xa9es dans leur jeu.",1666,9,0,0
9,"Chaos","Contraint les duellistes \xc3\xa0 utiliser les cartes de leur jeu dans un ordre d\xc3\xa9termin\xc3\xa9 al\xc3\xa9atoirement.",1433,8,0,0
10,"Inversion","Inverse la puissance des cartes.",1000,0,0,0
11,"Tueur d'as","Rend l'as inf\xc3\xa9rieur au chiffre 1. En mode Inversion, l'as retourne le chiffre 1.",666,0,0,0
12,"Bonus","Augmente la puissance des cartes de m\xc3\xaame famille en fonction du nombre d'entre elles pr\xc3\xa9sentes sur le plateau de jeu.",1000,13,0,0
13,"Malus","R\xc3\xa9duit la puissance des cartes de m\xc3\xaame famille en fonction du nombre d'entre elles pr\xc3\xa9sentes sur le plateau de jeu.",1000,12,0,0
14,"\xc3\x89change","\xc3\x89change une carte choisie al\xc3\xa9atoirement dans le jeu des deux adversaires.",1666,0,0,0
