0,,4
1,"\xe3\x83\x86\xe3\x82\xb9\xe3\x83\x88\xe7\x94\xa8\xe3\x83\x88\xe3\x83\xbc\xe3\x82\xaf\xe3\x83\x86\xe3\x82\xad\xe3\x82\xb9\xe3\x83\x881",1
2,"\xe3\x83\x86\xe3\x82\xb9\xe3\x83\x88\xe7\x94\xa8\xe3\x83\x88\xe3\x83\xbc\xe3\x82\xaf\xe3\x83\x86\xe3\x82\xad\xe3\x82\xb9\xe3\x83\x882",2
3,"\xe3\x83\x86\xe3\x82\xb9\xe3\x83\x88\xe7\x94\xa8\xe3\x83\x88\xe3\x83\xbc\xe3\x82\xaf\xe3\x83\x86\xe3\x82\xad\xe3\x82\xb9\xe3\x83\x883",3
4,"\xe3\x83\x86\xe3\x82\xb9\xe3\x83\x88\xe7\x94\xa8\xe3\x83\x88\xe3\x83\xbc\xe3\x82\xaf\xe3\x83\x86\xe3\x82\xad\xe3\x82\xb9\xe3\x83\x884",1
5,"\xe3\x83\x86\xe3\x82\xb9\xe3\x83\x88\xe7\x94\xa8\xe3\x83\x88\xe3\x83\xbc\xe3\x82\xaf\xe3\x83\x86\xe3\x82\xad\xe3\x82\xb9\xe3\x83\x885",2
20,"Well met! I've been dispatched by the Adventurers' Guild to recruit volunteers for special small-scale operations known as guildhests. You look to be of sound mind and body. Might you consider joining?",4
21,"Wait... Might this be your first time participating in a guildhest? I remember my first hest. It was the night of my twentieth nameday. My fellow guildmates invited me to join them in the slaying of a family of peistes who were stealing chocobo eggs from Bentbranch Meadows.",4
22,"The moment we arrived, one of the terrible beasts immediately turned to me and charged. The thing was thrice my size and had already maimed several chocobokeeps.",4
23,"There was no way I could win, so I simply froze and waited for the end. But that's when I remembered that I was not alone. My friends rallied around me, and together we defeated the peistes! That, my friend, is what a guildhest is truly about.",4
24,"Well met! I've been dispatched by the Adventurers' Guild to recruit volunteers for special small-scale operations known as guildhests.",4
25,"These operations will pit those volunteers against deadly foes, and the odds won't always be in their favor. This is why we require all participants to be of sound mind and body\xe2\x94\x80something that you do not yet appear to be.",4
26,"Time is of the essence. If you have something to ask, make it quick.",4
