2000000,,,,,0,0,0,1,0,0,0,83,85,0,0,1,0
2000001,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000002,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000003,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000004,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000005,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000006,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000007,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000008,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000009,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000010,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000011,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000012,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000013,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000014,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000015,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000016,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000017,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000018,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000019,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000020,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
2000021,"\xe3\x82\xaa\xe3\x83\x8b\xe3\x82\xa3\xe3\x83\xbc\xe3\x81\xae\xe9\xab\xaa\xe9\xa3\xbe\xe3\x82\x8a","\xe3\x82\xaa\xe3\x83\x8b\xe3\x82\xa3\xe3\x83\xbc\xe3\x81\xae\xe9\xab\xaa\xe9\xa3\xbe\xe3\x82\x8a","\xe3\x81\xa9\xe3\x82\x93\xe3\x81\x90\xe3\x82\x8a\xe9\x81\x8a\xe5\x9c\x92\xe3\x81\xae\xe5\xb0\x91\xe5\xa5\xb3\xe3\x82\xaa\xe3\x83\x8b\xe3\x82\xa3\xe3\x83\xbc\xe3\x81\xae\xe3\x81\x8a\xe6\xb0\x97\xe3\x81\xab\xe5\x85\xa5\xe3\x82\x8a\xe3\x81\xae\xe9\xab\xaa\xe9\xa3\xbe\xe3\x82\x8a",,0,0,0,1,0,0,0,83,85,22623,1,1,3
