0,,0,0
1,"Seventh Umbral Era",61412,1
2,"Seventh Astral Era",61412,1
3,"Heavensward",61412,2
4,"Primal Quests",61411,3
5,"Bahamut Quests",61411,3
6,"Crystal Tower Quests",61411,3
7,"Alexander Quests",61411,3
8,"Elder Primal Quests",61411,3
9,"Main Quests",61411,4
10,"Side Quests",61411,4
11,"Main Quests",61411,5
12,"Side Quests",61411,5
13,"Main Quests",61411,6
14,"Side Quests",61411,6
15,"Main Quests",61411,7
16,"Side Quests",61411,7
17,"Main Quests",61411,8
18,"Side Quests",61411,8
19,"Hildibrand Quests",61411,9
20,"Wandering Minstrel Quests",61411,9
21,"Zodiac Weapons",61411,9
22,"Delivery Moogle Quests",61411,9
23,"Allied Beast Tribe Quests",61411,9
24,"Doman Adventurers' Guild Quests",61411,9
25,"La Noscean Sidequests",61411,10
26,"Gridanian Sidequests",61411,11
27,"Ul'dahn Sidequests",61411,12
28,"Coerthan Sidequests",61411,13
29,"Mor Dhonan Sidequests",61411,14
30,"Ishgardian Sidequests",61411,15
31,"Abalathian Sidequests",61411,16
32,"Dravanian Forelands Sidequests",61411,17
33,"Dravanian Hinterlands Sidequests",61411,17
34,"Churning Mists Sidequests",61411,17
35,"Idyllshire Sidequests",61411,17
36,"Azys Lla Sidequests",61411,18
37,"Gladiator Quests",62301,19
38,"Pugilist Quests",62302,19
39,"Marauder Quests",62303,19
40,"Lancer Quests",62304,19
41,"Archer Quests",62305,19
42,"Rogue Quests",62309,19
43,"Conjurer Quests",62306,19
44,"Thaumaturge Quests",62307,19
45,"Arcanist Quests",62308,19
46,"Carpenter Quests",62310,19
47,"Blacksmith Quests",62311,19
48,"Armorer Quests",62312,19
49,"Goldsmith Quests",62313,19
50,"Leatherworker Quests",62314,19
51,"Weaver Quests",62315,19
52,"Alchemist Quests",62316,19
53,"Culinarian Quests",62317,19
54,"Miner Quests",62318,19
55,"Botanist Quests",62319,19
56,"Fisher Quests",62320,19
57,"Paladin Quests",62401,20
58,"Monk Quests",62402,20
59,"Warrior Quests",62403,20
60,"Dragoon Quests",62404,20
61,"Bard Quests",62405,20
62,"Ninja Quests",62410,20
63,"White Mage Quests",62406,20
64,"Black Mage Quests",62407,20
65,"Summoner Quests",62408,20
66,"Scholar Quests",62409,20
67,"Dark Knight Quests",62412,20
68,"Machinist Quests",62411,20
69,"Astrologian Quests",62413,20
70,"Maelstrom Quests",61401,21
71,"Order of the Twin Adder Quests",61402,21
72,"Immortal Flames Quests",61403,21
73,"Seasonal Events",61411,22
74,"Special Quests",61411,23
75,"Battlecraft Levequests",62501,24
76,"Carpenter Levequests",62502,28
77,"Blacksmith Levequests",62503,29
78,"Armorer Levequests",62504,30
79,"Goldsmith Levequests",62505,31
80,"Leatherworker Levequests",62506,32
81,"Weaver Levequests",62507,33
82,"Alchemist Levequests",62508,34
83,"Culinarian Levequests",62509,35
84,"Miner Levequests",62510,25
85,"Botanist Levequests",62511,26
86,"Fisher Levequests",62512,27
87,"Battlecraft Levequests",62501,36
88,"Carpenter Levequests",62502,40
89,"Blacksmith Levequests",62503,41
90,"Armorer Levequests",62504,42
91,"Goldsmith Levequests",62505,43
92,"Leatherworker Levequests",62506,44
93,"Weaver Levequests",62507,45
94,"Alchemist Levequests",62508,46
95,"Culinarian Levequests",62509,47
96,"Miner Levequests",62510,37
97,"Botanist Levequests",62511,38
98,"Fisher Levequests",62512,39
99,,0,0
100,,0,0
101,,0,0
102,"Maelstrom Levequests",62513,49
103,"Order of the Twin Adder Levequests",62514,49
104,"Immortal Flames Levequests",62515,49
105,"Instanced Dungeons",61801,50
106,"Instanced Raids",61802,50
107,"Trials",61804,50
108,"Guildhests",61803,50
109,"Legacy Main Scenario Quests",0,51
110,"Legacy Sidequests",0,51
111,"Legacy Class Quests",0,51
112,"Legacy Job Quests",0,51
113,"Legacy Grand Company Quests",0,51
