0,"prototype d'a\xc3\xa9ronef II",1,12923,0,0,1,6,0,0
1,"prototype d'a\xc3\xa9ronef III",2,12924,12923,0,1,10,4,0
2,"prototype d'a\xc3\xa9ronef IV",3,12925,12923,0,1,10,4,0
3,"prototype d'a\xc3\xa9ronef V",4,12926,12924,0,1,14,4,0
4,"prototype d'a\xc3\xa9ronef VI",5,12927,12925,12923,1,14,4,4
5,"prototype de restaurant",1,12920,0,0,2,10,0,0
6,"prototype de boutique d'armures",2,12921,0,0,2,10,0,0
7,"prototype de boutique d'armes",3,12922,12921,0,2,9,8,0
8,"prototype de tour \xc3\xa9th\xc3\xa9r\xc3\xa9en II",1,12928,0,0,0,6,0,0
9,"prototype de tour \xc3\xa9th\xc3\xa9r\xc3\xa9en III",2,12928,0,0,0,6,0,0
10,"prototype de tour \xc3\xa9th\xc3\xa9r\xc3\xa9en IV",3,12928,0,0,0,6,0,0
11,"prototype de tour \xc3\xa9th\xc3\xa9r\xc3\xa9en V",4,12929,12922,0,0,4,2,0
12,"prototype de tour \xc3\xa9th\xc3\xa9r\xc3\xa9en VI",5,12929,12922,0,0,4,2,0
13,"prototype de tour \xc3\xa9th\xc3\xa9r\xc3\xa9en VII",6,12929,12922,0,0,4,2,0
14,"prototype de base de tour \xc3\xa9th\xc3\xa9r\xc3\xa9en II",7,12929,12922,12920,0,6,3,8
15,,0,0,0,0,0,0,0,0
16,,0,0,0,0,0,0,0,0
17,,0,0,0,0,0,0,0,0
18,,0,0,0,0,0,0,0,0
19,,0,0,0,0,0,0,0,0
20,,0,0,0,0,0,0,0,0
21,,0,0,0,0,0,0,0,0
22,,0,0,0,0,0,0,0,0
23,,0,0,0,0,0,0,0,0
24,,0,0,0,0,0,0,0,0
25,,0,0,0,0,0,0,0,0
26,,0,0,0,0,0,0,0,0
27,,0,0,0,0,0,0,0,0
28,,0,0,0,0,0,0,0,0
29,,0,0,0,0,0,0,0,0
30,,0,0,0,0,0,0,0,0
31,,0,0,0,0,0,0,0,0
