0,False,True,True,True,True,True,True,True,True,True,True,True
1,True,False,True,True,True,True,True,True,True,True,True,True
2,True,True,False,True,True,True,True,True,True,True,True,True
3,True,True,True,False,True,True,True,True,True,True,True,True
4,True,True,True,True,False,True,False,False,False,False,False,False
5,True,True,True,True,True,False,True,True,True,True,True,True
6,True,True,True,True,False,True,False,True,True,False,False,False
7,True,True,True,True,False,True,True,False,True,False,False,False
8,True,True,True,True,False,True,True,True,False,False,False,False
9,True,True,True,True,False,True,False,False,False,False,True,True
10,True,True,True,True,False,True,False,False,False,True,False,True
11,True,True,True,True,False,True,False,False,False,True,True,False
