0,,,,,0,0,0,0,0,0
1,"soldat 3e classe","soldats 3e classe","soldat 3e classe","soldat 3e classe des sables",0,0,0,0,0,0
2,"soldat 2e classe","soldats 2e classe","soldat 2e classe","soldat 2e classe des sables",0,0,0,0,0,0
3,"soldat 1re classe","soldats 1re classe","soldat 1re classe","soldat 1re classe des sables",0,0,0,0,0,0
4,"caporal","caporaux","caporal","caporal des sables",0,0,0,0,0,0
5,"adjudant","adjudants","adjudant","adjudant des sables",0,0,1,0,0,0
6,"sergent","sergents","sergent","sergent des sables",0,0,0,0,0,0
7,"sergent-major","sergents-majors","sergent-major","sergent-major des sables",0,0,0,0,0,0
8,"major","majors","major","major des sables",0,0,0,0,0,0
9,"sous-lieutenant","sous-lieutenants","sous-lieutenant","sous-lieutenant des sables",0,0,0,0,0,0
10,"lieutenant","lieutenants","lieutenant","lieutenant des sables",0,0,0,0,0,0
11,"capitaine","capitaines","capitaine","capitaine des sables",0,0,0,0,0,0
12,"sous-commandant","sous-commandants","sous-commandant","sous-commandant des sables",0,0,0,0,0,0
13,"commandant","commandants","commandant","commandant des sables",0,0,0,0,0,0
14,"colonel","colonels","colonel","colonel des sables",0,0,0,0,0,0
15,"sous-mar\xc3\xa9chal","sous-mar\xc3\xa9chaux","sous-mar\xc3\xa9chal","sous-mar\xc3\xa9chal des sables",0,0,0,0,0,0
16,"vice-mar\xc3\xa9chal","vice-mar\xc3\xa9chaux","vice-mar\xc3\xa9chal","vice-mar\xc3\xa9chal des sables",0,0,0,0,0,0
17,"mar\xc3\xa9chal","mar\xc3\xa9chaux","mar\xc3\xa9chal","mar\xc3\xa9chal des sables",0,0,0,0,0,0
18,"grand mar\xc3\xa9chal","grand mar\xc3\xa9chaux","grand mar\xc3\xa9chal","grand mar\xc3\xa9chal des sables",0,0,0,0,0,0
19,"g\xc3\xa9n\xc3\xa9ral","g\xc3\xa9n\xc3\xa9raux","g\xc3\xa9n\xc3\xa9ral","g\xc3\xa9n\xc3\xa9ral des sables",0,0,0,0,0,0
