2048,"Stinging Back","-",,24
2049,"All's Well that Ends in the Well","-",,24
2050,"Flicking Sticks and Taking Names","-",,24
2051,"More than a Feeler","-",,24
2052,"Annoy the Void","-",,24
2053,"Shadow and Claw","-",,24
2054,"Long Live the Queen","-",,24
2055,"Ward Up","-",,24
2056,"Solemn Trinity","-",,24
2057,"The Bowl of Embers (Normal)","-",,24
2058,"The Navel (Normal)","-",,24
2059,"The Howling Eye (Normal)","-",,24
2060,"The Bowl of Embers (Hard)","-",,24
2061,"The Navel (Hard)","-",,24
2062,"The Howling Eye (Hard)","-",,24
2063,"Cape Westwind","-",,24
2064,"The Binding Coil of Bahamut","-",,24
2065,"The Wolves' Den","-",,24
2066,"The Bowl of Embers (Extreme)","-",,24
2067,"The Navel (Extreme)","-",,24
2068,"The Howling Eye (Extreme)","-",,24
2069,"Thornmarch (Hard)","-",,24
2070,"The Minstrel's Ballad: Ultima's Bane","-",,24
2071,"Crystal Tower","-",,24
2072,"The Binding Coil of Bahamut","-",,24
2073,"Labyrinth of the Ancients","-",,24
2074,"Decipher","-",,24
2075,"hard mode","-",,24
2076,"Duty Roulette","-",,24
2077,"The Second Coil of Bahamut","-",,24
2078,"Pharos Sirius","-",,24
2079,"Thornmarch (Extreme)","-",,24
2080,"The Whorleater (Hard)","-",,24
2081,"The Whorleater (Extreme)","-",,24
2082,"A Relic Reborn: The Chimera","-",,24
2083,"A Relic Reborn: The Hydra","-",,24
2084,"Battle on the Big Bridge","-",,24
2085,"PvP","-",,24
2086,"beast tribe quest","-",,24
2087,"beast tribe sidequest","-",,24
2088,"beast tribe main quest","-",,24
2089,"side story quest","-",,24
2090,"treasure hunt","-",,24
2091,"chronicles of a new era quest","-",,24
2092,"seasonal event","-",,24
2093,"The Lost City of Amdapor","-",,24
2094,"Trials of the Braves","-",,24
2095,"sphere scroll","-",,24
2096,"The Hunt","-",,24
2097,"elite marks","-",,24
2098,"The Striking Tree (Hard)","-",,24
2099,"The Striking Tree (Extreme)","-",,24
2100,"Syrcus Tower","-",,24
2101,"The Second Coil of Bahamut (Savage)","-",,24
2102,"The Carteneau Flats","-",,24
2103,"Hullbreaker Isle","-",,24
2104,"Frontline","-",,24
2105,"low-level","-",,24
2106,"expert","-",,24
2107,"high-level","-",,24
2108,"The Final Coil of Bahamut","-",,24
2109,"The Akh Afah Amphitheatre (Hard)","-",,24
2110,"The Akh Afah Amphitheatre (Extreme)","-",,24
2111,"Snowcloak","-",,24
2112,"The Dragon's Neck","-",,24
2113,"delivery quest","-",,24
2114,"Urth's Fount (Hard)","-",,24
2115,"The World of Darkness","-",,24
2116,"The Borderland Ruins","-",,24
2117,"(Secure)","-",,24
2118,"(Slaughter)","-",,24
2119,"The Keeper of the Lake","-",,24
2120,"Battle in the Big Keep","-",,24
2121,"Ascian","-",,24
2122,"the void","-",,24
2123,"The Great Gubal Library","-",,24
2124,"Neverreap","-",,24
2125,"The Vault","-",,24
2126,"The Fractal Continuum","-",,24
2127,"Dusk Vigil","-",,24
2128,"Sohm Al","-",,24
2129,"Aetherochemical Research Facility","-",,24
2130,"The Aery","-",,24
2131,"Thok ast Thok (Hard)","-",,24
2132,"Thok ast Thok (Extreme)","-",,24
2133,"Limitless Blue (Hard)","-",,24
2134,"Limitless Blue (Extreme)","-",,24
2135,"Seal Rock","-",,24
2136,"(Seize)","-",,24
2137,"Alexander","-",,24
2138,"Alexander (Savage)","-",,24
2139,"Gordias","-",,24
2140,"The Chrysalis (Normal)","-",,24
2141,"The Steps of Faith (Normal)","-",,24
2142,"The Singularity Reactor (Normal)","-",,24
100,"\xe3\x80\x90Languages\xe3\x80\x91","Languages.","@",1
101,"Please use the auto-translate function.","-",,1
102,"Japanese","-",,1
103,"English","-",,1
104,"French","-",,1
105,"German","-",,1
106,"Can you speak Japanese?","-",,1
107,"Can you speak English?","-",,1
108,"Can you speak French?","-",,1
109,"Can you speak German?","-",,1
110,"I don't speak any English.","-",,1
111,"I don't speak any Japanese.","-",,1
112,"I don't speak any French.","-",,1
113,"I don't speak any German.","-",,1
114,"Please listen.","-",,1
115,"Can you hear me?","-",,1
116,"I can speak a little.","-",,1
117,"I can understand a little.","-",,1
118,"Please use simple words.","-",,1
119,"Please do not abbreviate your words.","-",,1
120,"I need some time to put together my answer.","-",,1
121,"What is your native language?","-",,1
2200,"\xe3\x80\x90Mounts\xe3\x80\x91","Mounts","Mount",49
2201,"\xe3\x80\x90Classes & Jobs\xe3\x80\x91","Classes & Jobs.","ClassJob[1-33]",50
2202,"\xe3\x80\x90Places\xe3\x80\x91","Places.","PlaceName[20-37,39-59,61-65,67-67,94-94,107-107,123-123,129-129,140-140,154-154,184-184,206-206,216-216,218-218,223-223,237-237,239-239,271-271,290-290,300-300,313-313,323-323,325-325,331-331,337-337,350-350,357-361,386-386,388-388,392-392,406-406,411-411,425-427,440-440,459-459,462-462,477-477,497-498,694-694,1301-1305,1334-1334,1363-1363,1374-1374,1390-1390,1399-1399,1406-1410,1484-1484,1500-1500,2000-2002,2018-2018,2025-2025,2042-2042,2046-2046,2081-2082,2100-2101,2116-2116,2123-2123,2131-2131,2200-2200,2204-2204,2300-2301]",51
2203,"\xe3\x80\x90Races\xe3\x80\x91","Races.","Race",52
2204,"\xe3\x80\x90Clans\xe3\x80\x91","Clans.","Tribe",53
2205,"\xe3\x80\x90Guardians\xe3\x80\x91","Guardians.","GuardianDeity[1-12]",54
2206,"\xe3\x80\x90General Actions\xe3\x80\x91","General Actions.","GeneralAction[1-10,12-22]",55
2207,"\xe3\x80\x90Disciple of War & Magic Actions\xe3\x80\x91","Disciple of War & Magic Actions.","Action[9-191,197-208,210-222,224-228,231-239,241-244,252-252,260-260,276-279,281-281,283-297,299-300,2135-2135,2240-2252,2254-2272,2864-2890,3359-3362,3487-3487,3538-3587,3590-3643,4072-4087,4095-4097,4100-4100,4102-4106,4179-4179,4238-4248,4262-4262,4401-4406,4560-4560]",56
2208,"\xe3\x80\x90Disciple of the Hand Actions\xe3\x80\x91","Disciple of the Hand Actions.","CraftAction[100001-100010,100020-100020,100033-100033,100036-100036,100039-100039,100050-100050,100063-100063,100066-100066,100069-100069,100083-100083,100095-100095,100098-100098,100108-100108,100120-100120,100128-100128,100136-100137,100145-100145,100153-100153,100161-100161,100169-100169,100177-100187]",57
2209,"\xe3\x80\x90Companion Actions\xe3\x80\x91","Companion Actions.","BuddyAction",58
2210,"\xe3\x80\x90Pet Actions\xe3\x80\x91","Pet Actions.","PetAction[1-35,37-39]",59
2211,"\xe3\x80\x90Weather\xe3\x80\x91","Weather.","Weather[col-1,1-11,14-17,19-20,22-23,25-25,29-29,35-36,40-40,49-51]",60
2212,"\xe3\x80\x90Main Commands\xe3\x80\x91","Main Commands.","MainCommand[col-4,1-36,41-42,44-44,56-62,64-99]",61
2213,"\xe3\x80\x90Text Commands\xe3\x80\x91","Text Commands.","TextCommand[col-8,col-5,100-211,213-321,323-699]",62
2214,"\xe3\x80\x90PvP Actions\xe3\x80\x91","PvP Actions.","Action[1558-1609]",63
2215,"\xe3\x80\x90Pets\xe3\x80\x91","Pets.","Pet[col-1,1-9]",64
2216,"\xe3\x80\x90Minions\xe3\x80\x91","Minions.","Companion[noun,1-67,71-174]",65
200,"\xe3\x80\x90Greetings\xe3\x80\x91","Greetings.","@",2
201,"Nice to meet you.","-",,2
202,"Good morning!","-",,2
203,"Hello!","-",,2
204,"Good evening!","-",,2
205,"Good night!","-",,2
206,"Good-bye.","-",,2
207,"I had fun today!","-",,2
208,"See you again!","-",,2
209,"Let's play together again sometime!","-",,2
210,"I'm back!","-",,2
211,"Welcome back.","-",,2
212,"Congratulations!","-",,2
213,"Good job!","-",,2
214,"Good luck!","-",,2
215,"All right!","-",,2
216,"Thank you.","-",,2
217,"You're welcome.","-",,2
218,"Take care.","-",,2
219,"I'm sorry.","-",,2
220,"Please forgive me.","-",,2
221,"That's too bad.","-",,2
222,"Excuse me...","-",,2
223,"Have a safe journey.","-",,2
224,"This is my first time here.","-",,2
225,"I'm looking forward to it!","-",,2
226,"Good game!","-",,2
227,"Let's do it!","-",,2
228,"I must now take my leave.","-",,2
229,"Let's have some fun!","-",,2
230,"I'll do my best!","-",,2
300,"\xe3\x80\x90Questions\xe3\x80\x91","Questions.","@",3
301,"Who?","-",,3
302,"Which?","-",,3
303,"How?","-",,3
304,"What?","-",,3
305,"When?","-",,3
306,"How many?","-",,3
307,"Where?","-",,3
308,"Why?","-",,3
309,"How come?","-",,3
310,"Where shall we go?","-",,3
311,"Can you do it?","-",,3
312,"Do you need any help?","-",,3
313,"Which levequest shall we do?","-",,3
314,"Which duties can you do?","-",,3
315,"Do you have it?","-",,3
316,"What weapons can you use?","-",,3
317,"What other classes can you use?","-",,3
318,"What other roles can you cover?","-",,3
319,"Do you have it set?","-",,3
320,"What's the battle plan?","-",,3
321,"Can I add you to my friend list?","-",,3
322,"Shall we take a break?","-",,3
323,"Do you want me to repair it?","-",,3
324,"Can you repair it for me?","-",,3
325,"Do you want me to meld materia to it?","-",,3
326,"Can you meld materia for me?","-",,3
327,"Would you join my party?","-",,3
328,"Can I join your party?","-",,3
329,"Should we disband?","-",,3
330,"Do you want to join my linkshell?","-",,3
331,"Can I join your linkshell?","-",,3
332,"Do you want to join my free company?","-",,3
333,"Can I join your free company?","-",,3
334,"What are you doing?","-",,3
335,"How about a game of Triple Triad?","-",,3
336,"Can we change the rules?","-",,3
