0,,,,0,0,0
1,"Start",,,0,0,0
2,"Konfiguration",,,0,0,0
3,"Er\xc3\xb6ffnungssequenz",,,0,0,0
4,"Credits",,,0,0,0
5,,,,0,0,0
6,"Controller konfigurieren?\x02\x10\x01\x03\xe2\x80\xbb Die Einstellungen k\xc3\xb6nnen jederzeit in der Systemkonfiguration ge\xc3\xa4ndert werden.",,,0,0,0
7,"Ja",,,0,0,0
8,"Nein",,,0,0,0
9,,,,0,0,0
10,"DIENST-ACCOUNT",,,0,0,0
11,"W\xc3\xa4hle einen Dienst-Account.",,,0,0,0
12,"Version des Spiels: \x02)\x03\xea\x02\x03 (\x02)\x03\xea\x03\x03)",,,0,0,0
13,"\x02\x13\x06\xfe\xff\xff{\x1a\x03Achtung:\x02\x13\x02\xec\x03 Du spielst mit niedriger Aufl\xc3\xb6sung (480p/i 576p/i).\x02\x10\x01\x03Wir empfehlen eine Aufl\xc3\xb6sung von 720p.",,,0,0,0
14,,,,0,0,0
15,"Ok",,,0,0,0
16,"Abbrechen",,,0,0,0
17,"W\xc3\xa4hle die Merkmale, die du \xc3\xa4ndern m\xc3\xb6chtest, aus der Liste rechts aus. \xe2\x80\x9e???\xe2\x80\x9c stehen f\xc3\xbcr unbest\xc3\xa4tigte Merkmale.",,,0,0,0
18,"W\xc3\xa4hle die Merkmale, die du \xc3\xa4ndern m\xc3\xb6chtest, aus der Liste rechts aus und best\xc3\xa4tige sie mit OK.",,,0,0,0
19,"W\xc3\xa4hle die Merkmale, die du \xc3\xa4ndern m\xc3\xb6chtest, aus der Liste rechts aus. \xe2\x80\x9e???\xe2\x80\x9c stehen f\xc3\xbcr unbest\xc3\xa4tigte Merkmale. Best\xc3\xa4tige das Aussehen, um die Anpassungen zu \xc3\xbcbernehmen.",,,0,0,0
20,"L\xc3\xb6schen",,,0,0,0
21,"\x02)\x03\xea\x02\x03 l\xc3\xb6schen?",,,0,0,0
22,"Ja, Schutz aufheben.",,,0,0,0
23,"Namen \xc3\xa4ndern",,,0,0,0
24,"Namen des Gehilfen \xc3\xa4ndern",,,0,0,0
25,"Mit \x02)\x03\xea\x02\x03 einloggen?",,,0,0,0
26,"Um dich mit diesem Charakter einloggen zu k\xc3\xb6nnen, musst du seinen Namen \xc3\xa4ndern.",,,0,0,0
27,"Um dich mit diesem Charakter einloggen zu k\xc3\xb6nnen, musst du seinen Namen \xc3\xa4ndern.",,,0,0,0
28,"Charakternamen in \x02)\x03\xea\x02\x03 \xc3\xa4ndern?",,,0,0,0
29,"Gehilfennamen in \x02)\x03\xea\x02\x03 \xc3\xa4ndern?",,,0,0,0
30,"Neuer Charakter",,,0,0,0
31,"Die Charaktererschaffung abbrechen? Die aktuellen Einstellungen werden nicht gespeichert.",,,0,0,0
32,"Ein neues Spiel mit diesem Charakter beginnen?",,,0,0,0
33,"Einen neuen Charakter erschaffen?",,,0,0,0
34,"Du kannst keine weiteren Charaktere erschaffen. L\xc3\xb6sche mit Rechtsklick einen existierenden Charakter, um Platz zu schaffen.",,,0,0,0
35,"\x02 \x03\xe8\x02\x03/\x02 \x03\xe8\x03\x03",,,0,0,0
36,"Areal",,,0,0,0
37,"\x02 \x03\xe8\x03\x03. Sonne im \x02\t\x8d\xe8\x02\xff\t1. Licht\xff\x0c1. Schatten\xff\t2. Licht\xff\x0c2. Schatten\xff\t3. Licht\xff\x0c3. Schatten\xff\t4. Licht\xff\x0c4. Schatten\xff\t5. Licht\xff\x0c5. Schatten\xff\t6. Licht\xff\x0c6. Schatten\x03mond",,,0,0,0
38,"\xef\xbc\x88\x02 \x03\xe8\x03\x03.\x02 \x03\xe8\x02\x03.\xef\xbc\x89",,,0,0,0
39,,,,0,0,0
40,"1. Lichtmond",,,0,0,0
41,"1. Schattenmond",,,0,0,0
42,"2. Lichtmond",,,0,0,0
43,"2. Schattenmond",,,0,0,0
44,"3. Lichtmond",,,0,0,0
45,"3. Schattenmond",,,0,0,0
46,"4. Lichtmond",,,0,0,0
47,"4. Schattenmond",,,0,0,0
48,"5. Lichtmond",,,0,0,0
49,"5. Schattenmond",,,0,0,0
50,"6. Lichtmond",,,0,0,0
51,"6. Schattenmond",,,0,0,0
52,,,,0,0,0
